,type,Temp_OXid,ppm,Pressure,Oxid_time,thickness,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,Line_CD,Wavelength,Resolution,Energy_Exposure,Temp_Etching,Source_Power,Selectivity,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,Target,Chamber,Etching_rate
1464,dry,1154.972545,35.1,0.206,63,709.964,0.05436,17.256,15.084,19.996,204.512,89.999,499.692,4023.761,5047.709,5.019,90.405,29.998,51.851,405,541.92,108.137,69.559,52.078,1.022,1.24e+16,9.84e+16,1.38e+17,3.02e+17,6e+17,32057.894,101.318,908.0,157,0,11133,169.666
1465,dry,978.9108347,41.78,0.209,137,712.447,1.64046,12.766,15.042,19.996,202.962,90.0,500.511,4013.95,4928.841,5.047,89.94,30.011,38.047,436,463.791,109.986,71.345,50.984,1.023,6230000000000000.0,7.04e+16,1.38e+17,2.99e+17,6e+17,31994.968,103.206,893.0,155,0,11222,169.86175
1466,wet,1129.585673,31.43,0.192,167,705.345,1.48839,13.426,15.058,20.001,202.403,90.0,503.073,4024.375,4984.217,5.009,93.575,30.004,37.215,365,487.721,107.267,72.284,50.597,1.045,1.5e+16,8.48e+16,1.38e+17,3.01e+17,6e+17,31986.81,101.812,879.0,152,0,11311,165.91125000000002
1467,dry,962.8870033,36.59,0.218,60,713.056,1.60462,15.38,15.03,19.995,196.114,90.0,499.836,4041.761,4934.073,5.047,90.305,30.003,51.577,436,479.551,108.604,70.405,52.133,1.042,1.62e+16,1.59e+17,1.38e+17,3.01e+17,6e+17,31791.31,104.329,873.0,154,0,12111,170.339
1468,dry,1118.454043,28.88,0.217,107,711.723,1.13688,18.272,14.919,19.999,201.382,90.002,499.992,4057.726,5002.959,4.919,89.168,30.001,27.992,436,512.787,106.226,71.455,51.647,1.021,9500000000000000.0,5.7e+16,1.38e+17,3.03e+17,6e+17,30626.351,100.865,871.0,156,0,12333,166.03074999999998
1469,dry,972.8555751,37.37,0.215,141,701.19,1.60423,15.023,15.139,20.008,201.343,90.001,502.52,3953.257,5104.109,5.018,91.432,30.01,36.035,365,506.585,108.335,71.927,50.861,1.063,1.03e+16,6.98e+16,2.86e+17,3e+17,6e+17,31950.761,103.631,898.0,153,0,13222,163.32250000000002
1470,dry,1115.156608,33.88,0.2,126,709.78,0.6528,12.264,15.149,19.996,203.657,89.998,502.86,4081.959,4965.526,5.041,92.061,30.007,31.509,436,536.321,107.524,71.265,51.036,1.024,8470000000000000.0,7.01e+16,1.38e+17,2.99e+17,6e+17,31352.585,103.491,909.0,155,0,13311,166.96999999999997
1471,wet,961.0098258,29.55,0.2,168,709.653,1.09299,13.966,14.958,20.001,200.097,89.999,502.2,3982.094,5009.082,4.897,88.83,30.001,28.607,405,527.475,109.189,71.241,51.884,1.03,1.47e+16,6.69e+16,1.38e+17,3.01e+17,6e+17,30552.557,103.142,944.0,155,0,21111,169.56325
1472,dry,1219.837184,30.97,0.2,69,697.759,1.53141,18.364,14.867,20.004,197.094,89.999,496.799,4041.06,5018.089,5.043,90.277,30.006,73.546,436,543.897,106.833,71.52,50.234,1.026,2490000000000000.0,1.06e+17,1.38e+17,2.99e+17,6e+17,31715.512,103.914,896.0,155,0,21222,165.93975
1473,dry,1126.327273,36.92,0.215,101,702.698,1.84968,11.582,15.126,20.01,201.454,90.001,504.386,4014.734,5118.391,4.963,92.552,30.005,32.665,436,499.615,108.84,70.756,52.004,1.045,1.3e+16,1.46e+17,1.38e+17,2.97e+17,6e+17,30474.163,101.145,898.0,156,1,21333,164.12449999999998
1474,dry,1104.735804,32.91,0.216,197,703.723,2.00492,15.686,15.113,19.997,198.484,90.0,503.906,3964.099,5037.531,5.017,91.43,29.991,41.314,405,515.713,107.707,70.204,51.444,1.032,1.14e+16,1.7e+17,1.38e+17,2.98e+17,6e+17,31692.92,102.863,931.0,157,0,22133,170.15574999999998
1475,dry,1057.821473,26.11,0.202,86,711.826,1.16379,14.32,15.004,20.0,197.509,89.999,500.167,4021.617,5038.626,5.005,92.695,30.001,42.035,365,546.76,106.076,70.253,50.176,1.028,1.36e+16,5.92e+16,1.38e+17,2.99e+17,6e+17,31037.529,101.615,920.0,155,0,22222,167.75650000000002
1476,dry,1091.374273,33.23,0.202,177,703.411,1.17615,18.581,14.952,19.996,202.54,90.0,504.958,3929.128,5100.269,4.957,92.866,30.0,49.29,365,509.17,106.669,69.549,50.507,1.048,2.4e+16,3.6e+16,1.38e+17,2.99e+17,6e+17,31925.006,102.899,889.0,153,0,22311,167.92775
1477,dry,1138.825357,34.33,0.215,160,701.568,0.89128,16.593,15.029,19.998,199.11,89.999,502.777,4106.986,5088.081,5.067,93.407,29.995,42.863,436,549.22,108.891,70.804,50.491,1.022,7890000000000000.0,8.7e+16,1.38e+17,2.98e+17,6e+17,32001.77,102.186,908.0,154,0,23111,168.11700000000002
1478,wet,1009.139886,38.11,0.19,64,708.351,1.36637,12.881,15.129,20.003,198.235,90.0,493.96,3955.943,5023.248,4.995,90.651,29.993,35.661,405,541.521,107.139,68.72,50.573,1.036,1.2e+16,1.23e+17,1.38e+17,3.01e+17,6e+17,31568.412,103.001,902.0,156,0,23222,167.68775
1479,dry,1011.181975,31.32,0.211,168,702.572,0.9916,15.648,15.112,20.001,200.916,90.001,502.56,3977.12,4963.659,5.029,92.391,30.002,47.221,365,488.418,108.545,70.728,50.428,1.044,8220000000000000.0,1.44e+17,1.38e+17,3e+17,6e+17,32672.059,104.117,879.0,152,0,23333,167.543
1480,dry,1040.985818,42.72,0.202,89,717.852,1.6894,16.669,14.924,20.007,199.03,89.998,500.811,4006.268,5123.526,4.951,92.227,30.001,27.843,365,509.296,105.783,71.42,51.171,1.042,7690000000000000.0,1.23e+17,1.38e+17,3.01e+17,6e+17,32628.909,98.842,919.0,155,0,31133,169.66299999999998
1481,dry,1005.568373,26.55,0.193,70,696.386,1.19643,14.492,14.995,19.997,203.225,89.999,500.978,4097.436,5044.95,5.101,92.183,30.005,49.763,436,483.359,108.489,71.777,50.628,1.05,1.79e+16,8.32e+16,1.38e+17,2.99e+17,6e+17,31536.829,104.62,912.0,154,0,31222,163.54649999999998
1482,dry,1188.182381,34.9,0.219,147,686.747,1.48022,15.441,15.003,19.999,202.543,90.0,498.831,3872.886,5090.82,5.115,91.319,30.016,53.987,405,467.615,107.491,71.626,52.309,1.037,2120000000000000.0,4.49e+16,6.6e+16,2.99e+17,6e+17,30765.724,103.031,907.0,153,0,31311,167.26174999999998
1483,wet,1267.415669,31.08,0.201,52,709.049,1.4155,15.911,15.032,19.996,205.542,90.0,500.992,4022.267,4986.191,4.99,93.109,30.006,44.442,405,522.505,108.651,70.099,50.464,1.027,1.25e+16,1.11e+17,2.4e+17,3e+17,6e+17,30855.999,103.879,902.0,155,0,32111,170.06225
1484,dry,918.2428327,32.28,0.202,116,713.856,0.60782,20.594,15.103,20.004,201.218,89.999,502.279,3988.21,5013.807,4.985,90.954,29.992,37.182,365,506.664,106.635,72.147,51.299,1.05,1.22e+16,9.77e+16,1.38e+17,3.02e+17,6e+17,30260.942,104.194,893.0,154,0,32222,169.63899999999998
1485,wet,1277.585885,44.61,0.217,24,713.559,0.97825,17.647,14.987,19.991,199.493,90.0,499.493,3989.857,4987.322,4.991,92.494,29.998,33.419,365,478.63,106.083,71.356,50.275,1.007,5920000000000000.0,9.24e+16,1.38e+17,3.01e+17,6e+17,32337.742,100.688,909.0,151,1,21311,169.28975
1486,wet,1269.553049,44.58,0.218,25,716.184,0.73624,17.066,15.128,20.002,200.717,90.0,500.717,4014.349,5017.937,5.016,92.258,30.006,29.806,365,473.637,106.059,71.618,50.387,1.01,7320000000000000.0,2.76e+16,1.38e+17,3.01e+17,6e+17,32422.811,100.968,908.0,151,1,22111,171.346
1487,wet,1282.393014,44.58,0.218,25,719.658,0.93563,11.048,15.012,20.0,200.328,90.0,500.328,4006.562,5008.202,4.999,91.836,30.005,24.694,365,474.724,105.028,71.966,50.228,1.006,1.99e+16,1.59e+17,1.38e+17,3.01e+17,6e+17,32255.476,100.571,904.0,151,0,22222,171.3145
1488,wet,1269.47541,44.59,0.215,22,717.264,1.24881,12.383,14.986,19.993,199.045,90.0,499.045,3980.894,4976.117,4.979,91.675,30.014,27.774,365,476.321,105.053,71.726,50.101,1.003,1.68e+16,9.24e+16,1.38e+17,2.98e+17,6e+17,32597.159,100.254,905.0,150,1,22333,169.841
1489,wet,1265.709997,44.57,0.216,23,718.321,1.02996,15.179,15.129,20.004,198.854,90.0,498.854,3977.087,4971.359,4.969,91.209,30.005,23.196,365,474.334,104.697,71.832,49.907,0.998,1.08e+16,4.68e+16,3e+17,3.02e+17,6e+17,32194.56,99.766,901.0,150,0,23133,172.58025
1490,wet,1271.029371,44.59,0.216,23,712.492,1.07392,13.624,14.991,19.999,198.966,90.0,498.966,3979.313,4974.142,4.975,92.009,29.998,25.474,365,470.978,105.589,71.249,50.161,1.004,1.42e+16,2.7e+16,1.38e+17,3.01e+17,6e+17,32641.989,100.404,904.0,151,0,23222,172.148
1491,wet,1277.113934,44.59,0.217,24,708.404,1.24362,17.264,14.978,20.004,199.681,89.999,499.681,3993.624,4992.03,4.993,91.743,30.011,32.474,365,482.559,105.531,70.84,50.292,1.007,6700000000000000.0,5.63e+16,1.38e+17,2.98e+17,6e+17,32639.929,100.729,903.0,151,0,23311,172.826
1492,wet,1278.441909,44.59,0.217,24,720.945,0.90447,12.537,14.978,20.003,198.981,90.0,498.981,3979.624,4974.53,4.973,91.618,30.003,23.28,365,465.642,105.675,72.095,50.281,1.007,1.66e+16,1.58e+17,1.38e+17,3e+17,6e+17,32636.286,100.703,904.0,151,0,31111,175.93625000000003
1493,wet,1268.370063,44.55,0.215,22,713.334,1.18764,17.218,15.146,20.001,198.569,90.0,498.569,3971.388,4964.235,4.966,91.306,30.004,26.13,365,472.762,105.026,71.333,50.062,1.002,6550000000000000.0,6.4e+16,1.38e+17,2.99e+17,6e+17,31686.264,100.155,904.0,150,0,31333,171.90849999999998
1494,wet,1271.821489,44.57,0.216,23,716.68,1.16985,10.47,14.907,19.996,198.207,90.001,498.207,3964.137,4955.171,4.955,91.347,30.003,25.252,365,474.542,105.109,71.668,50.071,1.002,2.07e+16,9.24e+16,1.38e+17,3e+17,6e+17,31783.84,100.177,903.0,150,0,32133,174.86999999999998
1495,wet,1279.940506,44.57,0.216,23,717.314,1.23156,20.295,15.145,19.996,198.313,89.999,498.313,3966.259,4957.824,4.96,91.486,29.998,16.863,365,461.4,105.119,71.731,50.103,1.003,2930000000000000.0,9.24e+16,1.79e+16,3e+17,6e+17,31618.822,100.256,904.0,150,0,32222,173.42849999999999
1496,wet,1275.064088,44.62,0.216,23,716.545,1.25946,17.853,15.027,20.002,198.533,90.0,498.533,3970.66,4963.325,4.965,92.028,30.003,33.163,365,478.497,106.038,71.655,50.128,1.003,5250000000000000.0,5.19e+16,1.15e+16,3.01e+17,6e+17,31618.16,100.32,908.0,150,0,32311,175.36124999999998
1497,wet,1274.002515,44.63,0.219,26,712.706,0.82903,16.387,14.989,19.999,199.669,90.0,499.669,3993.375,4991.718,4.991,91.89,29.992,27.45,365,470.408,105.989,71.271,50.421,1.011,8590000000000000.0,1.96e+16,1.38e+17,3e+17,6e+17,31910.25,101.053,908.0,152,0,33111,173.1765
1498,wet,1280.587718,44.55,0.219,26,716.92,0.85326,16.166,15.021,20.003,199.697,90.0,499.697,3993.937,4992.421,4.995,91.371,30.001,21.918,365,470.267,105.03,71.692,50.401,1.01,8990000000000000.0,7.34e+16,1.38e+17,3e+17,6e+17,32155.309,101.003,900.0,152,0,33222,172.70499999999998
1499,wet,1274.885849,44.57,0.215,22,716.828,1.58344,15.0,15.015,20.001,197.731,89.999,497.731,3954.614,4943.267,4.929,91.427,30.001,24.929,365,468.539,105.178,71.683,49.646,0.991,1.11e+16,5.59e+16,1.38e+17,3e+17,6e+17,32178.343,99.116,899.0,149,0,33333,174.682
1500,wet,1278.766962,44.56,0.216,23,707.057,1.01397,20.058,14.917,20.0,198.523,90.0,498.523,3970.452,4963.065,4.95,91.487,29.999,23.964,365,476.357,104.632,70.706,49.944,0.999,4330000000000000.0,1.81e+16,1.17e+17,3e+17,6e+17,32141.981,99.859,900.0,150,0,11133,173.01425
1501,wet,1278.800577,44.53,0.213,20,717.059,1.16579,17.89,14.995,20.0,198.559,89.999,498.559,3971.187,4963.984,4.962,91.461,29.998,17.483,365,467.074,104.482,71.706,49.918,0.998,5100000000000000.0,1.58e+16,1.38e+17,2.99e+17,6e+17,31618.691,99.796,898.0,150,0,11222,174.63975
1502,wet,1273.81838,44.56,0.213,20,711.639,1.22262,17.14,15.061,20.003,198.704,89.999,498.704,3974.079,4967.599,4.972,91.958,29.997,24.19,365,473.322,104.514,71.164,49.894,0.997,6700000000000000.0,6.7e+16,1.38e+17,3.01e+17,6e+17,33321.979,99.736,900.0,150,0,11311,173.75975
1503,wet,1271.530004,44.58,0.211,18,707.582,0.84499,16.613,14.901,20.001,199.864,90.0,499.864,3997.287,4996.609,5.003,92.302,30.003,28.003,365,484.377,104.522,70.758,49.87,0.997,8040000000000000.0,6.43e+16,1.38e+17,3.01e+17,6e+17,32175.559,99.674,899.0,150,0,12111,171.8455
1504,wet,1272.531274,44.6,0.216,23,707.619,0.71205,20.015,14.874,20.007,202.946,90.0,502.946,4058.919,5073.649,5.059,93.552,29.997,32.571,365,471.127,106.557,70.762,50.448,1.011,1.47e+16,9.24e+16,1.38e+17,2.99e+17,6e+17,31260.811,101.119,917.0,152,0,12333,172.47975000000002
1505,wet,1275.425012,44.56,0.215,22,713.867,0.99532,19.145,14.945,19.997,203.413,90.001,503.413,4068.261,5085.326,5.084,92.894,29.998,27.001,365,474.712,105.431,71.387,50.593,1.015,3530000000000000.0,2.52e+16,3.8e+16,3e+17,6e+17,31576.001,101.482,908.0,152,0,13133,174.89175
1506,wet,1271.349047,44.59,0.213,20,705.557,0.32865,13.491,15.066,19.999,201.956,90.0,501.956,4039.111,5048.889,5.05,93.15,29.996,26.405,365,473.305,105.487,70.556,50.313,1.008,1.52e+16,1.52e+17,1.38e+17,3e+17,6e+17,31637.594,100.782,908.0,151,0,13222,172.06425
1507,wet,1271.710804,44.65,0.211,18,707.754,0.88339,18.876,15.075,20.002,201.862,90.001,501.862,4037.236,5046.545,5.04,93.362,30.006,33.584,365,485.04,105.565,70.775,49.884,0.997,3700000000000000.0,1.31e+16,1.55e+17,3e+17,6e+17,32156.959,99.711,908.0,150,0,13311,173.4385
1508,wet,1275.014592,44.62,0.211,18,702.472,0.94624,15.211,14.878,19.995,202.686,90.001,502.686,4053.721,5067.152,5.063,93.131,30.005,27.444,365,474.416,105.548,70.247,50.223,1.006,1.17e+16,1.44e+16,3.37e+16,3.01e+17,6e+17,32998.534,100.557,909.0,151,0,21111,170.843
1509,wet,1263.230499,44.58,0.212,19,711.749,0.42457,16.523,14.896,20.001,202.591,89.999,502.591,4051.824,5064.78,5.066,94.392,29.999,39.593,365,471.247,107.904,71.175,50.263,1.007,9130000000000000.0,8.88e+16,2.72e+17,3e+17,6e+17,33115.585,100.657,925.0,151,0,21222,174.48725
1510,wet,1280.077304,44.58,0.216,23,709.301,0.97799,16.742,14.938,19.995,205.152,90.0,505.152,4103.032,5128.79,5.103,93.623,29.993,32.371,365,475.791,106.102,70.93,50.792,1.02,8820000000000000.0,4.11e+16,1.38e+17,3.01e+17,6e+17,32465.72,101.98,913.0,153,0,21333,172.90025
1511,wet,1279.385851,44.6,0.212,19,714.972,0.64451,17.758,15.044,20.003,203.412,90.0,503.412,4068.233,5085.292,5.077,93.717,30.001,44.268,365,488.862,106.709,71.497,50.566,1.014,6520000000000000.0,9.24e+16,1.38e+17,3e+17,6e+17,32576.424,101.416,913.0,152,0,22133,173.69299999999998
1512,dry,1184.843837,35.36,0.194,32,709.964,1.5188,17.587,15.088,19.998,204.484,90.0,502.391,4071.633,5032.318,5.114,90.465,30.009,53.526,365,542.894,107.902,71.046,51.921,1.037,1.15e+16,1.29e+17,1.38e+17,3.02e+17,6e+17,32089.235,100.754,888.0,156,1,12111,167.541
1513,dry,1044.909761,32.28,0.214,86,706.205,0.72998,16.445,15.073,19.989,203.145,89.999,507.183,3985.677,5183.517,5.036,92.678,30.0,48.212,365,508.51,105.12,69.857,51.765,1.031,1.41e+16,1.18e+17,1.38e+17,3e+17,6e+17,31101.358,104.603,890.0,153,0,12122,168.30125
1514,dry,1075.423255,43.12,0.201,101,707.168,1.13925,14.986,14.995,19.994,195.579,89.999,501.286,3978.724,4963.186,4.982,88.792,29.995,46.978,436,506.444,108.97,71.155,50.249,1.021,1.11e+16,5.08e+16,1.38e+17,3e+17,6e+17,31101.109,102.154,888.0,154,0,12133,168.692
1515,wet,962.4614382,27.12,0.207,20,705.354,0.81578,16.722,14.97,20.0,196.382,90.0,503.396,4056.014,4992.802,4.875,91.604,30.001,42.556,405,508.79,109.151,71.468,51.218,1.038,7590000000000000.0,4.08e+16,1.38e+17,2.98e+17,6e+17,31914.677,103.802,904.0,153,0,12111,172.68850000000003
1516,wet,994.8027258,33.44,0.207,88,715.179,1.14172,13.694,14.917,20.0,196.599,90.0,501.423,4029.12,4899.699,5.099,89.418,30.002,38.38,436,524.177,108.534,72.336,51.049,1.025,7100000000000000.0,6.08e+16,1.38e+17,2.99e+17,6e+17,31281.213,101.05,887.0,155,0,12122,170.81975
1517,wet,1017.485141,34.88,0.214,102,691.282,0.92509,16.062,15.039,19.999,197.555,90.0,501.079,3971.194,5056.373,5.021,89.811,30.011,25.99,436,534.804,106.888,70.998,51.384,1.038,1.48e+16,6.29e+16,1.38e+17,3e+17,6e+17,32238.201,100.772,901.0,155,0,12133,166.84550000000002
1518,wet,1093.883403,30.24,0.215,69,709.956,1.07024,12.256,15.109,20.003,197.98,90.0,501.572,4035.394,5079.03,5.075,91.266,29.997,65.839,436,470.396,106.351,71.086,51.109,1.0,8370000000000000.0,1.16e+17,1.38e+17,2.99e+17,6e+17,30611.506,103.577,915.0,151,0,12111,166.06400000000002
1519,wet,1214.237864,39.31,0.211,122,715.078,1.6429,17.049,15.018,20.005,197.183,89.999,497.102,3952.67,4967.667,4.921,91.33,30.003,60.483,365,473.291,107.404,71.673,50.506,1.011,1.35e+16,1.68e+16,1.38e+17,3e+17,6e+17,32930.382,104.111,894.0,153,0,12122,169.9195
1520,wet,1058.833578,32.1,0.201,109,697.155,1.45486,16.549,14.798,19.997,197.908,90.001,500.154,3972.34,5086.767,4.917,94.399,29.999,28.979,436,479.286,109.393,72.019,51.261,1.036,1.44e+16,1.38e+17,1.38e+17,2.99e+17,6e+17,32577.756,100.455,913.0,153,0,12133,160.21374999999998
1521,dry,1087.170689,30.32,0.216,95,695.656,1.4716,17.704,15.079,19.996,197.135,90.002,501.394,4017.144,4918.119,4.93,90.936,30.002,37.104,436,472.217,108.848,69.699,50.194,1.046,1.65e+16,1.01e+17,1.38e+17,2.99e+17,6e+17,30639.973,101.681,886.0,155,0,12211,169.51399999999998
1522,wet,1074.004764,38.93,0.198,75,714.254,1.06947,11.881,14.924,19.999,197.621,90.002,496.487,4072.913,5003.264,5.107,93.695,29.998,46.509,436,473.417,109.177,70.824,50.202,1.038,1.2e+16,1.04e+17,1.38e+17,3.02e+17,6e+17,32421.295,101.155,884.0,159,0,12222,168.1885
1523,dry,1156.615327,31.02,0.196,132,712.039,1.28795,10.619,14.933,19.999,197.925,90.0,501.655,4084.939,5047.563,5.02,91.703,30.011,43.753,436,482.215,110.892,71.286,51.207,1.019,1.43e+16,1.23e+17,1.38e+17,3.01e+17,6e+17,31535.79,102.354,873.0,150,0,12233,165.63475
1524,wet,1082.948888,39.84,0.217,52,708.13,0.95187,16.57,15.167,20.006,199.037,90.001,495.986,4045.078,4967.338,5.005,89.084,29.997,58.4,365,469.93,107.998,70.004,51.743,1.017,7620000000000000.0,6.4e+16,1.38e+17,3.01e+17,6e+17,31051.425,105.095,891.0,156,0,12211,170.3075
1525,dry,918.7080479,36.69,0.188,75,707.061,1.16256,18.078,14.959,19.998,198.398,90.0,500.442,4010.176,4967.281,4.965,91.593,30.013,45.592,365,480.764,109.333,71.889,51.542,1.038,1.58e+16,2.12e+17,1.38e+17,2.98e+17,6e+17,31362.147,102.547,898.0,156,0,12222,166.44025000000002
1526,dry,1173.453556,31.72,0.215,112,721.079,1.80132,15.594,14.935,19.997,198.768,89.999,502.263,3900.167,5108.764,5.049,91.654,30.004,47.68,405,471.539,108.962,70.13,52.105,1.018,1.02e+16,6.33e+16,1.38e+17,3.02e+17,6e+17,31990.919,103.674,915.0,154,0,12233,167.41974999999996
1527,dry,1041.197346,36.13,0.205,130,717.292,0.99644,15.34,14.892,19.996,202.059,90.0,503.423,3966.885,4922.103,4.968,93.468,30.003,39.839,365,469.44,109.077,70.058,50.382,1.045,1.39e+16,2.27e+16,1.38e+17,2.99e+17,6e+17,30310.73,101.148,906.0,155,0,12211,169.548
1528,dry,1099.860778,44.82,0.199,141,713.698,0.90276,16.301,15.139,20.0,203.143,90.0,498.509,3899.628,5058.994,4.951,91.748,30.002,27.638,405,472.467,110.508,70.779,50.881,1.049,1.77e+16,1.55e+17,1.38e+17,2.98e+17,6e+17,31613.386,105.532,913.0,159,0,12222,171.3245
1529,dry,1298.398414,29.05,0.203,117,713.608,1.52924,16.321,15.165,20.005,202.415,89.999,495.402,4010.001,5169.378,5.067,91.094,30.023,30.322,365,470.478,106.617,69.405,51.062,1.037,7640000000000000.0,1.59e+17,1.38e+17,2.97e+17,6e+17,31566.201,103.891,886.0,153,0,12233,170.802
1530,dry,1047.643236,34.88,0.213,167,712.692,1.16231,17.367,15.006,19.994,202.79,90.001,494.517,4022.726,4859.193,5.026,90.685,30.002,45.983,405,460.719,107.785,70.257,50.852,1.043,1.8e+16,1.82e+17,1.38e+17,3.01e+17,6e+17,29986.195,101.488,923.0,155,0,12311,167.348
1531,wet,1019.46414,34.98,0.195,99,714.415,1.86724,16.09,15.01,19.999,202.86,90.001,498.307,4063.095,4941.979,4.867,90.409,30.004,56.112,365,472.83,108.475,69.975,49.761,1.031,1.12e+16,1.09e+17,1.38e+17,3.01e+17,6e+17,31292.696,102.588,888.0,154,0,12322,172.77875
1532,wet,1104.771908,29.06,0.207,110,715.404,0.80545,19.026,15.036,20.001,199.324,90.001,505.859,3981.512,4933.463,5.021,94.25,29.999,50.79,365,474.027,106.434,71.409,50.3,1.047,1.81e+16,1.51e+17,1.38e+17,2.99e+17,6e+17,32226.582,102.695,936.0,153,0,12333,172.851
1533,dry,1181.398739,33.34,0.213,110,713.132,1.6105,18.891,15.081,19.996,198.167,90.001,502.416,4062.758,5012.721,4.999,88.499,30.005,47.355,365,472.243,109.542,70.714,51.655,1.048,1.26e+16,8.18e+16,1.38e+17,3.02e+17,6e+17,32025.475,105.206,924.0,157,0,12311,170.308
1534,wet,923.3208542,30.61,0.201,74,714.295,1.7171,13.788,15.03,20.0,199.842,90.0,502.749,3999.27,5045.341,5.003,90.912,29.989,18.067,365,472.83,108.637,70.486,51.103,1.048,1.3e+16,1.76e+17,1.38e+17,3e+17,6e+17,31834.866,101.258,919.0,152,0,12322,163.84875
1535,dry,1092.808203,35.41,0.216,132,710.114,1.12362,18.771,15.055,19.995,199.669,90.001,502.125,4127.682,4946.571,5.023,93.62,29.995,40.82,405,477.914,107.708,72.56,51.145,1.047,1.11e+16,1.32e+17,1.38e+17,3.01e+17,6e+17,33675.551,103.056,911.0,157,0,12333,168.45350000000002
1536,wet,1021.802225,34.39,0.217,212,710.617,1.62494,20.701,14.915,20.002,199.527,90.0,499.319,4005.749,4910.479,5.06,91.604,30.005,34.1,436,470.446,107.986,69.953,50.082,1.047,1.53e+16,1.23e+17,2.97e+17,3.02e+17,6e+17,31139.137,104.859,915.0,153,0,12311,169.77925
1537,dry,1157.459175,32.8,0.191,14,711.632,1.18246,11.253,15.188,19.995,196.291,89.999,505.745,4021.838,5007.945,4.982,92.45,29.993,45.621,365,468.93,108.288,70.179,51.018,1.046,1.62e+16,9.05e+16,1.38e+17,2.99e+17,6e+17,31366.628,103.293,875.0,152,0,12322,163.583
1538,dry,1262.113199,34.88,0.203,98,710.084,1.22609,15.286,15.051,19.999,203.764,90.0,494.887,3976.455,4948.126,5.147,91.607,30.002,55.477,405,469.586,109.019,70.994,51.192,1.047,1.83e+16,2.77e+16,1.38e+17,3e+17,6e+17,31408.661,103.015,902.0,156,0,12333,166.97099999999998
1539,wet,1291.504687,44.59,0.214,21,717.232,0.88237,14.016,15.092,20.001,203.721,90.001,503.721,4074.426,5093.032,5.096,93.926,29.993,26.291,365,462.014,106.754,71.723,50.784,1.02,1.46e+16,9.24e+16,1.38e+17,2.98e+17,6e+17,32341.75,101.961,913.0,153,0,21111,173.158
1540,wet,1282.795495,44.6,0.213,20,707.918,0.81829,11.233,14.992,19.999,204.103,90.0,504.103,4082.065,5102.581,5.105,93.677,30.007,32.655,365,472.663,106.438,70.792,50.76,1.019,2.06e+16,1.67e+17,1.38e+17,2.98e+17,6e+17,32566.297,101.899,912.0,153,0,21122,173.2295
1541,wet,1280.64178,44.64,0.21,17,711.148,1.12362,13.782,14.925,20.001,203.695,90.001,503.695,4073.903,5092.378,5.089,93.579,30.006,28.188,365,467.154,106.453,71.115,50.672,1.017,1.51e+16,6.7e+16,1.38e+17,3e+17,6e+17,32645.662,101.679,913.0,153,0,21133,171.98700000000002
1542,wet,1274.677412,44.58,0.212,19,704.451,1.62494,14.585,14.899,19.999,203.64,90.0,503.64,4072.805,5091.006,5.074,92.941,29.991,23.753,365,474.423,104.887,70.445,50.163,1.004,1.31e+16,1.31e+17,1.38e+17,3e+17,6e+17,32461.883,100.406,899.0,151,0,21111,170.18775
1543,wet,1268.596256,44.61,0.207,14,695.764,1.18246,20.669,14.947,19.998,202.077,90.001,502.077,4041.539,5051.924,5.083,93.622,29.994,34.687,365,477.185,106.489,69.576,50.315,1.008,1.92e+16,1.66e+17,1.38e+17,3e+17,6e+17,32642.909,100.788,912.0,151,0,21122,170.841
1544,wet,1281.381738,44.56,0.212,19,712.119,1.22609,20.797,15.063,20.001,203.443,90.0,503.443,4068.863,5086.079,5.085,93.536,29.999,44.577,365,490.555,106.568,71.212,50.668,1.017,7730000000000000.0,2.08e+16,1.38e+17,3.01e+17,6e+17,32152.262,101.669,913.0,153,0,21133,171.45475000000002
1545,wet,1282.21878,44.6,0.212,19,705.747,1.81419,17.331,14.961,19.999,203.505,90.0,503.505,4070.109,5087.637,5.091,93.521,30.005,31.605,365,476.248,106.04,70.575,50.617,1.015,7460000000000000.0,7.43e+16,2.06e+17,3e+17,6e+17,32326.426,101.541,908.0,152,0,21111,172.68675
1546,wet,1276.967335,44.63,0.21,17,710.77,1.89693,17.367,14.999,20.005,203.228,90.0,503.228,4064.561,5080.701,5.08,93.318,29.998,33.561,365,480.39,105.961,71.077,50.473,1.012,3490000000000000.0,9.24e+16,1.38e+17,3.01e+17,6e+17,32037.587,101.183,908.0,152,0,21122,173.3425
1547,wet,1291.794524,44.65,0.211,18,710.646,1.72027,16.09,15.054,20.003,202.851,90.0,502.851,4057.016,5071.27,5.056,93.116,29.998,25.694,365,472.037,105.48,71.065,50.229,1.006,1.51e+16,2.07e+16,1.38e+17,3.02e+17,6e+17,32030.86,100.574,903.0,151,0,21133,174.1615
