Unnamed: 0,No_Die,Etching_Chamber,Process 3,Thin F4,Thin F3,Thin F2,Thin F1,Temp_Etching,Source_Power,Selectivity,Lot_Num,Wafer_Num,Datetime
815,NOLSM8746,2,Etching,110,1520,3635,5716,70.291,51.374,1.025,4,6,20-02-2019
816,NOLSM8847,3,Etching,308,1510,3675,5717,71.39,51.573,1.039,4,7,20-02-2019
817,NOLSM8948,2,Etching,392,1456,3682,5714,69.909,50.945,1.038,4,8,20-02-2019
818,NOLSM9049,1,Etching,488,1416,3662,5713,70.856,51.698,1.037,4,9,20-02-2019
819,NOLSM91410,1,Etching,515,1494,3690,5694,71.276,51.168,1.05,4,10,20-02-2019
820,NOLSM92411,2,Etching,261,1300,3646,5723,70.278,50.748,1.051,4,11,20-02-2019
821,NOLSM93412,3,Etching,308,1615,3665,5719,71.591,50.612,1.044,4,12,20-02-2019
822,NOLSM94413,3,Etching,181,1296,3635,5712,70.223,50.932,1.058,4,13,20-02-2019
823,NOLSM95414,2,Etching,388,1488,3675,5727,71.498,51.579,1.021,4,14,20-02-2019
824,NOLSM96415,1,Etching,242,1469,3684,5716,71.558,50.9,1.038,4,15,20-02-2019
825,NOLSM97416,1,Etching,382,1495,3663,5727,72.509,50.65,1.027,4,16,20-02-2019
826,NOLSM98417,3,Etching,285,1507,3630,5718,72.434,50.433,1.047,4,17,20-02-2019
827,NOLSM99418,3,Etching,334,1295,3686,5688,72.783,51.061,1.045,4,18,20-02-2019
828,NOLSM100419,2,Etching,357,1411,3668,5720,72.288,50.875,1.036,4,19,20-02-2019
829,NOLSM101420,1,Etching,405,1584,3660,5732,70.823,50.187,1.036,4,20,20-02-2019
830,NOLSM102421,1,Etching,373,1385,3632,5744,68.61,51.038,1.07,4,21,20-02-2019
831,NOLSM103422,2,Etching,389,1373,3648,5707,68.215,51.024,1.045,4,22,20-02-2019
832,NOLSM104423,3,Etching,301,1434,3681,5723,70.769,51.312,1.027,4,23,20-02-2019
833,NOLSM105424,2,Etching,361,1532,3673,5701,71.02,51.082,1.05,4,24,20-02-2019
834,NOLSM106425,1,Etching,254,1412,3655,5748,70.076,50.464,1.015,4,25,20-02-2019
835,NOLSM107426,1,Etching,331,1494,3666,5729,70.284,51.916,1.042,4,26,20-02-2019
836,NOLSM108427,2,Etching,413,1519,3657,5733,71.439,51.98,1.045,4,27,20-02-2019
837,NOLSM622241,3,Etching,367,1475,3652,5695,70.91,52.172,1.054,24,1,20-02-2019
838,NOLSM623242,3,Etching,228,1379,3637,5711,70.901,51.699,1.042,24,2,20-02-2019
839,NOLSM624243,2,Etching,188,1386,3635,5692,70.754,51.774,1.044,24,3,20-02-2019
840,NOLSM625244,1,Etching,185,1361,3635,5728,70.831,51.724,1.043,24,4,20-02-2019
841,NOLSM626245,1,Etching,136,1406,3637,5729,70.785,51.737,1.043,24,5,20-02-2019
842,NOLSM627246,3,Etching,114,1430,3634,5686,70.855,51.741,1.044,24,6,20-02-2019
843,NOLSM628247,3,Etching,168,1304,3636,5709,70.82,51.738,1.043,24,7,20-02-2019
844,NOLSM629248,1,Etching,189,1371,3640,5721,71.345,52.448,1.061,24,8,20-02-2019
845,NOLSM630249,1,Etching,153,1411,3642,5726,71.189,52.372,1.059,24,9,20-02-2019
846,NOLSM6312410,2,Etching,294,1462,3646,5689,71.159,52.223,1.056,24,10,20-02-2019
847,NOLSM6322411,3,Etching,385,1471,3652,5705,71.141,52.251,1.056,24,11,20-02-2019
848,NOLSM6332412,3,Etching,203,1421,3640,5705,71.154,52.104,1.053,24,12,20-02-2019
849,NOLSM6342413,1,Etching,133,1407,3637,5681,70.959,52.047,1.051,24,13,20-02-2019
850,NOLSM6352414,1,Etching,142,1493,3638,5707,71.017,51.995,1.05,24,14,20-02-2019
851,NOLSM6362415,2,Etching,342,1464,3647,5691,71.014,51.77,1.044,24,15,20-02-2019
852,NOLSM6372416,3,Etching,228,1340,3638,5707,70.929,51.7,1.042,24,16,20-02-2019
853,NOLSM6382417,2,Etching,268,1392,3642,5687,71.007,51.681,1.042,24,17,20-02-2019
854,NOLSM6392418,1,Etching,225,1383,3643,5691,71.038,51.663,1.042,24,18,20-02-2019
855,NOLSM6402419,1,Etching,137,1472,3636,5704,70.885,51.633,1.041,24,19,20-02-2019
856,NOLSM6412420,3,Etching,214,1450,3641,5684,70.954,51.613,1.04,24,20,20-02-2019
857,NOLSM6422421,3,Etching,223,1588,3640,5712,70.988,51.604,1.04,24,21,20-02-2019
858,NOLSM6432422,2,Etching,222,1284,3638,5730,71.055,51.645,1.041,24,22,20-02-2019
859,NOLSM6442423,1,Etching,164,1339,3639,5732,71.194,51.987,1.05,24,23,20-02-2019
860,NOLSM6452424,1,Etching,243,1433,3644,5693,71.187,51.785,1.045,24,24,20-02-2019
861,NOLSM6462425,2,Etching,157,1337,3638,5728,71.077,51.72,1.043,24,25,20-02-2019
862,NOLSM6472426,3,Etching,136,1367,3645,5704,72.172,51.255,1.031,24,26,20-02-2019
863,NOLSM6482427,3,Etching,135,1421,3646,5700,72.227,51.229,1.031,24,27,20-02-2019
864,NOLSM10951109,1,Etching,431,1761,3654,5713,71.672,50.522,1.038,5,28,21-02-2019
865,NOLSM11052110,2,Etching,542,1508,3672,5703,70.494,50.114,1.028,5,29,21-02-2019
866,NOLSM11153111,3,Etching,139,1558,3663,5722,68.85,51.053,1.064,5,30,21-02-2019
867,NOLSM11254112,1,Etching,478,1358,3670,5704,69.606,51.317,1.048,5,31,21-02-2019
868,NOLSM11355113,2,Etching,489,1552,3662,5702,70.172,51.528,1.034,5,32,21-02-2019
869,NOLSM11456114,3,Etching,551,1507,3699,5684,70.712,51.122,1.044,5,33,21-02-2019
870,NOLSM11557115,1,Etching,315,1560,3688,5742,70.795,51.131,1.035,5,34,21-02-2019
871,NOLSM11658116,2,Etching,121,1605,3671,5717,69.468,51.951,1.019,5,35,21-02-2019
872,NOLSM11759117,3,Etching,289,1662,3672,5712,71.293,51.856,1.007,5,36,21-02-2019
873,NOLSM118510118,1,Etching,421,1464,3691,5699,69.722,50.874,1.042,5,37,21-02-2019
874,NOLSM119511119,2,Etching,580,1593,3683,5715,69.98,50.826,1.028,5,38,21-02-2019
875,NOLSM120512120,3,Etching,298,1320,3684,5704,71.553,51.98,1.005,5,39,21-02-2019
876,NOLSM121513121,1,Etching,220,1489,3602,5737,70.388,50.448,1.022,5,40,21-02-2019
877,NOLSM122514122,2,Etching,28,1376,3653,5717,69.352,50.88,1.059,5,41,21-02-2019
878,NOLSM123515123,3,Etching,278,1476,3647,5708,70.919,50.58,1.024,5,42,21-02-2019
879,NOLSM124516124,1,Etching,385,1485,3655,5734,71.883,50.859,1.038,5,43,21-02-2019
880,NOLSM125517125,2,Etching,169,1523,3664,5708,70.497,51.628,1.027,5,44,21-02-2019
881,NOLSM126518126,3,Etching,345,1433,3658,5713,70.278,51.436,1.035,5,45,21-02-2019
882,NOLSM127519127,1,Etching,181,1347,3659,5703,70.938,51.553,1.051,5,46,21-02-2019
883,NOLSM128520128,2,Etching,230,1508,3661,5706,70.906,51.745,1.01,5,47,21-02-2019
884,NOLSM129521129,3,Etching,220,1313,3662,5699,72.843,51.147,1.03,5,48,21-02-2019
885,NOLSM130522130,1,Etching,609,1525,3634,5751,71.108,50.614,1.029,5,49,21-02-2019
886,NOLSM131523131,2,Etching,307,1458,3657,5700,71.219,51.523,1.013,5,50,21-02-2019
887,NOLSM132524132,3,Etching,537,1461,3641,5692,71.092,50.679,1.03,5,51,21-02-2019
888,NOLSM133525133,1,Etching,248,1597,3636,5714,71.186,51.128,1.032,5,52,21-02-2019
889,NOLSM134526134,2,Etching,501,1521,3624,5712,71.554,50.902,1.022,5,53,21-02-2019
890,NOLSM135527135,3,Etching,302,1553,3661,5705,69.23,51.433,0.984,5,54,21-02-2019
891,NOLSM649251649,1,Etching,151,1436,3645,5729,71.938,51.178,1.029,25,28,21-02-2019
892,NOLSM650252650,2,Etching,207,1392,3650,5725,72.246,50.8,1.02,25,29,21-02-2019
893,NOLSM651253651,3,Etching,212,1517,3659,5699,71.956,50.833,1.021,25,30,21-02-2019
894,NOLSM652254652,1,Etching,218,1607,3678,5728,71.932,50.691,1.017,25,31,21-02-2019
895,NOLSM653255653,2,Etching,177,1652,3689,5714,72.013,50.536,1.013,25,32,21-02-2019
896,NOLSM654256654,3,Etching,221,1435,3659,5705,71.658,50.211,1.005,25,33,21-02-2019
897,NOLSM655257655,1,Etching,175,1643,3691,5702,72.319,51.308,1.033,25,34,21-02-2019
898,NOLSM656258656,2,Etching,642,1726,3693,5719,72.419,51.39,1.035,25,35,21-02-2019
899,NOLSM657259657,3,Etching,220,1642,3692,5721,72.529,51.483,1.037,25,36,21-02-2019
900,NOLSM6582510658,1,Etching,664,1591,3691,5700,72.289,51.091,1.027,25,37,21-02-2019
901,NOLSM6592511659,2,Etching,482,1611,3679,5709,72.338,51.358,1.034,25,38,21-02-2019
902,NOLSM6602512660,3,Etching,459,1534,3672,5741,72.27,51.723,1.043,25,39,21-02-2019
903,NOLSM6612513661,1,Etching,405,1624,3687,5744,72.39,51.761,1.044,25,40,21-02-2019
904,NOLSM6622514662,2,Etching,361,1466,3677,5707,72.461,51.859,1.046,25,41,21-02-2019
905,NOLSM6632515663,3,Etching,360,1734,3676,5742,72.387,51.904,1.048,25,42,21-02-2019
906,NOLSM6642516664,1,Etching,512,1547,3683,5726,72.259,51.64,1.041,25,43,21-02-2019
907,NOLSM6652517665,2,Etching,350,1509,3674,5750,72.147,51.659,1.041,25,44,21-02-2019
908,NOLSM6662518666,3,Etching,368,1514,3671,5707,71.99,51.402,1.035,25,45,21-02-2019
909,NOLSM6672519667,1,Etching,358,1512,3676,5735,71.96,51.656,1.041,25,46,21-02-2019
910,NOLSM6682520668,2,Etching,351,1366,3668,5750,71.949,51.897,1.047,25,47,21-02-2019
911,NOLSM6692521669,3,Etching,287,1476,3664,5710,71.995,51.695,1.042,25,48,21-02-2019
912,NOLSM6702522670,1,Etching,235,1505,3666,5744,71.763,51.814,1.045,25,49,21-02-2019
913,NOLSM6712523671,2,Etching,599,1647,3700,5707,71.802,51.832,1.046,25,50,21-02-2019
914,NOLSM6722524672,3,Etching,133,1709,3654,5727,71.77,51.836,1.046,25,51,21-02-2019
915,NOLSM6732525673,1,Etching,190,1468,3660,5712,71.856,52.061,1.052,25,52,21-02-2019
916,NOLSM6742526674,2,Etching,170,1466,3659,5743,71.906,52.033,1.051,25,53,21-02-2019
917,NOLSM6752527675,3,Etching,239,1390,3666,5733,71.859,52.073,1.052,25,54,21-02-2019
918,NOLSM10951,3,Etching,431,1761,3654,5713,71.672,50.522,1.038,5,1,21-02-2019
919,NOLSM11052,2,Etching,542,1508,3672,5703,70.494,50.114,1.028,5,2,21-02-2019
920,NOLSM11153,1,Etching,139,1558,3663,5722,68.85,51.053,1.064,5,3,21-02-2019
921,NOLSM11254,1,Etching,478,1358,3670,5704,69.606,51.317,1.048,5,4,21-02-2019
922,NOLSM11355,2,Etching,489,1552,3662,5702,70.172,51.528,1.034,5,5,21-02-2019
923,NOLSM11456,3,Etching,551,1507,3699,5684,70.712,51.122,1.044,5,6,21-02-2019
924,NOLSM11557,3,Etching,315,1560,3688,5742,70.795,51.131,1.035,5,7,21-02-2019
925,NOLSM11658,2,Etching,121,1605,3671,5717,69.468,51.951,1.019,5,8,21-02-2019
926,NOLSM11759,1,Etching,289,1662,3672,5712,71.293,51.856,1.007,5,9,21-02-2019
927,NOLSM118510,1,Etching,421,1464,3691,5699,69.722,50.874,1.042,5,10,21-02-2019
928,NOLSM119511,2,Etching,580,1593,3683,5715,69.98,50.826,1.028,5,11,21-02-2019
929,NOLSM120512,3,Etching,298,1320,3684,5704,71.553,51.98,1.005,5,12,21-02-2019
930,NOLSM121513,3,Etching,220,1489,3602,5737,70.388,50.448,1.022,5,13,21-02-2019
931,NOLSM122514,2,Etching,28,1376,3653,5717,69.352,50.88,1.059,5,14,21-02-2019
932,NOLSM123515,1,Etching,278,1476,3647,5708,70.919,50.58,1.024,5,15,21-02-2019
933,NOLSM124516,1,Etching,385,1485,3655,5734,71.883,50.859,1.038,5,16,21-02-2019
934,NOLSM125517,2,Etching,169,1523,3664,5708,70.497,51.628,1.027,5,17,21-02-2019
935,NOLSM126518,3,Etching,345,1433,3658,5713,70.278,51.436,1.035,5,18,21-02-2019
936,NOLSM127519,3,Etching,181,1347,3659,5703,70.938,51.553,1.051,5,19,21-02-2019
937,NOLSM128520,2,Etching,230,1508,3661,5706,70.906,51.745,1.01,5,20,21-02-2019
938,NOLSM129521,1,Etching,220,1313,3662,5699,72.843,51.147,1.03,5,21,21-02-2019
939,NOLSM130522,1,Etching,609,1525,3634,5751,71.108,50.614,1.029,5,22,21-02-2019
940,NOLSM131523,2,Etching,307,1458,3657,5700,71.219,51.523,1.013,5,23,21-02-2019
941,NOLSM132524,3,Etching,537,1461,3641,5692,71.092,50.679,1.03,5,24,21-02-2019
942,NOLSM133525,3,Etching,248,1597,3636,5714,71.186,51.128,1.032,5,25,21-02-2019
943,NOLSM134526,2,Etching,501,1521,3624,5712,71.554,50.902,1.022,5,26,21-02-2019
944,NOLSM135527,1,Etching,302,1553,3661,5705,69.23,51.433,0.984,5,27,21-02-2019
945,NOLSM649251,2,Etching,224,1436,3645,5729,71.938,51.178,1.029,25,1,21-02-2019
946,NOLSM650252,1,Etching,187,1392,3650,5725,72.246,50.8,1.02,25,2,21-02-2019
947,NOLSM651253,1,Etching,370,1517,3659,5699,71.956,50.833,1.021,25,3,21-02-2019
948,NOLSM652254,2,Etching,236,1607,3678,5728,71.932,50.691,1.017,25,4,21-02-2019
949,NOLSM653255,3,Etching,598,1652,3689,5714,72.013,50.536,1.013,25,5,21-02-2019
950,NOLSM654256,3,Etching,343,1435,3659,5705,71.658,50.211,1.005,25,6,21-02-2019
951,NOLSM655257,2,Etching,674,1643,3691,5702,72.319,51.308,1.033,25,7,21-02-2019
952,NOLSM656258,1,Etching,642,1726,3693,5719,72.419,51.39,1.035,25,8,21-02-2019
953,NOLSM657259,1,Etching,220,1642,3692,5721,72.529,51.483,1.037,25,9,21-02-2019
954,NOLSM6582510,2,Etching,664,1591,3691,5700,72.289,51.091,1.027,25,10,21-02-2019
955,NOLSM6592511,3,Etching,482,1611,3679,5709,72.338,51.358,1.034,25,11,21-02-2019
956,NOLSM6602512,3,Etching,459,1534,3672,5741,72.27,51.723,1.043,25,12,21-02-2019
957,NOLSM6612513,2,Etching,405,1624,3687,5744,72.39,51.761,1.044,25,13,21-02-2019
958,NOLSM6622514,1,Etching,361,1466,3677,5707,72.461,51.859,1.046,25,14,21-02-2019
959,NOLSM6632515,1,Etching,360,1734,3676,5742,72.387,51.904,1.048,25,15,21-02-2019
960,NOLSM6642516,2,Etching,512,1547,3683,5726,72.259,51.64,1.041,25,16,21-02-2019
961,NOLSM6652517,3,Etching,350,1509,3674,5750,72.147,51.659,1.041,25,17,21-02-2019
962,NOLSM6662518,3,Etching,368,1514,3671,5707,71.99,51.402,1.035,25,18,21-02-2019
963,NOLSM6672519,2,Etching,358,1512,3676,5735,71.96,51.656,1.041,25,19,21-02-2019
964,NOLSM6682520,1,Etching,351,1366,3668,5750,71.949,51.897,1.047,25,20,21-02-2019
965,NOLSM6692521,1,Etching,287,1476,3664,5710,71.995,51.695,1.042,25,21,21-02-2019
966,NOLSM6702522,2,Etching,235,1505,3666,5744,71.763,51.814,1.045,25,22,21-02-2019
967,NOLSM6712523,3,Etching,599,1647,3700,5707,71.802,51.832,1.046,25,23,21-02-2019
968,NOLSM6722524,3,Etching,133,1326,3654,5727,71.77,51.836,1.046,25,24,21-02-2019
969,NOLSM6732525,1,Etching,190,1381,3660,5712,71.856,52.061,1.052,25,25,21-02-2019
970,NOLSM6742526,1,Etching,170,1410,3659,5743,71.906,52.033,1.051,25,26,21-02-2019
971,NOLSM6752527,3,Etching,239,1526,3666,5733,71.859,52.073,1.052,25,27,21-02-2019
972,NOLSM13661136,1,Etching,372,1450,3643,5717,72.26,51.496,1.047,6,28,22-02-2019
973,NOLSM13762137,2,Etching,366,1534,3654,5699,71.193,50.583,1.04,6,29,22-02-2019
974,NOLSM13863138,3,Etching,302,1603,3630,5714,71.658,51.022,1.01,6,30,22-02-2019
975,NOLSM13964139,1,Etching,570,1423,3685,5703,71.529,52.353,1.033,6,31,22-02-2019
976,NOLSM14065140,2,Etching,359,1522,3660,5715,70.417,51.564,1.032,6,32,22-02-2019
977,NOLSM14166141,3,Etching,434,1477,3663,5718,71.32,50.952,1.037,6,33,22-02-2019
978,NOLSM14267142,1,Etching,450,1448,3659,5735,72.141,50.637,1.021,6,34,22-02-2019
979,NOLSM14368143,2,Etching,363,1519,3643,5689,70.271,52.233,1.021,6,35,22-02-2019
980,NOLSM14469144,3,Etching,147,1470,3659,5714,70.401,51.138,1.011,6,36,22-02-2019
981,NOLSM145610145,1,Etching,353,1489,3666,5723,70.567,51.015,1.013,6,37,22-02-2019
982,NOLSM146611146,2,Etching,289,1537,3669,5707,72.355,50.9,1.031,6,38,22-02-2019
983,NOLSM147612147,3,Etching,204,1636,3673,5669,71.359,50.912,1.042,6,39,22-02-2019
984,NOLSM148613148,1,Etching,415,1635,3650,5698,70.016,51.963,1.041,6,40,22-02-2019
985,NOLSM149614149,2,Etching,343,1495,3635,5718,69.634,53.272,1.013,6,41,22-02-2019
986,NOLSM150615150,3,Etching,313,1402,3671,5692,71.823,50.718,1.034,6,42,22-02-2019
987,NOLSM151616151,1,Etching,157,1343,3642,5711,70.944,52.102,1.026,6,43,22-02-2019
988,NOLSM152617152,2,Etching,362,1487,3634,5737,70.467,50.724,1.024,6,44,22-02-2019
989,NOLSM153618153,3,Etching,386,1242,3672,5719,69.779,50.849,1.035,6,45,22-02-2019
990,NOLSM154619154,1,Etching,470,1520,3644,5718,68.809,51.179,1.037,6,46,22-02-2019
991,NOLSM155620155,2,Etching,418,1524,3635,5710,71.225,51.177,1.039,6,47,22-02-2019
992,NOLSM156621156,3,Etching,99,1570,3653,5715,72.395,51.828,1.014,6,48,22-02-2019
993,NOLSM157622157,1,Etching,280,1271,3641,5703,70.481,51.486,0.987,6,49,22-02-2019
994,NOLSM158623158,2,Etching,195,1436,3651,5704,71.438,51.429,1.01,6,50,22-02-2019
995,NOLSM159624159,3,Etching,49,1398,3633,5724,71.532,50.959,1.04,6,51,22-02-2019
996,NOLSM160625160,1,Etching,548,1406,3682,5720,71.573,51.516,1.016,6,52,22-02-2019
997,NOLSM161626161,2,Etching,330,1575,3657,5701,71.271,51.365,1.064,6,53,22-02-2019
998,NOLSM162627162,3,Etching,307,1591,3659,5687,71.035,51.542,1.046,6,54,22-02-2019
999,NOLSM676261676,1,Etching,306,1561,3668,5707,71.904,52.126,1.053,26,28,22-02-2019
1000,NOLSM677262677,2,Etching,283,1665,3663,5738,71.907,52.343,1.059,26,29,22-02-2019
1001,NOLSM678263678,3,Etching,272,1573,3668,5704,72.034,52.308,1.058,26,30,22-02-2019
1002,NOLSM679264679,1,Etching,175,1526,3667,5752,72.015,52.325,1.058,26,31,22-02-2019
1003,NOLSM680265680,2,Etching,202,1481,3663,5745,72.006,52.381,1.06,26,32,22-02-2019
1004,NOLSM681266681,3,Etching,313,1588,3665,5729,71.986,52.406,1.06,26,33,22-02-2019
1005,NOLSM682267682,1,Etching,224,1441,3664,5753,72.195,52.573,1.064,26,34,22-02-2019
1006,NOLSM683268683,2,Etching,333,1441,3664,5732,72.137,52.568,1.064,26,35,22-02-2019
1007,NOLSM684269684,3,Etching,269,1402,3669,5747,72.165,52.593,1.065,26,36,22-02-2019
1008,NOLSM6852610685,1,Etching,216,1485,3668,5744,72.166,52.621,1.066,26,37,22-02-2019
1009,NOLSM6862611686,2,Etching,236,1492,3672,5728,72.779,52.57,1.064,26,38,22-02-2019
1010,NOLSM6872612687,3,Etching,322,1445,3673,5752,72.569,52.282,1.057,26,39,22-02-2019
1011,NOLSM6882613688,1,Etching,437,1545,3672,5721,71.431,52.567,1.064,26,40,22-02-2019
1012,NOLSM6892614689,2,Etching,356,1520,3675,5710,72.52,52.483,1.062,26,41,22-02-2019
1013,NOLSM6902615690,3,Etching,321,1562,3678,5720,72.757,52.411,1.06,26,42,22-02-2019
1014,NOLSM6912616691,1,Etching,365,1501,3682,5714,72.961,52.464,1.062,26,43,22-02-2019
1015,NOLSM6922617692,2,Etching,339,1449,3668,5725,71.858,52.404,1.06,26,44,22-02-2019
1016,NOLSM6932618693,3,Etching,315,1518,3658,5714,71.11,52.382,1.06,26,45,22-02-2019
1017,NOLSM6942619694,1,Etching,308,1437,3645,5735,72.531,52.336,1.058,26,46,22-02-2019
1018,NOLSM6952620695,2,Etching,282,1543,3656,5716,72.593,52.705,1.068,26,47,22-02-2019
1019,NOLSM6962621696,3,Etching,288,1459,3646,5742,72.257,52.385,1.06,26,48,22-02-2019
1020,NOLSM6972622697,1,Etching,170,1457,3648,5705,71.639,52.326,1.058,26,49,22-02-2019
1021,NOLSM6982623698,2,Etching,163,1436,3655,5744,71.238,52.285,1.057,26,50,22-02-2019
1022,NOLSM6992624699,3,Etching,333,1431,3655,5747,72.144,52.201,1.055,26,51,22-02-2019
1023,NOLSM7002625700,1,Etching,299,1517,3643,5709,72.562,52.031,1.051,26,52,22-02-2019
1024,NOLSM7012626701,2,Etching,292,1397,3665,5704,71.582,52.006,1.05,26,53,22-02-2019
1025,NOLSM7022627702,3,Etching,249,1375,3663,5746,72.428,51.709,1.043,26,54,22-02-2019
1026,NOLSM13661,1,Etching,372,1450,3643,5717,72.26,51.496,1.047,6,1,22-02-2019
1027,NOLSM13762,2,Etching,366,1534,3654,5699,71.193,50.583,1.04,6,2,22-02-2019
1028,NOLSM13863,3,Etching,302,1603,3630,5714,71.658,51.022,1.01,6,3,22-02-2019
1029,NOLSM13964,3,Etching,570,1423,3685,5703,71.529,52.353,1.033,6,4,22-02-2019
1030,NOLSM14065,2,Etching,359,1522,3660,5715,70.417,51.564,1.032,6,5,22-02-2019
1031,NOLSM14166,1,Etching,434,1477,3663,5718,71.32,50.952,1.037,6,6,22-02-2019
1032,NOLSM14267,1,Etching,450,1448,3659,5735,72.141,50.637,1.021,6,7,22-02-2019
1033,NOLSM14368,2,Etching,363,1519,3643,5689,70.271,52.233,1.021,6,8,22-02-2019
1034,NOLSM14469,3,Etching,147,1470,3659,5714,70.401,51.138,1.011,6,9,22-02-2019
1035,NOLSM145610,3,Etching,353,1489,3666,5723,70.567,51.015,1.013,6,10,22-02-2019
1036,NOLSM146611,2,Etching,289,1537,3669,5707,72.355,50.9,1.031,6,11,22-02-2019
1037,NOLSM147612,1,Etching,204,1636,3673,5669,71.359,51.322,1.042,6,12,22-02-2019
1038,NOLSM148613,1,Etching,415,1635,3650,5698,70.016,50.579,1.041,6,13,22-02-2019
1039,NOLSM149614,2,Etching,343,1495,3635,5718,69.634,51.285,1.013,6,14,22-02-2019
1040,NOLSM150615,3,Etching,313,1402,3671,5692,71.823,50.58,1.034,6,15,22-02-2019
1041,NOLSM151616,3,Etching,157,1343,3642,5711,70.944,51.155,1.026,6,16,22-02-2019
1042,NOLSM152617,2,Etching,362,1487,3634,5737,70.467,51.33,1.024,6,17,22-02-2019
1043,NOLSM153618,1,Etching,386,1242,3672,5719,69.779,51.833,1.035,6,18,22-02-2019
1044,NOLSM154619,1,Etching,470,1520,3644,5718,68.809,50.716,1.037,6,19,22-02-2019
1045,NOLSM155620,2,Etching,418,1524,3635,5710,71.225,51.285,1.039,6,20,22-02-2019
1046,NOLSM156621,3,Etching,99,1570,3653,5715,72.395,50.909,1.014,6,21,22-02-2019
1047,NOLSM157622,2,Etching,280,1271,3641,5703,70.481,50.32,0.987,6,22,22-02-2019
1048,NOLSM158623,1,Etching,195,1436,3651,5704,71.438,50.623,1.01,6,23,22-02-2019
1049,NOLSM159624,1,Etching,49,1398,3633,5724,71.532,50.292,1.04,6,24,22-02-2019
1050,NOLSM160625,2,Etching,548,1406,3682,5720,71.573,50.69,1.016,6,25,22-02-2019
1051,NOLSM161626,3,Etching,330,1575,3657,5701,71.271,51.365,1.064,6,26,22-02-2019
1052,NOLSM162627,3,Etching,307,1591,3659,5687,71.035,51.542,1.046,6,27,22-02-2019
1053,NOLSM676261,3,Etching,306,1507,3668,5707,71.904,52.126,1.053,26,1,22-02-2019
1054,NOLSM677262,1,Etching,283,1397,3663,5738,71.907,52.343,1.059,26,2,22-02-2019
1055,NOLSM678263,1,Etching,272,1579,3668,5704,72.034,52.308,1.058,26,3,22-02-2019
1056,NOLSM679264,2,Etching,285,1427,3667,5752,72.015,52.325,1.058,26,4,22-02-2019
1057,NOLSM680265,3,Etching,201,1485,3663,5745,72.006,52.381,1.06,26,5,22-02-2019
1058,NOLSM681266,3,Etching,306,1404,3665,5729,71.986,52.406,1.06,26,6,22-02-2019
1059,NOLSM682267,2,Etching,233,1436,3664,5753,72.195,52.573,1.064,26,7,22-02-2019
1060,NOLSM683268,1,Etching,245,1420,3664,5732,72.137,52.568,1.064,26,8,22-02-2019
1061,NOLSM684269,1,Etching,341,1423,3669,5747,72.165,52.593,1.065,26,9,22-02-2019
1062,NOLSM6852610,2,Etching,251,1485,3668,5744,72.166,52.621,1.066,26,10,22-02-2019
1063,NOLSM6862611,3,Etching,301,1492,3672,5728,72.779,52.57,1.064,26,11,22-02-2019
1064,NOLSM6872612,3,Etching,322,1445,3673,5752,72.569,52.282,1.057,26,12,22-02-2019
1065,NOLSM6882613,2,Etching,437,1545,3672,5721,71.431,52.567,1.064,26,13,22-02-2019
1066,NOLSM6892614,1,Etching,356,1520,3675,5710,72.52,52.483,1.062,26,14,22-02-2019
1067,NOLSM6902615,1,Etching,321,1562,3678,5720,72.757,52.411,1.06,26,15,22-02-2019
1068,NOLSM6912616,2,Etching,365,1501,3682,5714,72.961,52.464,1.062,26,16,22-02-2019
1069,NOLSM6922617,3,Etching,339,1449,3668,5725,71.858,52.404,1.06,26,17,22-02-2019
1070,NOLSM6932618,3,Etching,315,1518,3657,5714,71.11,52.382,1.06,26,18,22-02-2019
1071,NOLSM6942619,2,Etching,308,1437,3674,5735,72.531,52.336,1.058,26,19,22-02-2019
1072,NOLSM6952620,1,Etching,282,1543,3668,5716,72.593,52.705,1.068,26,20,22-02-2019
1073,NOLSM6962621,1,Etching,288,1459,3671,5742,72.257,52.385,1.06,26,21,22-02-2019
1074,NOLSM6972622,2,Etching,170,1457,3658,5705,71.639,52.326,1.058,26,22,22-02-2019
1075,NOLSM6982623,3,Etching,163,1436,3656,5744,71.238,52.285,1.057,26,23,22-02-2019
1076,NOLSM6992624,3,Etching,333,1431,3665,5747,72.144,52.201,1.055,26,24,22-02-2019
1077,NOLSM7002625,2,Etching,299,1517,3674,5709,72.562,52.031,1.051,26,25,22-02-2019
1078,NOLSM7012626,1,Etching,292,1397,3665,5704,71.582,52.006,1.05,26,26,22-02-2019
1079,NOLSM7022627,1,Etching,249,1375,3663,5746,72.428,51.709,1.043,26,27,22-02-2019
1080,NOLSM16371163,1,Etching,362,1555,3658,5684,72.388,51.396,1.025,7,28,23-02-2019
1081,NOLSM16472164,2,Etching,180,1438,3638,5720,72.414,50.402,1.042,7,29,23-02-2019
1082,NOLSM16573165,3,Etching,397,1530,3655,5713,71.499,51.124,1.034,7,30,23-02-2019
1083,NOLSM16674166,1,Etching,228,1479,3666,5697,68.897,51.159,1.025,7,31,23-02-2019
1084,NOLSM16775167,2,Etching,256,1483,3657,5703,69.714,51.613,1.026,7,32,23-02-2019
1085,NOLSM16876168,3,Etching,372,1546,3649,5719,71.319,51.801,1.072,7,33,23-02-2019
1086,NOLSM16977169,1,Etching,374,1518,3624,5686,70.351,51.802,1.046,7,34,23-02-2019
