No_Die,lithography_Chamber,Process 2-1,Line_CD,UV_type,Wavelength,Resolution,Energy_Exposure,Lot_Num,Wafer_Num,Datetime
NOLSM6732525,3,photo_li,56.147,H,405,513.714,109.59,25,25,21-02-2019
NOLSM6742526,1,photo_li,45.919,H,405,509.917,109.675,25,26,21-02-2019
NOLSM6752527,3,photo_li,56.018,H,405,513.127,109.679,25,27,21-02-2019
NOLSM13661136,1,photo_li,51.045,I,365,536.793,107.575,6,28,22-02-2019
NOLSM13762137,1,photo_li,59.607,H,405,495.138,107.421,6,29,22-02-2019
NOLSM13863138,1,photo_li,37.382,I,365,492.349,106.902,6,30,22-02-2019
NOLSM13964139,1,photo_li,35.856,I,365,549.509,108.781,6,31,22-02-2019
NOLSM14065140,1,photo_li,40.635,G,436,507.58,104.691,6,32,22-02-2019
NOLSM14166141,1,photo_li,48.011,G,436,517.508,107.628,6,33,22-02-2019
NOLSM14267142,1,photo_li,57.117,G,436,521.413,108.063,6,34,22-02-2019
NOLSM14368143,1,photo_li,39.188,I,365,522.262,107.057,6,35,22-02-2019
NOLSM14469144,1,photo_li,45.88,G,436,483.277,108.275,6,36,22-02-2019
NOLSM145610145,2,photo_li,51.169,H,405,530.076,110.154,6,37,22-02-2019
NOLSM146611146,2,photo_li,46.793,G,436,528.894,104.87,6,38,22-02-2019
NOLSM147612147,2,photo_li,50.69,H,405,454.442,107.687,6,39,22-02-2019
NOLSM148613148,2,photo_li,6.197,H,405,490.508,109.468,6,40,22-02-2019
NOLSM149614149,2,photo_li,53.823,G,436,528.768,110.415,6,41,22-02-2019
NOLSM150615150,2,photo_li,45.692,I,365,509.816,108.946,6,42,22-02-2019
NOLSM151616151,2,photo_li,37.213,G,436,509.415,107.561,6,43,22-02-2019
NOLSM152617152,2,photo_li,47.187,H,405,516.877,109.055,6,44,22-02-2019
NOLSM153618153,2,photo_li,33.933,G,436,537.942,109.296,6,45,22-02-2019
NOLSM154619154,3,photo_li,31.45,G,436,528.79,107.562,6,46,22-02-2019
NOLSM155620155,3,photo_li,33.772,G,436,524.495,109.621,6,47,22-02-2019
NOLSM156621156,3,photo_li,33.146,H,405,554.141,106.551,6,48,22-02-2019
NOLSM157622157,3,photo_li,47.645,H,405,505.045,107.389,6,49,22-02-2019
NOLSM158623158,3,photo_li,56.532,G,436,511.826,108.456,6,50,22-02-2019
NOLSM159624159,3,photo_li,68.056,G,436,500.912,107.193,6,51,22-02-2019
NOLSM160625160,3,photo_li,43.378,H,405,542.537,108.586,6,52,22-02-2019
NOLSM161626161,3,photo_li,26.238,H,405,526.796,109.346,6,53,22-02-2019
NOLSM162627162,3,photo_li,55.854,H,405,517.972,107.295,6,54,22-02-2019
NOLSM676261676,1,photo_li,46.51,H,405,513.166,109.705,26,28,22-02-2019
NOLSM677262677,1,photo_li,55.266,H,405,508.251,110.249,26,29,22-02-2019
NOLSM678263678,1,photo_li,51.201,H,405,518.033,110.26,26,30,22-02-2019
NOLSM679264679,1,photo_li,48.472,H,405,508.752,110.231,26,31,22-02-2019
NOLSM680265680,1,photo_li,57.166,H,405,511.851,110.369,26,32,22-02-2019
NOLSM681266681,1,photo_li,54.164,H,405,513.493,110.857,26,33,22-02-2019
NOLSM682267682,1,photo_li,56.267,H,405,512.855,110.866,26,34,22-02-2019
NOLSM683268683,1,photo_li,58.781,H,405,512.409,110.764,26,35,22-02-2019
NOLSM684269684,1,photo_li,52.511,H,405,508.852,110.863,26,36,22-02-2019
NOLSM6852610685,2,photo_li,52.717,H,405,506.429,110.82,26,37,22-02-2019
NOLSM6862611686,2,photo_li,57.235,H,405,508.916,110.701,26,38,22-02-2019
NOLSM6872612687,2,photo_li,54.258,H,405,514.94,110.788,26,39,22-02-2019
NOLSM6882613688,2,photo_li,56.404,H,405,515.305,110.746,26,40,22-02-2019
NOLSM6892614689,2,photo_li,57.353,H,405,509.664,110.657,26,41,22-02-2019
NOLSM6902615690,2,photo_li,50.005,H,405,508.186,110.568,26,42,22-02-2019
NOLSM6912616691,2,photo_li,50.959,H,405,509.796,110.469,26,43,22-02-2019
NOLSM6922617692,2,photo_li,59.032,H,405,516.204,110.436,26,44,22-02-2019
NOLSM6932618693,2,photo_li,50.527,H,405,514.286,110.36,26,45,22-02-2019
NOLSM6942619694,3,photo_li,60.929,H,405,513.875,111.466,26,46,22-02-2019
NOLSM6952620695,3,photo_li,52.751,H,405,499.603,110.59,26,47,22-02-2019
NOLSM6962621696,3,photo_li,48.958,H,405,507.852,110.453,26,48,22-02-2019
NOLSM6972622697,3,photo_li,46.75,H,405,503.27,110.296,26,49,22-02-2019
NOLSM6982623698,3,photo_li,52.937,H,405,503.04,110.208,26,50,22-02-2019
NOLSM6992624699,3,photo_li,47.183,H,405,512.581,109.978,26,51,22-02-2019
NOLSM7002625700,3,photo_li,46.103,H,405,505.509,109.978,26,52,22-02-2019
NOLSM7012626701,3,photo_li,53.813,H,405,505.441,109.221,26,53,22-02-2019
NOLSM7022627702,3,photo_li,46.438,H,405,507.155,109.398,26,54,22-02-2019
NOLSM13661,1,photo_li,51.045,I,365,536.793,107.575,6,1,22-02-2019
NOLSM13762,2,photo_li,59.607,H,405,495.138,107.421,6,2,22-02-2019
NOLSM13863,3,photo_li,37.382,I,365,492.349,106.902,6,3,22-02-2019
NOLSM13964,1,photo_li,35.856,I,365,549.509,108.781,6,4,22-02-2019
NOLSM14065,2,photo_li,40.635,G,436,507.58,104.691,6,5,22-02-2019
NOLSM14166,3,photo_li,48.011,G,436,517.508,107.628,6,6,22-02-2019
NOLSM14267,1,photo_li,57.117,G,436,521.413,108.063,6,7,22-02-2019
NOLSM14368,2,photo_li,39.188,I,365,522.262,107.057,6,8,22-02-2019
NOLSM14469,3,photo_li,45.88,G,436,483.277,108.275,6,9,22-02-2019
NOLSM145610,1,photo_li,51.169,H,405,530.076,110.154,6,10,22-02-2019
NOLSM146611,2,photo_li,46.793,G,436,528.894,104.87,6,11,22-02-2019
NOLSM147612,3,photo_li,50.69,H,405,454.442,107.687,6,12,22-02-2019
NOLSM148613,1,photo_li,6.197,H,405,490.508,109.468,6,13,22-02-2019
NOLSM149614,2,photo_li,53.823,G,436,528.768,110.415,6,14,22-02-2019
NOLSM150615,3,photo_li,45.692,I,365,509.816,108.946,6,15,22-02-2019
NOLSM151616,1,photo_li,37.213,G,436,509.415,107.561,6,16,22-02-2019
NOLSM152617,2,photo_li,47.187,H,405,516.877,109.055,6,17,22-02-2019
NOLSM153618,3,photo_li,33.933,G,436,537.942,109.296,6,18,22-02-2019
NOLSM154619,1,photo_li,31.45,G,436,528.79,107.562,6,19,22-02-2019
NOLSM155620,2,photo_li,33.772,G,436,524.495,109.621,6,20,22-02-2019
NOLSM156621,3,photo_li,33.146,H,405,554.141,106.551,6,21,22-02-2019
NOLSM157622,2,photo_li,47.645,H,405,505.045,107.389,6,22,22-02-2019
NOLSM158623,3,photo_li,56.532,G,436,511.826,108.456,6,23,22-02-2019
NOLSM159624,1,photo_li,68.056,G,436,500.912,107.193,6,24,22-02-2019
NOLSM160625,2,photo_li,43.378,H,405,542.537,108.586,6,25,22-02-2019
NOLSM161626,3,photo_li,26.238,H,405,526.796,109.346,6,26,22-02-2019
NOLSM162627,1,photo_li,55.854,H,405,517.972,107.295,6,27,22-02-2019
NOLSM676261,1,photo_li,46.51,H,405,513.166,109.705,26,1,22-02-2019
NOLSM677262,3,photo_li,55.266,H,405,508.251,110.249,26,2,22-02-2019
NOLSM678263,1,photo_li,51.201,H,405,518.033,110.26,26,3,22-02-2019
NOLSM679264,2,photo_li,48.472,H,405,508.752,110.231,26,4,22-02-2019
NOLSM680265,3,photo_li,57.166,H,405,511.851,110.369,26,5,22-02-2019
NOLSM681266,1,photo_li,54.164,H,405,513.493,110.857,26,6,22-02-2019
NOLSM682267,2,photo_li,56.267,H,405,512.855,110.866,26,7,22-02-2019
NOLSM683268,3,photo_li,58.781,H,405,512.409,110.764,26,8,22-02-2019
NOLSM684269,1,photo_li,52.511,H,405,508.852,110.863,26,9,22-02-2019
NOLSM6852610,2,photo_li,52.717,H,405,506.429,110.82,26,10,22-02-2019
NOLSM6862611,3,photo_li,57.235,H,405,508.916,110.701,26,11,22-02-2019
NOLSM6872612,1,photo_li,54.258,H,405,514.94,110.788,26,12,22-02-2019
NOLSM6882613,2,photo_li,56.404,H,405,515.305,110.746,26,13,22-02-2019
NOLSM6892614,3,photo_li,57.353,H,405,509.664,110.657,26,14,22-02-2019
NOLSM6902615,1,photo_li,50.005,H,405,508.186,110.568,26,15,22-02-2019
NOLSM6912616,2,photo_li,50.959,H,405,509.796,110.469,26,16,22-02-2019
NOLSM6922617,3,photo_li,59.032,H,405,516.204,110.436,26,17,22-02-2019
NOLSM6932618,1,photo_li,50.527,H,405,514.286,110.36,26,18,22-02-2019
NOLSM6942619,2,photo_li,60.929,H,405,513.875,111.466,26,19,22-02-2019
NOLSM6952620,3,photo_li,52.751,H,405,499.603,110.59,26,20,22-02-2019
NOLSM6962621,1,photo_li,48.958,H,405,507.852,110.453,26,21,22-02-2019
NOLSM6972622,2,photo_li,46.75,H,405,503.27,110.296,26,22,22-02-2019
NOLSM6982623,3,photo_li,52.937,H,405,503.04,110.208,26,23,22-02-2019
NOLSM6992624,1,photo_li,47.183,H,405,512.581,109.978,26,24,22-02-2019
NOLSM7002625,2,photo_li,46.103,H,405,505.509,109.978,26,25,22-02-2019
NOLSM7012626,3,photo_li,53.813,H,405,505.441,109.221,26,26,22-02-2019
NOLSM7022627,1,photo_li,46.438,H,405,507.155,109.398,26,27,22-02-2019
NOLSM16371163,1,photo_li,36.797,H,405,517.864,105.323,7,28,23-02-2019
NOLSM16472164,1,photo_li,51.17,I,365,483.867,106.947,7,29,23-02-2019
NOLSM16573165,1,photo_li,41.177,G,436,516.912,106.861,7,30,23-02-2019
NOLSM16674166,1,photo_li,35.781,H,405,489.751,105.888,7,31,23-02-2019
NOLSM16775167,1,photo_li,41.965,H,405,523.853,105.717,7,32,23-02-2019
NOLSM16876168,1,photo_li,35.574,H,405,490.915,109.575,7,33,23-02-2019
NOLSM16977169,1,photo_li,32.462,I,365,547.14,109.492,7,34,23-02-2019
NOLSM17078170,1,photo_li,56.549,H,405,541.991,107.625,7,35,23-02-2019
NOLSM17179171,1,photo_li,42.664,I,365,483.197,111.116,7,36,23-02-2019
NOLSM172710172,2,photo_li,46.774,H,405,529.58,107.433,7,37,23-02-2019
NOLSM173711173,2,photo_li,33.609,H,405,500.199,107.786,7,38,23-02-2019
NOLSM174712174,2,photo_li,39.549,I,365,504.607,108.511,7,39,23-02-2019
NOLSM175713175,2,photo_li,36.083,I,365,481.768,106.239,7,40,23-02-2019
NOLSM176714176,2,photo_li,44.608,H,405,533.321,107.513,7,41,23-02-2019
NOLSM177715177,2,photo_li,42.265,G,436,513.857,106.96,7,42,23-02-2019
NOLSM178716178,2,photo_li,58.485,H,405,490.119,107.934,7,43,23-02-2019
NOLSM179717179,2,photo_li,40.862,I,365,512.337,109.647,7,44,23-02-2019
NOLSM180718180,2,photo_li,12.635,G,436,507.826,103.407,7,45,23-02-2019
NOLSM181719181,3,photo_li,39.491,I,365,498.218,107.116,7,46,23-02-2019
NOLSM182720182,3,photo_li,40.003,H,405,486.925,108.228,7,47,23-02-2019
NOLSM183721183,3,photo_li,48.496,G,436,478.867,108.068,7,48,23-02-2019
NOLSM184722184,3,photo_li,60.983,I,365,524.896,108.843,7,49,23-02-2019
NOLSM185723185,3,photo_li,46.862,I,365,504.806,108.156,7,50,23-02-2019
NOLSM186724186,3,photo_li,41.583,I,365,548.78,107.644,7,51,23-02-2019
NOLSM187725187,3,photo_li,38.5,H,405,512.505,107.739,7,52,23-02-2019
NOLSM188726188,3,photo_li,34.302,I,365,539.554,106.868,7,53,23-02-2019
NOLSM189727189,3,photo_li,42.127,I,365,494.199,109.12,7,54,23-02-2019
NOLSM703271703,1,photo_li,48.235814035087635,H,405,512.4953824561399,108.47495789473689,27,28,23-02-2019
NOLSM704272704,1,photo_li,50.69,H,405,495.893,109.608,27,29,23-02-2019
NOLSM705273705,1,photo_li,45.881,H,405,501.478,110.278,27,30,23-02-2019
NOLSM706274706,1,photo_li,46.634,H,405,508.483,109.768,27,31,23-02-2019
NOLSM707275707,1,photo_li,58.646,H,405,507.993,108.156,27,32,23-02-2019
NOLSM708276708,1,photo_li,53.889,H,405,511.276,108.262,27,33,23-02-2019
NOLSM709277709,1,photo_li,58.581,H,405,506.76,107.953,27,34,23-02-2019
NOLSM710278710,1,photo_li,62.855,H,405,523.396,107.284,27,35,23-02-2019
NOLSM711279711,1,photo_li,60.637,H,405,516.498,107.306,27,36,23-02-2019
NOLSM7122710712,2,photo_li,64.86,H,405,521.642,107.241,27,37,23-02-2019
NOLSM7132711713,2,photo_li,62.975,H,405,521.579,107.288,27,38,23-02-2019
NOLSM7142712714,2,photo_li,60.745,H,405,521.477,107.325,27,39,23-02-2019
NOLSM7152713715,2,photo_li,54.352,H,405,509.597,108.454,27,40,23-02-2019
NOLSM7162714716,2,photo_li,58.799,H,405,520.005,108.315,27,41,23-02-2019
NOLSM7172715717,2,photo_li,58.058,H,405,520.787,107.713,27,42,23-02-2019
NOLSM7182716718,2,photo_li,60.924,H,405,521.375,107.676,27,43,23-02-2019
NOLSM7192717719,2,photo_li,62.882,H,405,507.903,106.946,27,44,23-02-2019
NOLSM7202718720,2,photo_li,55.138,H,405,509.286,108.361,27,45,23-02-2019
NOLSM7212719721,3,photo_li,57.793,H,405,516.043,107.711,27,46,23-02-2019
NOLSM7222720722,3,photo_li,60.378,H,405,520.129,107.796,27,47,23-02-2019
NOLSM7232721723,3,photo_li,53.136,H,405,508.784,108.361,27,48,23-02-2019
NOLSM7242722724,3,photo_li,60.551,H,405,520.598,107.767,27,49,23-02-2019
NOLSM7252723725,3,photo_li,60.87,H,405,470.396,107.709,27,50,23-02-2019
NOLSM7262724726,3,photo_li,56.873,H,405,473.291,107.784,27,51,23-02-2019
NOLSM7272725727,3,photo_li,60.919,H,405,479.286,107.722,27,52,23-02-2019
NOLSM7282726728,3,photo_li,60.877,H,405,472.217,107.689,27,53,23-02-2019
NOLSM7292727729,3,photo_li,54.172,H,405,473.417,108.231,27,54,23-02-2019
NOLSM16371,2,photo_li,36.797,H,405,517.864,105.323,7,1,23-02-2019
NOLSM16472,3,photo_li,51.17,I,365,483.867,106.947,7,2,23-02-2019
NOLSM16573,1,photo_li,41.177,G,436,516.912,106.861,7,3,23-02-2019
NOLSM16674,2,photo_li,35.781,H,405,489.751,105.888,7,4,23-02-2019
NOLSM16775,3,photo_li,41.965,H,405,523.853,105.717,7,5,23-02-2019
NOLSM16876,1,photo_li,35.574,H,405,490.915,109.575,7,6,23-02-2019
NOLSM16977,2,photo_li,32.462,I,365,547.14,109.492,7,7,23-02-2019
NOLSM17078,3,photo_li,56.549,H,405,541.991,107.625,7,8,23-02-2019
NOLSM17179,1,photo_li,42.664,I,365,483.197,111.116,7,9,23-02-2019
NOLSM172710,2,photo_li,46.774,H,405,529.58,107.433,7,10,23-02-2019
NOLSM173711,1,photo_li,33.609,H,405,500.199,107.786,7,11,23-02-2019
NOLSM174712,2,photo_li,39.549,I,365,504.607,108.511,7,12,23-02-2019
NOLSM175713,3,photo_li,36.083,I,365,481.768,106.239,7,13,23-02-2019
NOLSM176714,1,photo_li,44.608,H,405,533.321,107.513,7,14,23-02-2019
NOLSM177715,3,photo_li,42.265,G,436,513.857,106.96,7,15,23-02-2019
NOLSM178716,1,photo_li,58.485,H,405,490.119,107.934,7,16,23-02-2019
NOLSM179717,3,photo_li,40.862,I,365,512.337,109.647,7,17,23-02-2019
NOLSM180718,1,photo_li,12.635,G,436,507.826,103.407,7,18,23-02-2019
NOLSM181719,2,photo_li,39.491,I,365,498.218,107.116,7,19,23-02-2019
NOLSM182720,3,photo_li,40.003,H,405,486.925,108.228,7,20,23-02-2019
NOLSM183721,1,photo_li,48.496,G,436,478.867,108.068,7,21,23-02-2019
NOLSM184722,2,photo_li,60.983,I,365,524.896,108.843,7,22,23-02-2019
NOLSM185723,3,photo_li,46.862,I,365,504.806,108.156,7,23,23-02-2019
NOLSM186724,1,photo_li,41.583,I,365,548.78,107.644,7,24,23-02-2019
NOLSM187725,2,photo_li,38.5,H,405,512.505,107.739,7,25,23-02-2019
NOLSM188726,3,photo_li,34.302,I,365,539.554,106.868,7,26,23-02-2019
NOLSM189727,1,photo_li,42.127,I,365,494.199,109.12,7,27,23-02-2019
NOLSM703271,2,photo_li,48.235814035087635,H,405,512.4953824561399,108.47495789473689,27,1,23-02-2019
NOLSM704272,3,photo_li,50.69,H,405,495.893,109.608,27,2,23-02-2019
NOLSM705273,1,photo_li,45.881,H,405,501.478,110.278,27,3,23-02-2019
NOLSM706274,2,photo_li,46.634,H,405,508.483,109.768,27,4,23-02-2019
NOLSM707275,3,photo_li,58.646,H,405,507.993,108.156,27,5,23-02-2019
NOLSM708276,1,photo_li,53.889,H,405,511.276,108.262,27,6,23-02-2019
NOLSM709277,2,photo_li,58.581,H,405,506.76,107.953,27,7,23-02-2019
NOLSM710278,3,photo_li,62.855,H,405,523.396,107.284,27,8,23-02-2019
NOLSM711279,1,photo_li,60.637,H,405,516.498,107.306,27,9,23-02-2019
NOLSM7122710,2,photo_li,64.86,H,405,521.642,107.241,27,10,23-02-2019
NOLSM7132711,3,photo_li,62.975,H,405,521.579,107.288,27,11,23-02-2019
NOLSM7142712,1,photo_li,60.745,H,405,521.477,107.325,27,12,23-02-2019
NOLSM7152713,2,photo_li,54.352,H,405,509.597,108.454,27,13,23-02-2019
NOLSM7162714,3,photo_li,58.799,H,405,520.005,108.315,27,14,23-02-2019
NOLSM7172715,1,photo_li,58.058,H,405,520.787,107.713,27,15,23-02-2019
NOLSM7182716,3,photo_li,60.924,H,405,521.375,107.676,27,16,23-02-2019
NOLSM7192717,1,photo_li,62.882,H,405,507.903,106.946,27,17,23-02-2019
NOLSM7202718,2,photo_li,55.138,H,405,509.286,108.361,27,18,23-02-2019
NOLSM7212719,1,photo_li,57.793,H,405,516.043,107.711,27,19,23-02-2019
NOLSM7222720,3,photo_li,60.378,H,405,520.129,107.796,27,20,23-02-2019
NOLSM7232721,1,photo_li,53.136,H,405,508.784,108.361,27,21,23-02-2019
NOLSM7242722,2,photo_li,60.551,H,405,520.598,107.767,27,22,23-02-2019
NOLSM7252723,3,photo_li,60.87,H,405,516.572,107.709,27,23,23-02-2019
NOLSM7262724,1,photo_li,56.873,H,405,505.309,107.784,27,24,23-02-2019
NOLSM7272725,2,photo_li,60.919,H,405,519.998,107.722,27,25,23-02-2019
NOLSM7282726,3,photo_li,60.877,H,405,519.03,107.689,27,26,23-02-2019
NOLSM7292727,1,photo_li,54.172,H,405,513.006,108.231,27,27,23-02-2019
NOLSM19081190,1,photo_li,47.002,G,436,561.787,107.763,8,28,24-02-2019
NOLSM19182191,1,photo_li,33.488,I,365,517.433,109.42,8,29,24-02-2019
NOLSM19283192,1,photo_li,41.141,I,365,501.93,106.093,8,30,24-02-2019
NOLSM19384193,1,photo_li,17.674,H,405,496.14,107.139,8,31,24-02-2019
NOLSM19485194,1,photo_li,32.638,H,405,502.919,107.975,8,32,24-02-2019
NOLSM19586195,1,photo_li,38.117,H,405,515.126,108.196,8,33,24-02-2019
NOLSM19687196,1,photo_li,51.562,I,365,493.986,110.285,8,34,24-02-2019
NOLSM19788197,1,photo_li,62.295,I,365,516.22,108.112,8,35,24-02-2019
NOLSM19889198,1,photo_li,25.349,G,436,501.722,109.607,8,36,24-02-2019
NOLSM199810199,2,photo_li,41.313,H,405,523.504,104.712,8,37,24-02-2019
NOLSM200811200,2,photo_li,44.48,H,405,534.419,109.304,8,38,24-02-2019
NOLSM201812201,2,photo_li,54.595,G,436,540.067,106.494,8,39,24-02-2019
NOLSM202813202,2,photo_li,38.862,G,436,547.004,107.442,8,40,24-02-2019
NOLSM203814203,2,photo_li,50.672,I,365,517.648,107.582,8,41,24-02-2019
NOLSM204815204,2,photo_li,40.704,G,436,521.522,108.033,8,42,24-02-2019
NOLSM205816205,2,photo_li,54.497,H,405,524.248,107.738,8,43,24-02-2019
NOLSM206817206,2,photo_li,44.973,G,436,536.493,108.19,8,44,24-02-2019
NOLSM207818207,2,photo_li,46.204,I,365,518.728,105.775,8,45,24-02-2019
NOLSM208819208,3,photo_li,36.332,G,436,509.585,107.265,8,46,24-02-2019
NOLSM209820209,3,photo_li,35.481,G,436,509.365,106.466,8,47,24-02-2019
NOLSM210821210,3,photo_li,35.155,I,365,462.733,107.413,8,48,24-02-2019
NOLSM211822211,3,photo_li,52.371,H,405,508.484,110.106,8,49,24-02-2019
NOLSM212823212,3,photo_li,56.286,H,405,512.801,107.542,8,50,24-02-2019
NOLSM213824213,3,photo_li,46.062,G,436,526.065,108.374,8,51,24-02-2019
NOLSM214825214,3,photo_li,57.38,H,405,566.582,107.714,8,52,24-02-2019
NOLSM215826215,3,photo_li,55.931,H,405,517.039,109.633,8,53,24-02-2019
NOLSM216827216,3,photo_li,45.616,G,436,532.286,110.366,8,54,24-02-2019
NOLSM730281730,1,photo_li,52.115,H,405,482.215,108.787,28,28,24-02-2019
NOLSM731282731,1,photo_li,54.149,H,405,469.93,108.945,28,29,24-02-2019
NOLSM732283732,1,photo_li,55.039,H,405,480.764,108.057,28,30,24-02-2019
NOLSM733284733,1,photo_li,53.721,H,405,471.539,108.59,28,31,24-02-2019
NOLSM734285734,1,photo_li,57.992,H,405,469.44,108.69,28,32,24-02-2019
NOLSM735286735,1,photo_li,47.802,H,405,472.467,109.247,28,33,24-02-2019
NOLSM736287736,1,photo_li,48.059,H,405,470.478,109.347,28,34,24-02-2019
NOLSM737288737,1,photo_li,43.899,I,365,460.719,109.971,28,35,24-02-2019
NOLSM738289738,1,photo_li,54.947,I,365,472.83,109.048,28,36,24-02-2019
NOLSM7392810739,2,photo_li,45.406,I,365,474.027,108.769,28,37,24-02-2019
NOLSM7402811740,2,photo_li,41.928,I,365,472.243,108.643,28,38,24-02-2019
NOLSM7412812741,2,photo_li,48.646,I,365,472.83,108.626,28,39,24-02-2019
NOLSM7422813742,2,photo_li,46.855,I,365,477.914,108.5,28,40,24-02-2019
NOLSM7432814743,2,photo_li,38.535,I,365,470.446,108.45,28,41,24-02-2019
NOLSM7442815744,2,photo_li,46.565,I,365,468.93,108.282,28,42,24-02-2019
NOLSM7452816745,2,photo_li,39.769,I,365,469.586,108.361,28,43,24-02-2019
NOLSM7462817746,2,photo_li,38.212,I,365,476.399,107.954,28,44,24-02-2019
NOLSM7472818747,2,photo_li,43.699,I,365,476.997,107.961,28,45,24-02-2019
NOLSM7482819748,3,photo_li,35.76,I,365,464.567,107.98,28,46,24-02-2019
NOLSM7492820749,3,photo_li,40.919,I,365,479.261,107.893,28,47,24-02-2019
NOLSM7502821750,3,photo_li,45.597,I,365,478.54,107.908,28,48,24-02-2019
NOLSM7512822751,3,photo_li,24.261,I,365,464.043,106.186,28,49,24-02-2019
NOLSM7522823752,3,photo_li,36.631,I,365,478.127,106.857,28,50,24-02-2019
NOLSM7532824753,3,photo_li,30.602,I,365,466.585,106.898,28,51,24-02-2019
NOLSM7542825754,3,photo_li,40.624,I,365,471.588,108.046,28,52,24-02-2019
NOLSM7552826755,3,photo_li,37.584,I,365,465.359,108.265,28,53,24-02-2019
NOLSM7562827756,3,photo_li,24.633,I,365,465.004,106.136,28,54,24-02-2019
NOLSM19081,2,photo_li,47.002,G,436,561.787,107.763,8,1,24-02-2019
NOLSM19182,3,photo_li,33.488,I,365,517.433,109.42,8,2,24-02-2019
NOLSM19283,1,photo_li,41.141,I,365,501.93,106.093,8,3,24-02-2019
NOLSM19384,2,photo_li,17.674,H,405,496.14,107.139,8,4,24-02-2019
NOLSM19485,3,photo_li,32.638,H,405,502.919,107.975,8,5,24-02-2019
NOLSM19586,1,photo_li,38.117,H,405,515.126,108.196,8,6,24-02-2019
NOLSM19687,2,photo_li,51.562,I,365,493.986,110.285,8,7,24-02-2019
NOLSM19788,3,photo_li,62.295,I,365,516.22,108.112,8,8,24-02-2019
NOLSM19889,1,photo_li,25.349,G,436,501.722,109.607,8,9,24-02-2019
NOLSM199810,2,photo_li,41.313,H,405,523.504,104.712,8,10,24-02-2019
NOLSM200811,3,photo_li,44.48,H,405,534.419,109.304,8,11,24-02-2019
NOLSM201812,1,photo_li,54.595,G,436,540.067,106.494,8,12,24-02-2019
NOLSM202813,2,photo_li,38.862,G,436,547.004,107.442,8,13,24-02-2019
NOLSM203814,3,photo_li,50.672,I,365,517.648,107.582,8,14,24-02-2019
NOLSM204815,1,photo_li,40.704,G,436,521.522,108.033,8,15,24-02-2019
NOLSM205816,3,photo_li,54.497,H,405,524.248,107.738,8,16,24-02-2019
NOLSM206817,1,photo_li,44.973,G,436,536.493,108.19,8,17,24-02-2019
NOLSM207818,2,photo_li,46.204,I,365,518.728,105.775,8,18,24-02-2019
NOLSM208819,3,photo_li,36.332,G,436,509.585,107.265,8,19,24-02-2019
NOLSM209820,1,photo_li,35.481,G,436,509.365,106.466,8,20,24-02-2019
NOLSM210821,3,photo_li,35.155,I,365,462.733,107.413,8,21,24-02-2019
NOLSM211822,1,photo_li,52.371,H,405,508.484,110.106,8,22,24-02-2019
NOLSM212823,2,photo_li,56.286,H,405,512.801,107.542,8,23,24-02-2019
NOLSM213824,3,photo_li,46.062,G,436,526.065,108.374,8,24,24-02-2019
NOLSM214825,1,photo_li,57.38,H,405,566.582,107.714,8,25,24-02-2019
NOLSM215826,2,photo_li,55.931,H,405,517.039,109.633,8,26,24-02-2019
NOLSM216827,3,photo_li,45.616,G,436,532.286,110.366,8,27,24-02-2019
NOLSM730281,2,photo_li,52.115,H,405,518.52,108.787,28,1,24-02-2019
NOLSM731282,3,photo_li,54.149,H,405,501.252,108.945,28,2,24-02-2019
NOLSM732283,1,photo_li,55.039,H,405,505.911,108.057,28,3,24-02-2019
NOLSM733284,2,photo_li,53.721,H,405,521.053,108.59,28,4,24-02-2019
NOLSM734285,3,photo_li,57.992,H,405,518.858,108.69,28,5,24-02-2019
NOLSM735286,1,photo_li,47.802,H,405,514.913,109.247,28,6,24-02-2019
NOLSM736287,2,photo_li,48.059,H,405,510.959,109.347,28,7,24-02-2019
NOLSM737288,3,photo_li,43.899,I,365,464.994,109.971,28,8,24-02-2019
NOLSM738289,1,photo_li,54.947,I,365,478.745,109.048,28,9,24-02-2019
NOLSM7392810,2,photo_li,45.406,I,365,472.416,108.769,28,10,24-02-2019
NOLSM7402811,3,photo_li,41.928,I,365,474.589,108.643,28,11,24-02-2019
NOLSM7412812,1,photo_li,48.646,I,365,473.707,108.626,28,12,24-02-2019
NOLSM7422813,2,photo_li,46.855,I,365,478.684,108.5,28,13,24-02-2019
NOLSM7432814,3,photo_li,38.535,I,365,466.091,108.45,28,14,24-02-2019
NOLSM7442815,1,photo_li,46.565,I,365,475.186,108.282,28,15,24-02-2019
NOLSM7452816,2,photo_li,39.769,I,365,467.049,108.361,28,16,24-02-2019
NOLSM7462817,3,photo_li,38.212,I,365,470.372,107.954,28,17,24-02-2019
NOLSM7472818,1,photo_li,43.699,I,365,474.855,107.961,28,18,24-02-2019
NOLSM7482819,2,photo_li,35.76,I,365,464.567,107.98,28,19,24-02-2019
NOLSM7492820,3,photo_li,40.919,I,365,479.261,107.893,28,20,24-02-2019
NOLSM7502821,1,photo_li,45.597,I,365,478.54,107.908,28,21,24-02-2019
NOLSM7512822,2,photo_li,24.261,I,365,464.043,106.186,28,22,24-02-2019
NOLSM7522823,3,photo_li,36.631,I,365,478.127,106.857,28,23,24-02-2019
NOLSM7532824,1,photo_li,30.602,I,365,466.585,106.898,28,24,24-02-2019
