No_Die,Lot_Num,Wafer_Num,Datetime,Ox_Chamber,type,Temp_OXid,ppm,Pressure,Oxid_time,thickness,photo_soft_Chamber,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,lithography_Chamber,Line_CD,Wavelength,Resolution,Energy_Exposure,Etching_Chamber,Thin F4,Thin F3,Thin F2,Thin F1,Temp_Etching,Source_Power,Selectivity,Chamber_Num,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,Target
NOLSM242926,9,26,25-02-2019,3,dry,1123.213009,40,0.207,63,713.965,1,0.98357,10.856,15.148,20.005,198.47,90,504.225,4115.623,4991.551,4.984,92.415,29.995,1,76.265,405,495.546,109.119,1,301,1429,3672,5694,70.657,51.465,1.026,1,6.10E+15,1.23E+16,1.38E+17,3.00E+17,6.00E+17,31982.396,103.03,893,157,90
NOLSM243927,9,27,25-02-2019,3,dry,960.6783565,27.43,0.206,81,712.318,1,1.07754,17.756,14.982,20.002,200.542,90,504.244,4008.816,5075.696,4.919,90.401,30.001,2,35.639,436,522.312,105.299,2,496,1385,3691,5721,68.921,52.141,1.057,2,9.91E+15,1.06E+17,1.38E+17,3.00E+17,6.00E+17,31768.47,104.863,896,155,223
NOLSM757291,29,1,25-02-2019,1,wet,1275.5657,45.74,0.222,29,716.87,3,2.15187,16.77,14.91,20.003,194.66,89.999,494.66,3893.209,4866.511,4.853,88.739,29.996,3,35.7,365,474.987,106.911,1,309,1424,3665,5722,71.687,50.543,1.014,1,6.96E+15,9.24E+16,1.38E+17,2.99E+17,6.00E+17,32444.191,101.359,877,152,186
NOLSM758292,29,2,25-02-2019,2,wet,1276.060274,45.76,0.223,30,720.769,1,1.83294,19.922,14.959,20.004,195.246,90.001,495.246,3904.923,4881.154,4.878,88.723,30.005,1,39.348,365,479.437,106.964,1,316,1472,3663,5701,72.077,50.807,1.02,1,3.59E+15,3.37E+16,1.38E+17,3.00E+17,6.00E+17,32445.445,102.018,878,153,132
NOLSM759293,29,3,25-02-2019,2,wet,1283.867919,45.89,0.222,29,721.954,1,1.86791,10.292,14.934,20.002,195.334,90,495.334,3906.685,4883.357,4.88,88.503,30.004,2,30.315,365,464.943,107.066,2,308,1464,3666,5711,72.195,50.811,1.02,2,2.10E+16,4.97E+16,8.93E+16,3.00E+17,6.00E+17,32412.236,102.028,878,153,150
NOLSM760294,29,4,25-02-2019,2,wet,1273.783436,45.88,0.223,30,712.621,1,2.06109,14.536,14.96,19.995,194.724,90,494.724,3894.477,4868.097,4.877,89.199,29.999,3,35.121,365,472.991,106.953,3,317,1441,3663,5733,71.262,50.83,1.021,3,1.19E+16,9.24E+16,1.38E+17,3.01E+17,6.00E+17,31636.858,102.074,877,153,207
NOLSM761295,29,5,25-02-2019,2,wet,1272.564858,45.85,0.223,30,716.794,2,1.82451,16.467,14.95,20.002,195.716,89.999,495.716,3914.328,4892.91,4.895,88.693,30.001,1,33.399,365,476.077,106.394,3,523,1614,3682,5729,71.679,50.763,1.019,3,7.80E+15,1.31E+16,1.38E+17,3.00E+17,6.00E+17,30152.769,101.907,874,153,354
NOLSM762296,29,6,25-02-2019,2,wet,1268.333781,44.53,0.191,33,686.53,2,0.84653,19.69,15.132,19.997,199.721,90.001,499.721,3994.423,4993.029,5.002,91.85,29.996,2,23.047,365,466.954,105.637,2,105,1278,3609,5691,68.653,50.196,1.005,2,1.69E+16,6.28E+16,1.38E+17,2.99E+17,6.00E+17,32166.325,100.491,909,151,9
NOLSM763297,29,7,25-02-2019,2,wet,1274.752189,44.62,0.187,33,691.168,2,0.87235,15.329,14.966,20,200.465,90,500.465,4009.296,5011.62,5.015,92.402,29.992,3,29.141,365,470.815,105.863,1,111,1284,3613,5679,69.117,50.388,1.01,1,1.10E+16,7.88E+16,1.38E+17,2.99E+17,6.00E+17,32454.409,100.971,910,151,12
NOLSM764298,29,8,25-02-2019,2,wet,1268.120909,44.64,0.203,10,710.04,3,1.0319,17.909,14.965,20.002,201.64,90,501.64,4032.797,5040.997,5.042,92.249,29.999,1,32.198,365,480.696,105.669,1,147,1409,3632,5696,71.004,50.546,1.014,1,5.81E+15,4.09E+16,1.38E+17,3.00E+17,6.00E+17,32445.721,101.366,909,152,6
NOLSM765299,29,9,25-02-2019,2,wet,1269.521244,44.54,0.213,20,709.047,3,0.79534,19.019,15.109,19.998,200.446,90,500.446,4008.924,5011.155,5.008,92.362,30,2,20.124,365,469.636,104.745,2,159,1328,3632,5686,70.905,50.328,1.008,2,3.11E+15,1.58E+16,1.13E+16,3.00E+17,6.00E+17,32450.024,100.821,900,151,0
NOLSM7662910,29,10,25-02-2019,2,wet,1267.405918,44.53,0.219,26,723.555,3,0.71786,17.852,15.029,20.002,200.563,90,500.563,4011.267,5014.084,5.01,92.529,29.999,3,25.046,365,474.479,104.604,3,165,1380,3649,5739,72.356,49.965,0.999,3,5.57E+15,3.99E+16,2.38E+17,3.00E+17,6.00E+17,32158.005,99.912,900,150,21
NOLSM7672911,29,11,25-02-2019,3,wet,1279.535843,44.49,0.218,25,720.167,1,0.77995,20.157,14.941,19.997,200.842,90,500.842,4016.84,5021.05,4.991,91.759,29.99,1,18.951,365,466.898,104.45,3,106,1381,3644,5724,72.017,49.902,0.998,3,8.24E+15,9.24E+16,1.38E+17,3.01E+17,6.00E+17,32446.797,99.754,900,150,6
NOLSM7682912,29,12,25-02-2019,3,wet,1272.848472,44.51,0.217,24,708.6,1,0.94146,14.982,15.103,20,198.843,90.001,498.843,3976.864,4971.079,4.973,91.73,29.998,2,17.932,365,467.53,104.529,2,187,1296,3633,5726,70.86,49.901,0.998,2,1.13E+16,1.12E+17,1.38E+17,2.99E+17,6.00E+17,32657.34,99.752,900,150,6
NOLSM7692913,29,13,25-02-2019,3,wet,1275.111403,44.57,0.217,24,715.256,1,1.03258,15.296,15.002,19.999,198.857,90.001,498.857,3977.14,4971.425,5.012,92.299,30.008,3,23.805,365,468.908,104.882,1,128,1345,3639,5700,71.526,50.297,1.007,1,1.08E+16,3.92E+16,6.26E+16,2.99E+17,6.00E+17,32688.659,100.742,903,151,15
NOLSM7702914,29,14,25-02-2019,3,wet,1269.36468,44.56,0.218,25,711.702,2,0.96054,19.782,14.928,20,200.317,89.999,500.317,4006.336,5007.92,5.008,92.137,30.008,1,34.443,365,484.872,105.558,1,180,1376,3644,5688,71.17,50.047,1.001,1,1.53E+16,1.05E+17,1.81E+17,3.01E+17,6.00E+17,32664.685,100.117,904,150,102
NOLSM7712915,29,15,25-02-2019,3,wet,1275.851896,44.55,0.218,25,715.973,2,1.00724,12.41,14.864,19.998,199.996,90,499.996,3999.926,4999.907,4.989,91.938,29.999,2,28.852,365,469.146,106.354,2,211,1385,3643,5689,71.597,50.415,1.01,2,1.71E+16,9.24E+16,1.38E+17,3.00E+17,6.00E+17,32632.272,101.036,905,152,45
NOLSM7722916,29,16,25-02-2019,3,wet,1271.279622,44.48,0.218,25,717.236,3,1.02906,14.492,14.807,19.998,199.847,90,499.847,3996.948,4996.185,5.004,91.674,30.002,1,29.796,365,473.629,106.058,3,190,1482,3647,5711,71.724,50.827,1.021,3,1.28E+16,9.24E+16,1.23E+17,2.99E+17,6.00E+17,32636.484,102.066,908,153,78
NOLSM7732917,29,17,25-02-2019,3,wet,1269.031664,44.48,0.217,24,712.928,3,1.03694,10.507,15.02,20.004,199.03,90,499.03,3980.591,4975.738,4.956,91.155,30.004,2,19.976,365,463.711,105.467,2,214,1384,3644,5730,71.293,50.372,1.009,2,2.07E+16,1.53E+17,1.38E+17,3.00E+17,6.00E+17,32666.317,100.929,904,151,78
NOLSM7742918,29,18,25-02-2019,3,wet,1277.293219,44.58,0.216,23,714.822,3,1.24699,20.348,14.969,19.999,198.465,89.999,498.465,3969.291,4961.614,4.993,91.925,30.01,3,36.248,365,480.324,106.577,1,174,1473,3647,5737,71.482,50.828,1.021,1,2.00E+16,2.07E+16,1.38E+17,3.00E+17,6.00E+17,32646.298,102.07,908,153,102
NOLSM7752919,29,19,25-02-2019,1,wet,1269.0928,44.59,0.217,24,721.528,1,0.8338,12.502,15.095,19.996,199.907,90,499.907,3998.147,4997.684,5.016,92.172,30.004,1,35.278,365,470.662,107.212,1,178,1371,3648,5740,72.153,50.839,1.021,1,1.71E+16,1.82E+16,3.78E+16,3.00E+17,6.00E+17,32682.765,102.099,913,153,60
NOLSM7762920,29,20,25-02-2019,1,wet,1274.338129,44.53,0.218,25,715.249,1,0.90826,16.072,14.964,20,200.435,90,500.435,4008.695,5010.869,5.007,91.982,30.004,2,42.665,365,484.878,107.193,2,183,1272,3639,5714,71.525,50.977,1.024,2,9.56E+15,7.74E+16,1.38E+17,3.00E+17,6.00E+17,32673.341,102.443,913,154,27
NOLSM7772921,29,21,25-02-2019,1,wet,1277.125287,44.53,0.219,26,713.007,1,0.86833,19.337,15.098,19.998,200.203,90,500.203,4004.061,5005.076,4.987,91.713,30.014,3,38.165,365,483.527,106.763,3,141,1408,3641,5727,71.301,50.744,1.019,3,2.52E+15,1.37E+16,3.07E+15,3.00E+17,6.00E+17,32653.528,101.86,912,153,66
NOLSM7782922,29,22,25-02-2019,1,wet,1273.466561,44.62,0.218,25,714.238,2,0.84342,14.471,14.963,19.996,199.559,90,499.559,3991.175,4988.968,4.994,91.871,29.993,1,34.689,365,474.257,106.786,3,176,1361,3643,5721,71.424,50.838,1.021,3,1.28E+16,9.24E+16,1.38E+17,3.00E+17,6.00E+17,32677.209,102.094,913,153,78
NOLSM7792923,29,23,25-02-2019,1,wet,1277.074151,44.72,0.218,25,714.974,2,0.96137,18.626,14.966,20.001,199.151,90.002,499.151,3983.029,4978.786,4.98,91.816,30,3,35.697,365,478.308,106.622,1,223,1360,3645,5731,71.497,50.802,1.02,1,3.84E+15,3.82E+16,1.38E+17,2.98E+17,6.00E+17,32696.413,102.006,913,153,96
NOLSM7802924,29,24,25-02-2019,1,wet,1273.47807,44.78,0.218,25,715.226,3,1.08352,14.834,14.884,20.003,199.635,90,499.635,3992.705,4990.881,4.993,92.022,30.009,1,39.629,365,486.337,106.24,1,108,1521,3639,5698,71.523,50.668,1.017,1,1.20E+16,1.18E+17,1.05E+17,3.00E+17,6.00E+17,32700.965,101.671,912,153,33
NOLSM7812925,29,25,25-02-2019,1,wet,1273.731235,44.68,0.218,25,724.374,3,0.75284,19.907,14.945,20.001,199.822,90,499.822,3996.443,4995.554,4.997,92.214,30.003,3,32.166,365,474.619,106.161,3,339,1465,3657,5695,72.437,50.554,1.014,3,1.18E+16,1.09E+17,1.38E+17,3.00E+17,6.00E+17,32451.323,101.386,913,152,117
NOLSM7822926,29,26,25-02-2019,2,wet,1277.858397,44.64,0.218,25,719.23,1,0.82819,12.087,15.072,20.003,200.078,90,500.078,4001.557,5001.947,5.006,91.922,30.005,1,20.921,365,466.058,105.087,3,321,1471,3661,5696,71.923,50.489,1.012,3,1.77E+16,7.78E+16,1.38E+17,3.01E+17,6.00E+17,32534.357,101.223,904,152,186
NOLSM7832927,29,27,25-02-2019,2,wet,1272.150947,44.53,0.215,22,713.79,1,0.87301,10.637,15.027,20.001,199.249,89.999,499.249,3984.984,4981.23,4.992,91.865,29.987,2,31.927,365,481.671,105.572,2,328,1596,3657,5713,71.379,50.21,1.005,2,2.07E+16,1.45E+17,1.38E+17,3.02E+17,6.00E+17,32621.49,100.525,905,151,207
NOLSM244101244,10,28,26-02-2019,1,wet,1158.98372,39.57,0.213,23,706.099,1,1.41846,17.587,14.88,20.002,191.209,90,495.986,3991.128,4966.64,4.946,92.469,30.002,1,26.432,365,509.749,107.158,1,254,1497,3676,5745,70.732,50.267,1.033,1,1.18E+16,1.18E+17,1.38E+17,3.00E+17,6.00E+17,32163.791,100.24,908,158,97
NOLSM245102245,10,29,26-02-2019,1,dry,1274.630787,26.06,0.2,23,704.373,1,0.67979,16.445,14.932,19.994,202.848,90,500.442,4042.868,5036.683,5.05,91.01,30.011,1,54.979,405,522.991,105.169,2,431,1711,3629,5692,71.555,50.749,1.034,2,1.59E+16,1.22E+17,1.38E+17,3.00E+17,6.00E+17,31833.551,102.338,886,156,105
NOLSM246103246,10,30,26-02-2019,1,dry,1051.164988,34.48,0.205,23,705.94,1,0.73422,17.251,15.121,20.004,193.899,89.999,502.263,3955.637,5039.17,5.042,95.722,29.997,1,55.422,365,508.516,108.184,3,524,1371,3670,5715,72.093,51.332,1.026,3,1.41E+16,1.29E+17,1.38E+17,3.03E+17,6.00E+17,32188.226,106.191,896,153,164
NOLSM247104247,10,31,26-02-2019,1,wet,1177.948957,32.8,0.209,24,712.926,1,1.81419,12.457,14.946,19.995,197.934,90.001,503.423,4045.925,5063.454,5.088,90.859,30.003,1,29.244,436,547.841,108.25,1,218,1305,3654,5719,70.838,51.547,1.056,1,1.60E+16,7.80E+16,3.19E+16,2.99E+17,6.00E+17,32228.325,102.064,891,158,82
NOLSM248105248,10,32,26-02-2019,1,wet,1093.001482,31.86,0.198,25,727.318,1,1.89693,14.789,15.016,20.001,199.825,90.001,498.509,4013.918,5118.476,4.967,90.944,29.999,1,50.394,365,547.035,107.931,2,130,1512,3635,5727,70.163,51.008,1.032,2,1.31E+16,1.08E+17,1.38E+17,3.00E+17,6.00E+17,30846.811,101.812,887,154,24
NOLSM249106249,10,33,26-02-2019,1,dry,1157.284201,39.51,0.214,25,721.3,1,1.72027,16.267,15.11,20.004,200.232,90.001,495.402,4005.045,5010.085,5.073,94.505,30.002,1,51.27,436,520.716,110.015,3,308,1592,3680,5709,72.304,51.207,1.032,3,1.23E+16,1.52E+17,1.38E+17,3.01E+17,6.00E+17,32759.266,106.709,904,151,229
NOLSM250107250,10,34,26-02-2019,1,dry,1172.739927,32.88,0.206,25,709.964,1,0.96161,17.256,15.084,19.996,204.512,90.001,494.517,4023.761,5047.709,5.019,90.405,29.998,1,51.851,405,541.92,108.137,1,313,1575,3657,5695,69.559,52.078,1.022,1,1.24E+16,9.84E+16,1.38E+17,3.02E+17,6.00E+17,32057.894,101.318,908,157,100
NOLSM251108251,10,35,26-02-2019,1,dry,987.8483679,38.11,0.209,25,712.447,1,1.48912,12.766,15.042,19.996,202.962,90,498.307,4013.95,4928.841,5.047,89.94,30.011,1,38.047,436,463.791,109.986,2,330,1427,3665,5691,71.345,50.984,1.023,2,6.23E+15,7.04E+16,1.38E+17,2.99E+17,6.00E+17,31994.968,103.206,893,155,102
NOLSM252109252,10,36,26-02-2019,1,wet,1149.226192,39.93,0.192,25,705.345,1,0.94868,13.426,15.058,20.001,202.403,90.001,505.859,4024.375,4984.217,5.009,93.575,30.004,1,37.215,365,487.721,107.267,3,417,1344,3657,5694,72.284,50.597,1.045,3,1.50E+16,8.48E+16,1.38E+17,3.01E+17,6.00E+17,31986.81,101.812,879,152,62
NOLSM2531010253,10,37,26-02-2019,1,dry,982.5434949,35.63,0.218,25,713.056,1,0.83591,15.38,15.03,19.995,196.114,90,502.416,4041.761,4934.073,5.047,90.305,30.003,2,51.577,436,479.551,108.604,1,317,1474,3641,5728,70.405,52.133,1.042,1,1.62E+16,1.59E+17,1.38E+17,3.01E+17,6.00E+17,31791.31,104.329,873,154,54
NOLSM2541011254,10,38,26-02-2019,1,dry,1125.732241,28.6,0.217,27,711.723,1,1.36943,18.272,14.919,19.999,201.382,89.999,502.749,4057.726,5002.959,4.919,89.168,30.001,2,27.992,436,512.787,106.226,2,476,1466,3660,5722,71.455,51.647,1.021,2,9.50E+15,5.70E+16,1.38E+17,3.03E+17,6.00E+17,30626.351,100.865,871,156,84
NOLSM2551012255,10,39,26-02-2019,1,dry,982.0692282,34.58,0.215,28,701.19,1,1.92633,15.023,15.139,20.008,201.343,90.001,502.125,3953.257,5104.109,5.018,91.432,30.01,2,36.035,365,506.585,108.335,3,479,1517,3666,5697,71.033,50.861,1.063,3,1.03E+16,6.98E+16,2.86E+17,3.00E+17,6.00E+17,31950.761,103.631,898,153,30
NOLSM2561013256,10,40,26-02-2019,1,dry,1133.036546,34.95,0.2,29,709.78,1,1.41846,12.264,15.149,19.996,203.657,89.998,499.319,4081.959,4965.526,5.041,92.061,30.007,2,31.509,436,536.321,107.524,1,419,1472,3658,5727,71.137,51.036,1.024,1,8.47E+15,7.01E+16,1.38E+17,2.99E+17,6.00E+17,31352.585,103.491,909,155,48
NOLSM2571014257,10,41,26-02-2019,1,wet,961.8768211,32.59,0.2,29,709.653,1,0.67979,13.966,14.958,20.001,200.097,89.999,505.745,3982.094,5009.082,4.897,88.83,30.001,2,28.607,405,527.475,109.189,2,314,1683,3651,5732,71.234,51.884,1.03,2,1.47E+16,6.69E+16,1.38E+17,3.01E+17,6.00E+17,30552.557,103.142,944,155,15
NOLSM2581015258,10,42,26-02-2019,1,dry,1234.788085,38.02,0.2,29,697.759,1,0.73422,18.364,14.867,20.004,197.094,89.999,494.887,4041.06,5018.089,5.043,90.277,30.006,2,73.546,436,543.897,106.833,3,340,1458,3644,5709,71.249,50.234,1.026,3,2.49E+15,1.06E+17,1.38E+17,2.99E+17,6.00E+17,31715.512,103.914,896,155,115
NOLSM2591016259,10,43,26-02-2019,1,dry,1127.212745,33.81,0.215,30,702.698,1,0.94868,17.367,15.126,20.01,201.454,90.001,504.231,4014.734,5118.391,4.963,92.552,30.005,2,32.665,436,499.615,108.84,1,462,1387,3687,5715,71.169,52.004,1.045,1,1.30E+16,1.46E+17,1.38E+17,2.97E+17,6.00E+17,30474.163,101.145,898,156,230
NOLSM2601017260,10,44,26-02-2019,1,dry,1107.222469,29.05,0.216,30,703.723,1,2.00492,16.09,15.113,19.997,198.484,90,500.053,4001.361,5037.531,5.017,91.43,29.991,2,41.314,405,515.713,107.707,2,231,1554,3680,5692,71.153,51.444,1.032,2,1.14E+16,1.70E+17,1.38E+17,2.98E+17,6.00E+17,31692.92,102.863,931,157,124
NOLSM2611018261,10,45,26-02-2019,1,dry,1077.344874,49.91,0.202,30,711.826,1,1.16379,19.026,15.004,20,197.509,89.999,500.402,4054.534,5038.626,5.005,92.695,30.001,2,42.035,365,546.76,106.076,3,408,1568,3675,5721,71.196,50.176,1.028,3,1.36E+16,5.92E+16,1.38E+17,2.99E+17,6.00E+17,31037.529,101.615,920,155,142
NOLSM2621019262,10,46,26-02-2019,1,dry,1100.193088,32.47,0.202,30,703.411,1,1.17615,18.891,14.952,19.996,202.54,90,494.976,3957.086,5100.269,4.957,92.866,30,3,49.29,365,509.17,106.669,1,317,1500,3664,5707,71.174,50.507,1.048,1,2.40E+16,3.60E+16,1.38E+17,2.99E+17,6.00E+17,31925.006,102.899,889,153,88
NOLSM2631020263,10,47,26-02-2019,1,dry,1156.761458,32.82,0.215,31,701.568,1,0.89128,13.788,15.029,19.998,199.11,89.999,499.243,4087.957,5088.081,5.067,93.407,29.995,3,42.863,436,549.22,108.891,2,291,1380,3637,5698,71.287,50.491,1.022,2,7.89E+15,8.70E+16,1.38E+17,2.98E+17,6.00E+17,32001.77,102.186,908,154,50
NOLSM2641021264,10,48,26-02-2019,1,wet,1010.297067,36.66,0.19,31,708.351,1,1.36637,18.771,15.129,20.003,198.235,90,501.188,4025.484,5023.248,4.995,90.651,29.993,3,35.661,405,541.521,107.139,3,376,1692,3672,5696,71.17,50.573,1.036,3,1.20E+16,1.23E+17,1.38E+17,3.01E+17,6.00E+17,31568.412,103.001,902,156,81
NOLSM2651022265,10,49,26-02-2019,1,dry,1024.439403,35.44,0.211,32,702.572,1,0.9916,20.701,15.112,20.001,200.916,90.001,493.336,4036.876,4963.659,5.029,92.391,30.002,3,47.221,365,488.418,108.545,1,324,1513,3650,5727,71.164,50.428,1.044,1,8.22E+15,1.44E+17,1.38E+17,3.00E+17,6.00E+17,32672.059,104.117,879,152,80
NOLSM2661023266,10,50,26-02-2019,1,dry,1050.876258,36.74,0.202,32,717.852,1,1.6894,11.253,14.924,20.007,199.03,89.998,500.811,4014.071,5123.526,4.951,92.227,30.001,3,27.843,365,509.296,105.783,2,392,1346,3657,5710,71.119,51.171,1.042,2,7.69E+15,1.23E+17,1.38E+17,3.01E+17,6.00E+17,32628.909,98.842,919,155,72
NOLSM2671024267,10,51,26-02-2019,1,dry,1008.384579,25.53,0.193,30,696.386,1,1.19643,15.286,14.995,19.997,203.225,89.999,500.978,3985.686,5044.95,5.101,92.183,30.005,3,49.763,436,483.359,108.489,3,422,1306,3633,5702,71.256,50.628,1.05,3,1.79E+16,8.32E+16,1.38E+17,2.99E+17,6.00E+17,31536.829,104.62,912,154,57
NOLSM2681025268,10,52,26-02-2019,1,dry,1192.516453,42.37,0.219,32,686.747,1,1.48022,12.463,15.003,19.999,202.543,90,498.831,4047.541,5090.82,5.115,91.319,30.016,3,53.987,405,467.615,107.491,1,177,1495,3629,5712,71.402,52.309,1.037,1,2.12E+15,4.49E+16,6.60E+16,2.99E+17,6.00E+17,30765.724,103.031,907,153,52
NOLSM2691026269,10,53,26-02-2019,1,wet,1269.85108,31.47,0.201,32,709.049,1,1.4155,19.767,15.032,19.996,205.542,90,500.992,3955.393,4986.191,4.99,93.109,30.006,3,44.442,405,522.505,108.651,2,288,1268,3655,5721,71.287,50.464,1.027,2,1.25E+16,1.11E+17,2.40E+17,3.00E+17,6.00E+17,30855.999,103.879,902,155,51
NOLSM2701027270,10,54,26-02-2019,1,dry,919.4271597,37.17,0.202,32,713.856,1,0.60782,16.029,15.103,20.004,204.42,89.999,501.817,4062.804,5013.807,4.985,90.954,30.005,3,37.182,365,506.664,106.635,3,353,1417,3667,5713,72.147,51.299,1.05,3,1.22E+16,9.77E+16,1.38E+17,3.02E+17,6.00E+17,30260.942,104.194,893,154,104
NOLSM784301784,30,28,26-02-2019,1,wet,1294.52325,44.61,0.217,24,713.559,3,1.81419,17.647,14.987,20.001,199.493,90,499.493,3989.857,4987.322,4.991,92.494,29.998,1,33.419,365,478.63,106.083,1,218,1563,3648,5691,71.356,50.275,1.007,1,5.92E+15,9.24E+16,1.38E+17,3.01E+17,6.00E+17,32337.742,100.688,909,151,222
NOLSM785302785,30,29,26-02-2019,1,wet,1287.983073,44.58,0.218,25,716.184,3,1.89693,17.066,15.128,19.997,200.717,90,500.717,4014.349,5017.937,5.016,92.258,30.006,1,29.806,365,473.637,106.059,2,177,1643,3655,5724,71.618,50.387,1.01,2,7.32E+15,2.76E+16,1.38E+17,3.01E+17,6.00E+17,32422.811,100.968,908,151,213
NOLSM786303786,30,30,26-02-2019,1,wet,1297.52198,44.58,0.218,25,719.658,3,1.72027,11.048,15.012,20.002,200.328,90,500.328,4006.562,5008.202,4.999,91.836,30.005,1,24.694,365,474.724,105.028,3,221,1490,3655,5741,71.966,50.228,1.006,3,1.99E+16,1.59E+17,1.38E+17,3.01E+17,6.00E+17,32255.476,100.571,904,151,138
NOLSM787304787,30,31,26-02-2019,1,wet,1286.70449,44.59,0.215,22,717.264,3,0.96161,12.383,14.986,19.995,199.045,90,499.045,3980.894,4976.117,4.979,91.675,30.014,1,27.774,365,476.321,105.053,1,175,1625,3643,5738,71.726,50.101,1.003,1,1.68E+16,9.24E+16,1.38E+17,2.98E+17,6.00E+17,32597.159,100.254,905,150,219
NOLSM788305788,30,32,26-02-2019,1,wet,1279.230077,44.57,0.216,23,718.321,3,1.48912,15.179,15.129,20.003,198.854,90,498.854,3977.087,4971.359,4.969,91.209,30.005,1,23.196,365,474.334,104.697,2,280,1381,3655,5737,71.832,49.907,0.998,2,1.08E+16,4.68E+16,3.00E+17,3.02E+17,6.00E+17,32194.56,99.766,901,150,135
NOLSM789306789,30,33,26-02-2019,1,wet,1272.92939,44.59,0.216,23,712.492,3,0.94868,13.624,14.991,19.995,198.966,90,498.966,3979.313,4974.142,4.975,92.009,29.998,1,25.474,365,470.978,105.589,3,239,1457,3645,5693,71.249,50.161,1.004,3,1.42E+16,2.70E+16,1.38E+17,3.01E+17,6.00E+17,32641.989,100.404,904,151,99
NOLSM790307790,30,34,26-02-2019,1,wet,1290.193865,44.59,0.217,24,708.404,3,0.83591,17.264,14.978,20.004,199.681,89.999,499.681,3993.624,4992.03,4.993,91.743,30.011,1,32.474,365,482.559,105.531,1,171,1324,3638,5731,70.84,50.292,1.007,1,6.70E+15,5.63E+16,1.38E+17,2.98E+17,6.00E+17,32639.929,100.729,903,151,60
NOLSM791308791,30,35,26-02-2019,1,wet,1284.380429,44.59,0.217,24,720.945,3,1.36943,12.537,14.978,20.003,198.981,90,498.981,3979.624,4974.53,4.973,91.618,30.003,1,23.28,365,465.642,105.675,2,172,1436,3654,5709,72.095,50.281,1.007,2,1.66E+16,1.58E+17,1.38E+17,3.00E+17,6.00E+17,32636.286,100.703,904,151,96
NOLSM792309792,30,36,26-02-2019,1,wet,1270.724841,44.55,0.215,22,713.334,3,1.92633,17.218,15.146,20.001,198.569,90,498.569,3971.388,4964.235,4.966,91.306,30.004,1,26.13,365,472.762,105.026,3,257,1393,3643,5708,71.333,50.062,1.002,3,6.55E+15,6.40E+16,1.38E+17,2.99E+17,6.00E+17,31686.264,100.155,904,150,72
NOLSM7933010793,30,37,26-02-2019,1,wet,1272.860531,44.57,0.216,23,716.68,3,1.41846,10.47,14.907,19.996,198.207,90.001,498.207,3964.137,4955.171,4.955,91.347,30.003,2,25.252,365,474.542,105.109,1,172,1375,3641,5719,71.668,50.071,1.002,1,2.07E+16,9.24E+16,1.38E+17,3.00E+17,6.00E+17,31783.84,100.177,903,150,9
NOLSM7943011794,30,38,26-02-2019,1,wet,1299.113722,44.57,0.216,23,717.314,3,0.67979,20.295,15.145,19.996,198.313,89.999,498.313,3966.259,4957.824,4.96,91.486,29.998,2,16.863,365,461.4,105.119,2,236,1382,3647,5712,71.731,50.103,1.003,2,2.93E+15,9.24E+16,1.79E+16,3.00E+17,6.00E+17,31618.822,100.256,904,150,72
NOLSM7953012795,30,39,26-02-2019,1,wet,1292.158664,44.62,0.216,23,716.545,3,0.73422,17.853,15.027,20.002,198.533,90,498.533,3970.66,4963.325,4.965,92.028,30.003,2,33.163,365,478.497,106.038,3,151,1301,3641,5721,71.655,50.128,1.003,3,5.25E+15,5.19E+16,1.15E+16,3.01E+17,6.00E+17,31618.16,100.32,908,150,30
NOLSM7963013796,30,40,26-02-2019,1,wet,1293.958537,44.63,0.219,26,712.706,3,0.94868,16.387,14.989,19.999,199.669,90,499.669,3993.375,4991.718,4.991,91.89,29.992,2,27.45,365,470.408,105.989,1,200,1306,3638,5714,71.271,50.421,1.011,1,8.59E+15,1.96E+16,1.38E+17,3.00E+17,6.00E+17,31910.25,101.053,908,152,54
NOLSM7973014797,30,41,26-02-2019,1,wet,1296.489393,44.55,0.219,26,716.92,3,0.85326,17.367,15.021,20.003,199.697,90,499.697,3993.937,4992.421,4.995,91.371,30.001,2,21.918,365,470.267,105.03,2,261,1423,3647,5720,71.692,50.401,1.01,2,8.99E+15,7.34E+16,1.38E+17,3.00E+17,6.00E+17,32155.309,101.003,900,152,84
NOLSM7983015798,30,42,26-02-2019,1,wet,1291.026121,44.57,0.215,22,716.828,3,1.58344,16.09,15.015,20.001,197.731,89.999,497.731,3954.614,4943.267,4.929,91.427,30.001,2,24.929,365,468.539,105.178,3,181,1431,3647,5711,71.683,49.646,0.991,3,1.11E+16,5.59E+16,1.38E+17,3.00E+17,6.00E+17,32178.343,99.116,899,149,30
NOLSM7993016799,30,43,26-02-2019,1,wet,1294.786064,44.56,0.216,23,707.057,3,1.01397,19.026,14.917,20,198.523,90,498.523,3970.452,4963.065,4.95,91.487,29.999,2,23.964,365,476.357,104.632,1,150,1368,3632,5683,70.706,49.944,0.999,1,4.33E+15,1.81E+16,1.17E+17,3.00E+17,6.00E+17,32141.981,99.859,900,150,48
