,No_Die,Ox_Chamber,process,type,Temp_OXid,Vapor,ppm,Pressure,Oxid_time,thickness,Lot_Num,Wafer_Num,Datetime
741,NOLSM6072313,1,Oxidation,dry,872.3145484,O2,22.24,0.208,215,704.746,23,13,19-02-2019
742,NOLSM6082314,1,Oxidation,dry,873.1946729,O2,22.29,0.209,216,705.816,23,14,19-02-2019
743,NOLSM6092315,2,Oxidation,dry,872.7865968,O2,22.29,0.21,217,707.218,23,15,19-02-2019
744,NOLSM6102316,2,Oxidation,dry,872.7637573,O2,22.22,0.21,217,706.868,23,16,19-02-2019
745,NOLSM6112317,2,Oxidation,dry,872.0635933,O2,22.21,0.209,216,706.445,23,17,19-02-2019
746,NOLSM6122318,2,Oxidation,dry,871.5083911,O2,22.2,0.207,214,703.86,23,18,19-02-2019
747,NOLSM6132319,2,Oxidation,dry,872.6973433,O2,22.19,0.208,215,704.941,23,19,19-02-2019
748,NOLSM6142320,2,Oxidation,dry,872.2289436,O2,22.19,0.207,214,703.94,23,20,19-02-2019
749,NOLSM6152321,2,Oxidation,dry,872.4912831,O2,22.17,0.209,216,705.549,23,21,19-02-2019
750,NOLSM6162322,2,Oxidation,dry,872.4140677,O2,22.2,0.209,216,705.637,23,22,19-02-2019
751,NOLSM6172323,3,Oxidation,dry,872.8173606,O2,22.22,0.212,219,708.419,23,23,19-02-2019
752,NOLSM6182324,3,Oxidation,dry,872.300185,O2,22.22,0.21,217,707.023,23,24,19-02-2019
753,NOLSM6192325,3,Oxidation,dry,873.0254554,O2,22.24,0.212,219,708.778,23,25,19-02-2019
754,NOLSM6202326,3,Oxidation,dry,873.2831139,O2,22.25,0.212,219,708.823,23,26,19-02-2019
755,NOLSM6212327,3,Oxidation,dry,873.1587753,O2,22.24,0.213,220,709.902,23,27,19-02-2019
756,NOLSM824182,2,Oxidation,wet,1059.926315,H2O,30.78,0.199,85,713.701,4,28,20-02-2019
757,NOLSM834283,2,Oxidation,dry,1052.517581,O2,29.54,0.217,172,731.528,4,29,20-02-2019
758,NOLSM844384,2,Oxidation,dry,1099.550353,O2,36.28,0.207,53,714.837,4,30,20-02-2019
759,NOLSM854485,2,Oxidation,dry,1121.758576,O2,30.79,0.205,122,709.829,4,31,20-02-2019
760,NOLSM864586,2,Oxidation,dry,1052.321218,O2,37.12,0.212,89,696.904,4,32,20-02-2019
761,NOLSM874687,2,Oxidation,wet,992.8447136,H2O,32.08,0.206,84,716.66,4,33,20-02-2019
762,NOLSM884788,2,Oxidation,wet,1202.769749,H2O,27.33,0.203,145,713.775,4,34,20-02-2019
763,NOLSM894889,2,Oxidation,dry,981.1331958,O2,34.15,0.201,143,696.528,4,35,20-02-2019
764,NOLSM904990,2,Oxidation,dry,1052.621315,O2,35.06,0.215,16,711.408,4,36,20-02-2019
765,NOLSM9141091,2,Oxidation,wet,1085.565098,H2O,35.85,0.205,137,719.537,4,37,20-02-2019
766,NOLSM9241192,2,Oxidation,dry,955.924642,O2,34.93,0.192,48,714.554,4,38,20-02-2019
767,NOLSM9341293,2,Oxidation,dry,1125.340315,O2,38.17,0.208,44,706.898,4,39,20-02-2019
768,NOLSM9441394,2,Oxidation,wet,1138.048306,H2O,28.3,0.223,94,717.055,4,40,20-02-2019
769,NOLSM9541495,2,Oxidation,wet,1107.993823,H2O,37.71,0.211,67,719.217,4,41,20-02-2019
770,NOLSM9641596,2,Oxidation,wet,1066.121691,H2O,33.68,0.209,70,705.754,4,42,20-02-2019
771,NOLSM9741697,2,Oxidation,dry,882.9253559,O2,44.49,0.208,74,713.42,4,43,20-02-2019
772,NOLSM9841798,2,Oxidation,dry,1218.223115,O2,30.89,0.206,74,711.44,4,44,20-02-2019
773,NOLSM9941899,2,Oxidation,dry,1037.0509,O2,36.17,0.209,116,712.1,4,45,20-02-2019
774,NOLSM100419100,2,Oxidation,dry,1054.129737,O2,33.55,0.194,80,701.46,4,46,20-02-2019
775,NOLSM101420101,2,Oxidation,wet,1132.517605,H2O,41.09,0.201,83,697.565,4,47,20-02-2019
776,NOLSM102421102,2,Oxidation,dry,1052.901832,O2,38.07,0.2,95,713.144,4,48,20-02-2019
777,NOLSM103422103,2,Oxidation,dry,1022.941822,O2,30.38,0.216,96,722.552,4,49,20-02-2019
778,NOLSM104423104,2,Oxidation,dry,1071.06364,O2,29.19,0.206,82,700.946,4,50,20-02-2019
779,NOLSM105424105,2,Oxidation,dry,1071.666529,O2,33.59,0.206,89,712.311,4,51,20-02-2019
780,NOLSM106425106,2,Oxidation,wet,977.0408989,H2O,28.78,0.198,51,709.928,4,52,20-02-2019
781,NOLSM107426107,2,Oxidation,dry,1214.526668,O2,31.72,0.204,141,720.435,4,53,20-02-2019
782,NOLSM108427108,2,Oxidation,wet,1133.64171,H2O,39.92,0.217,82,707.316,4,54,20-02-2019
783,NOLSM622241622,2,Oxidation,dry,888.5530146,O2,22.23,0.212,32,709.099,24,28,20-02-2019
784,NOLSM623242623,2,Oxidation,dry,889.6320225,O2,22.23,0.212,31,709.007,24,29,20-02-2019
785,NOLSM624243624,2,Oxidation,dry,884.0634177,O2,22.24,0.211,32,707.54,24,30,20-02-2019
786,NOLSM625244625,2,Oxidation,dry,880.9400558,O2,22.25,0.211,30,708.313,24,31,20-02-2019
787,NOLSM626245626,2,Oxidation,dry,874.2736673,O2,32.8,0.211,28,707.85,24,32,20-02-2019
788,NOLSM627246627,2,Oxidation,dry,884.6184382,O2,31.86,0.212,31,708.55,24,33,20-02-2019
789,NOLSM628247628,2,Oxidation,dry,889.9376387,O2,39.51,0.211,30,695.764,24,34,20-02-2019
790,NOLSM629248629,2,Oxidation,dry,881.441599,O2,32.88,0.217,27,713.448,24,35,20-02-2019
791,NOLSM630249630,2,Oxidation,dry,873.9403147,O2,38.11,0.215,27,711.889,24,36,20-02-2019
792,NOLSM6312410631,2,Oxidation,dry,880.177172,O2,39.93,0.215,27,711.589,24,37,20-02-2019
793,NOLSM6322411632,2,Oxidation,dry,879.066718,O2,35.63,0.2,24,711.408,24,38,20-02-2019
794,NOLSM6332412633,2,Oxidation,dry,884.4184366,O2,28.6,0.194,23,711.541,24,39,20-02-2019
795,NOLSM6342413634,2,Oxidation,dry,890.7138824,O2,34.58,0.217,23,709.592,24,40,20-02-2019
796,NOLSM6352414635,2,Oxidation,dry,885.5769971,O2,34.95,0.201,23,710.17,24,41,20-02-2019
797,NOLSM6362415636,2,Oxidation,dry,893.2075367,O2,22.24,0.204,24,710.145,24,42,20-02-2019
798,NOLSM6372416637,2,Oxidation,dry,885.0032641,O2,22.23,0.204,25,709.285,24,43,20-02-2019
799,NOLSM6382417638,2,Oxidation,dry,874.7357463,O2,22.24,0.2,25,710.068,24,44,20-02-2019
800,NOLSM6392418639,2,Oxidation,dry,875.3962605,O2,22.22,0.199,25,710.381,24,45,20-02-2019
801,NOLSM6402419640,2,Oxidation,dry,884.7695646,O2,22.16,0.203,25,708.853,24,46,20-02-2019
802,NOLSM6412420641,2,Oxidation,dry,880.0184737,O2,22.16,0.204,25,709.539,24,47,20-02-2019
803,NOLSM6422421642,2,Oxidation,dry,887.8199819,O2,22.16,0.189,25,709.879,24,48,20-02-2019
804,NOLSM6432422643,2,Oxidation,dry,881.4884231,O2,22.17,0.218,27,710.548,24,49,20-02-2019
805,NOLSM6442423644,2,Oxidation,dry,892.4198776,O2,22.17,0.202,28,711.942,24,50,20-02-2019
806,NOLSM6452424645,2,Oxidation,dry,873.8901602,O2,22.18,0.216,29,711.872,24,51,20-02-2019
807,NOLSM6462425646,2,Oxidation,dry,874.53098,O2,22.19,0.209,29,710.775,24,52,20-02-2019
808,NOLSM6472426647,2,Oxidation,dry,881.4178249,O2,22.26,0.203,29,721.722,24,53,20-02-2019
809,NOLSM6482427648,2,Oxidation,dry,877.8022344,O2,22.29,0.205,30,722.271,24,54,20-02-2019
810,NOLSM8241,1,Oxidation,wet,1053.755618,H2O,30.78,0.199,85,713.701,4,1,20-02-2019
811,NOLSM8342,2,Oxidation,dry,1037.156662,O2,29.54,0.217,172,731.528,4,2,20-02-2019
812,NOLSM8443,2,Oxidation,dry,1088.430514,O2,36.28,0.207,53,714.837,4,3,20-02-2019
813,NOLSM8544,2,Oxidation,dry,1115.842947,O2,30.79,0.205,122,709.829,4,4,20-02-2019
814,NOLSM8645,2,Oxidation,dry,1042.38735,O2,37.12,0.212,89,696.904,4,5,20-02-2019
815,NOLSM8746,2,Oxidation,wet,987.5098228,H2O,32.08,0.206,84,716.66,4,6,20-02-2019
816,NOLSM8847,2,Oxidation,wet,1189.072862,H2O,27.33,0.203,145,713.775,4,7,20-02-2019
817,NOLSM8948,2,Oxidation,dry,965.9518859,O2,34.15,0.201,143,696.528,4,8,20-02-2019
818,NOLSM9049,2,Oxidation,dry,1035.222525,O2,35.06,0.215,16,711.408,4,9,20-02-2019
819,NOLSM91410,3,Oxidation,wet,1065.739735,H2O,35.85,0.205,137,719.537,4,10,20-02-2019
820,NOLSM92411,3,Oxidation,dry,950.904005,O2,34.93,0.192,48,714.554,4,11,20-02-2019
821,NOLSM93412,3,Oxidation,dry,1119.818696,O2,38.17,0.208,44,706.898,4,12,20-02-2019
822,NOLSM94413,3,Oxidation,wet,1130.430757,H2O,28.3,0.223,94,717.055,4,13,20-02-2019
823,NOLSM95414,3,Oxidation,wet,1101.550706,H2O,37.71,0.211,67,719.217,4,14,20-02-2019
824,NOLSM96415,3,Oxidation,wet,1057.993588,H2O,33.68,0.209,70,705.754,4,15,20-02-2019
825,NOLSM97416,3,Oxidation,dry,875.5032748,O2,44.49,0.208,74,713.42,4,16,20-02-2019
826,NOLSM98417,3,Oxidation,dry,1199.230883,O2,30.89,0.206,74,711.44,4,17,20-02-2019
827,NOLSM99418,1,Oxidation,dry,1019.398602,O2,36.17,0.209,116,712.1,4,18,20-02-2019
828,NOLSM100419,1,Oxidation,dry,1041.249438,O2,33.55,0.194,80,701.46,4,19,20-02-2019
829,NOLSM101420,1,Oxidation,wet,1113.101915,H2O,41.09,0.201,83,697.565,4,20,20-02-2019
830,NOLSM102421,1,Oxidation,dry,1049.334768,O2,38.07,0.2,95,713.144,4,21,20-02-2019
831,NOLSM103422,1,Oxidation,dry,1022.095674,O2,30.38,0.216,96,722.552,4,22,20-02-2019
832,NOLSM104423,1,Oxidation,dry,1058.509868,O2,29.19,0.206,82,700.946,4,23,20-02-2019
833,NOLSM105424,1,Oxidation,dry,1058.249003,O2,33.59,0.206,89,712.311,4,24,20-02-2019
834,NOLSM106425,1,Oxidation,wet,959.5171027,H2O,28.78,0.198,51,709.928,4,25,20-02-2019
835,NOLSM107426,2,Oxidation,dry,1210.740167,O2,31.72,0.204,141,720.435,4,26,20-02-2019
836,NOLSM108427,2,Oxidation,wet,1118.862593,H2O,39.92,0.217,82,707.316,4,27,20-02-2019
837,NOLSM622241,3,Oxidation,dry,873.084869,O2,22.23,0.212,219,709.099,24,1,20-02-2019
838,NOLSM623242,3,Oxidation,dry,873.072423,O2,22.23,0.212,219,709.007,24,2,20-02-2019
839,NOLSM624243,3,Oxidation,dry,872.5332182,O2,22.24,0.211,218,707.54,24,3,20-02-2019
840,NOLSM625244,3,Oxidation,dry,873.3761111,O2,22.25,0.211,218,708.313,24,4,20-02-2019
841,NOLSM626245,1,Oxidation,dry,872.5345326,O2,22.23,0.211,218,707.85,24,5,20-02-2019
842,NOLSM627246,1,Oxidation,dry,872.559143,O2,22.22,0.212,219,708.55,24,6,20-02-2019
843,NOLSM628247,1,Oxidation,dry,872.8073954,O2,22.24,0.211,218,708.201,24,7,20-02-2019
844,NOLSM629248,1,Oxidation,dry,873.0240205,O2,22.24,0.217,224,713.448,24,8,20-02-2019
845,NOLSM630249,1,Oxidation,dry,873.1896082,O2,22.22,0.215,222,711.889,24,9,20-02-2019
846,NOLSM6312410,1,Oxidation,dry,872.574106,O2,22.22,0.215,222,711.589,24,10,20-02-2019
847,NOLSM6322411,1,Oxidation,dry,872.7711888,O2,22.22,0.215,222,711.408,24,11,20-02-2019
848,NOLSM6332412,2,Oxidation,dry,872.7380206,O2,22.21,0.215,222,711.541,24,12,20-02-2019
849,NOLSM6342413,2,Oxidation,dry,872.6970523,O2,22.23,0.213,220,709.592,24,13,20-02-2019
850,NOLSM6352414,2,Oxidation,dry,872.7767325,O2,22.23,0.213,220,710.17,24,14,20-02-2019
851,NOLSM6362415,2,Oxidation,dry,873.2619609,O2,22.24,0.213,220,710.145,24,15,20-02-2019
852,NOLSM6372416,2,Oxidation,dry,872.734309,O2,22.23,0.212,219,709.285,24,16,20-02-2019
853,NOLSM6382417,2,Oxidation,dry,872.8679334,O2,22.24,0.213,220,710.068,24,17,20-02-2019
854,NOLSM6392418,2,Oxidation,dry,872.7142818,O2,22.22,0.214,221,710.381,24,18,20-02-2019
855,NOLSM6402419,3,Oxidation,dry,871.7241738,O2,22.16,0.212,219,708.853,24,19,20-02-2019
856,NOLSM6412420,3,Oxidation,dry,871.6366975,O2,22.16,0.213,220,709.539,24,20,20-02-2019
857,NOLSM6422421,3,Oxidation,dry,872.3056106,O2,22.16,0.213,220,709.879,24,21,20-02-2019
858,NOLSM6432422,3,Oxidation,dry,871.707377,O2,22.17,0.214,221,710.548,24,22,20-02-2019
859,NOLSM6442423,3,Oxidation,dry,872.4818912,O2,22.17,0.215,222,711.942,24,23,20-02-2019
860,NOLSM6452424,3,Oxidation,dry,872.2534841,O2,22.18,0.215,222,711.872,24,24,20-02-2019
861,NOLSM6462425,3,Oxidation,dry,872.4469835,O2,22.19,0.214,221,710.775,24,25,20-02-2019
862,NOLSM6472426,3,Oxidation,dry,873.4705382,O2,22.26,0.225,232,721.722,24,26,20-02-2019
863,NOLSM6482427,1,Oxidation,dry,873.8377269,O2,22.29,0.226,233,722.271,24,27,20-02-2019
864,NOLSM10951109,2,Oxidation,wet,1065.818868,H2O,40.51,0.211,77,696.504,5,28,21-02-2019
865,NOLSM11052110,2,Oxidation,wet,989.7590867,H2O,28.29,0.221,117,718.15,5,29,21-02-2019
866,NOLSM11153111,2,Oxidation,wet,1033.630108,H2O,25.43,0.198,128,703.168,5,30,21-02-2019
867,NOLSM11254112,2,Oxidation,dry,1170.445725,O2,32.03,0.209,138,711.745,5,31,21-02-2019
868,NOLSM11355113,2,Oxidation,dry,993.6729108,O2,34.94,0.219,127,708.118,5,32,21-02-2019
869,NOLSM11456114,2,Oxidation,dry,1087.430643,O2,45.96,0.187,145,708.257,5,33,21-02-2019
870,NOLSM11557115,2,Oxidation,wet,998.2329257,H2O,33.73,0.222,72,696.21,5,34,21-02-2019
871,NOLSM11658116,2,Oxidation,wet,1132.525317,H2O,34.79,0.197,127,708.267,5,35,21-02-2019
872,NOLSM11759117,2,Oxidation,dry,925.7399869,O2,34.18,0.212,53,709.319,5,36,21-02-2019
873,NOLSM118510118,2,Oxidation,wet,1221.978211,H2O,33.83,0.196,72,720.601,5,37,21-02-2019
874,NOLSM119511119,2,Oxidation,dry,1041.412846,O2,31.29,0.204,28,727.564,5,38,21-02-2019
875,NOLSM120512120,2,Oxidation,dry,1024.000334,O2,34.64,0.216,46,704.981,5,39,21-02-2019
876,NOLSM121513121,2,Oxidation,wet,1118.918658,H2O,33.95,0.205,130,704.261,5,40,21-02-2019
877,NOLSM122514122,2,Oxidation,wet,1161.359907,H2O,39.06,0.206,145,710.897,5,41,21-02-2019
878,NOLSM123515123,2,Oxidation,dry,1189.899925,O2,37.39,0.209,36,715.956,5,42,21-02-2019
879,NOLSM124516124,2,Oxidation,wet,1077.47929,H2O,31.85,0.204,162,696.61,5,43,21-02-2019
880,NOLSM125517125,2,Oxidation,dry,1183.281025,O2,34.65,0.216,41,712.668,5,44,21-02-2019
881,NOLSM126518126,2,Oxidation,dry,1150.641851,O2,31.13,0.206,31,690.617,5,45,21-02-2019
882,NOLSM127519127,2,Oxidation,dry,1194.628091,O2,28.68,0.21,150,703.181,5,46,21-02-2019
883,NOLSM128520128,2,Oxidation,wet,1182.711776,H2O,34.78,0.218,199,709.507,5,47,21-02-2019
884,NOLSM129521129,2,Oxidation,dry,1004.960179,O2,36.11,0.191,143,711.843,5,48,21-02-2019
885,NOLSM130522130,2,Oxidation,wet,963.4119029,H2O,35.46,0.187,100,681.435,5,49,21-02-2019
886,NOLSM131523131,2,Oxidation,wet,1185.526056,H2O,34.89,0.208,158,710.413,5,50,21-02-2019
887,NOLSM132524132,2,Oxidation,wet,1175.523645,H2O,30.81,0.216,131,689.252,5,51,21-02-2019
888,NOLSM133525133,2,Oxidation,wet,1028.266933,H2O,33.82,0.187,67,709.639,5,52,21-02-2019
889,NOLSM134526134,2,Oxidation,wet,1101.313072,H2O,34.04,0.215,35,714.163,5,53,21-02-2019
890,NOLSM135527135,2,Oxidation,dry,1091.831053,O2,32.41,0.208,41,695.852,5,54,21-02-2019
891,NOLSM649251649,3,Oxidation,dry,878.4329566,O2,22.19,0.194,230,719.379,25,28,21-02-2019
892,NOLSM650252650,3,Oxidation,dry,887.2207937,O2,22.21,0.203,233,722.459,25,29,21-02-2019
893,NOLSM651253651,3,Oxidation,dry,877.4503679,O2,22.21,0.205,230,719.559,25,30,21-02-2019
894,NOLSM652254652,3,Oxidation,dry,874.4379354,O2,22.21,0.203,32,719.317,25,31,21-02-2019
895,NOLSM653255653,3,Oxidation,dry,874.7314997,O2,22.2,0.212,32,720.125,25,32,21-02-2019
896,NOLSM654256654,3,Oxidation,dry,877.6308167,O2,22.35,0.212,32,716.577,25,33,21-02-2019
897,NOLSM655257655,3,Oxidation,dry,884.0187997,O2,22.41,0.205,32,723.192,25,34,21-02-2019
898,NOLSM656258656,3,Oxidation,dry,888.4723598,O2,22.36,0.21,31,724.192,25,35,21-02-2019
899,NOLSM657259657,3,Oxidation,dry,876.8794745,O2,22.33,0.206,32,725.29,25,36,21-02-2019
900,NOLSM6582510658,3,Oxidation,dry,878.5086406,O2,22.32,0.218,31,722.888,25,37,21-02-2019
901,NOLSM6592511659,3,Oxidation,dry,894.0037114,O2,22.34,0.227,34,723.381,25,38,21-02-2019
902,NOLSM6602512660,3,Oxidation,dry,886.1215574,O2,32.8,0.226,33,722.703,25,39,21-02-2019
903,NOLSM6612513661,3,Oxidation,dry,892.788205,O2,31.86,0.227,32,723.896,25,40,21-02-2019
904,NOLSM6622514662,3,Oxidation,dry,880.6027688,O2,39.51,0.228,32,724.612,25,41,21-02-2019
905,NOLSM6632515663,3,Oxidation,dry,887.7667969,O2,32.88,0.227,32,723.873,25,42,21-02-2019
906,NOLSM6642516664,3,Oxidation,dry,883.2904531,O2,38.11,0.226,32,695.764,25,43,21-02-2019
907,NOLSM6652517665,3,Oxidation,dry,880.6054984,O2,39.93,0.225,31,721.472,25,44,21-02-2019
908,NOLSM6662518666,3,Oxidation,dry,878.057509,O2,35.63,0.223,32,719.897,25,45,21-02-2019
909,NOLSM6672519667,3,Oxidation,dry,878.4114531,O2,28.6,0.223,30,719.597,25,46,21-02-2019
910,NOLSM6682520668,3,Oxidation,dry,880.739944,O2,34.58,0.223,28,719.49,25,47,21-02-2019
911,NOLSM6692521669,3,Oxidation,dry,884.75306,O2,34.95,0.223,31,719.948,25,48,21-02-2019
912,NOLSM6702522670,3,Oxidation,dry,878.5318874,O2,32.59,0.221,30,717.634,25,49,21-02-2019
913,NOLSM6712523671,3,Oxidation,dry,887.8490498,O2,38.02,0.221,27,718.016,25,50,21-02-2019
914,NOLSM6722524672,3,Oxidation,dry,879.9028714,O2,33.81,0.221,27,717.698,25,51,21-02-2019
915,NOLSM6732525673,3,Oxidation,dry,890.0119265,O2,22.47,0.222,27,718.56,25,52,21-02-2019
916,NOLSM6742526674,3,Oxidation,dry,875.4719526,O2,22.46,0.222,24,719.062,25,53,21-02-2019
917,NOLSM6752527675,3,Oxidation,dry,887.5868723,O2,22.45,0.222,23,718.585,25,54,21-02-2019
918,NOLSM10951,2,Oxidation,wet,1062.490887,H2O,40.51,0.211,77,696.504,5,1,21-02-2019
919,NOLSM11052,2,Oxidation,wet,980.7046115,H2O,28.29,0.221,117,718.15,5,2,21-02-2019
920,NOLSM11153,2,Oxidation,wet,1029.098935,H2O,25.43,0.198,128,703.168,5,3,21-02-2019
921,NOLSM11254,2,Oxidation,dry,1169.617691,O2,32.03,0.209,138,711.745,5,4,21-02-2019
922,NOLSM11355,2,Oxidation,dry,988.2489318,O2,34.94,0.219,127,708.118,5,5,21-02-2019
923,NOLSM11456,2,Oxidation,dry,1077.695427,O2,45.96,0.187,145,704.485,5,6,21-02-2019
924,NOLSM11557,3,Oxidation,wet,979.6755987,H2O,33.73,0.222,72,711.354,5,7,21-02-2019
925,NOLSM11658,3,Oxidation,wet,1118.675756,H2O,34.79,0.197,127,706.008,5,8,21-02-2019
926,NOLSM11759,3,Oxidation,dry,922.750781,O2,34.18,0.212,53,720.685,5,9,21-02-2019
927,NOLSM118510,3,Oxidation,wet,1203.228875,H2O,33.83,0.196,72,704.142,5,10,21-02-2019
928,NOLSM119511,3,Oxidation,dry,1026.879229,O2,31.29,0.204,28,727.564,5,11,21-02-2019
929,NOLSM120512,3,Oxidation,dry,1019.961585,O2,34.64,0.216,46,704.981,5,12,21-02-2019
930,NOLSM121513,3,Oxidation,wet,1107.550486,H2O,33.95,0.205,130,704.261,5,13,21-02-2019
931,NOLSM122514,3,Oxidation,wet,1150.197885,H2O,39.06,0.206,145,710.897,5,14,21-02-2019
932,NOLSM123515,3,Oxidation,dry,1182.456714,O2,37.39,0.209,36,715.956,5,15,21-02-2019
933,NOLSM124516,1,Oxidation,wet,1061.165672,H2O,31.85,0.204,162,696.61,5,16,21-02-2019
934,NOLSM125517,1,Oxidation,dry,1181.26048,O2,34.65,0.216,41,712.668,5,17,21-02-2019
935,NOLSM126518,1,Oxidation,dry,1148.881718,O2,31.13,0.206,31,690.617,5,18,21-02-2019
936,NOLSM127519,1,Oxidation,dry,1187.821697,O2,28.68,0.21,150,703.181,5,19,21-02-2019
937,NOLSM128520,1,Oxidation,wet,1181.770049,H2O,34.78,0.218,199,709.507,5,20,21-02-2019
938,NOLSM129521,1,Oxidation,dry,999.2692965,O2,36.11,0.191,143,711.843,5,21,21-02-2019
939,NOLSM130522,1,Oxidation,wet,960.2343251,H2O,35.46,0.187,100,681.435,5,22,21-02-2019
940,NOLSM131523,1,Oxidation,wet,1166.129524,H2O,34.89,0.208,158,710.413,5,23,21-02-2019
941,NOLSM132524,1,Oxidation,wet,1164.7869,H2O,30.81,0.216,131,689.252,5,24,21-02-2019
942,NOLSM133525,2,Oxidation,wet,1022.473333,H2O,33.82,0.187,67,709.639,5,25,21-02-2019
943,NOLSM134526,2,Oxidation,wet,1095.522188,H2O,34.04,0.215,35,714.163,5,26,21-02-2019
944,NOLSM135527,2,Oxidation,dry,1080.3372,O2,32.41,0.208,41,695.852,5,27,21-02-2019
945,NOLSM649251,1,Oxidation,dry,872.8111939,O2,22.19,0.223,230,719.379,25,1,21-02-2019
946,NOLSM650252,1,Oxidation,dry,874.3783759,O2,22.21,0.226,233,722.459,25,2,21-02-2019
947,NOLSM651253,1,Oxidation,dry,873.2601724,O2,22.21,0.223,230,719.559,25,3,21-02-2019
948,NOLSM652254,1,Oxidation,dry,873.4048584,O2,22.21,0.223,230,719.317,25,4,21-02-2019
949,NOLSM653255,1,Oxidation,dry,874.1589804,O2,22.2,0.224,231,720.125,25,5,21-02-2019
950,NOLSM654256,1,Oxidation,dry,872.7100838,O2,22.35,0.22,227,716.577,25,6,21-02-2019
951,NOLSM655257,1,Oxidation,dry,874.8733093,O2,22.41,0.227,234,723.192,25,7,21-02-2019
952,NOLSM656258,1,Oxidation,dry,874.6087253,O2,22.36,0.228,235,724.192,25,8,21-02-2019
953,NOLSM657259,2,Oxidation,dry,875.0242117,O2,22.33,0.229,236,725.29,25,9,21-02-2019
954,NOLSM6582510,2,Oxidation,dry,873.8017674,O2,22.32,0.226,233,722.888,25,10,21-02-2019
955,NOLSM6592511,2,Oxidation,dry,874.1020737,O2,22.34,0.227,234,723.381,25,11,21-02-2019
956,NOLSM6602512,2,Oxidation,dry,875.0530542,O2,22.43,0.226,233,722.703,25,12,21-02-2019
957,NOLSM6612513,2,Oxidation,dry,875.1521754,O2,22.42,0.227,234,723.896,25,13,21-02-2019
958,NOLSM6622514,2,Oxidation,dry,875.1557588,O2,22.41,0.228,235,724.612,25,14,21-02-2019
959,NOLSM6632515,2,Oxidation,dry,874.8372938,O2,22.4,0.227,234,723.873,25,15,21-02-2019
960,NOLSM6642516,2,Oxidation,dry,874.7891083,O2,22.42,0.226,233,722.593,25,16,21-02-2019
961,NOLSM6652517,2,Oxidation,dry,875.3432567,O2,22.43,0.225,232,721.472,25,17,21-02-2019
962,NOLSM6662518,3,Oxidation,dry,874.4562581,O2,22.44,0.223,230,719.897,25,18,21-02-2019
963,NOLSM6672519,3,Oxidation,dry,874.7757848,O2,22.46,0.223,230,719.597,25,19,21-02-2019
964,NOLSM6682520,3,Oxidation,dry,874.7294473,O2,22.44,0.223,230,719.49,25,20,21-02-2019
965,NOLSM6692521,3,Oxidation,dry,874.5471399,O2,22.42,0.223,230,719.948,25,21,21-02-2019
966,NOLSM6702522,3,Oxidation,dry,874.4068155,O2,22.43,0.221,228,717.634,25,22,21-02-2019
967,NOLSM6712523,3,Oxidation,dry,874.134752,O2,22.45,0.221,228,718.016,25,23,21-02-2019
968,NOLSM6722524,3,Oxidation,dry,873.8859252,O2,22.46,0.221,228,717.698,25,24,21-02-2019
969,NOLSM6732525,3,Oxidation,dry,874.6530759,O2,22.47,0.222,229,718.56,25,25,21-02-2019
970,NOLSM6742526,1,Oxidation,dry,874.3081993,O2,22.46,0.222,229,719.062,25,26,21-02-2019
971,NOLSM6752527,1,Oxidation,dry,874.6540987,O2,22.45,0.222,229,718.585,25,27,21-02-2019
972,NOLSM13661136,2,Oxidation,dry,1101.74954,O2,26.11,0.203,27,713.051,6,28,22-02-2019
973,NOLSM13762137,2,Oxidation,wet,1070.745256,H2O,45.83,0.21,261,697.237,6,29,22-02-2019
974,NOLSM13863138,2,Oxidation,dry,1111.676,O2,28.76,0.206,19,702.597,6,30,22-02-2019
975,NOLSM13964139,2,Oxidation,wet,945.6052237,H2O,36.93,0.199,112,708.257,6,31,22-02-2019
976,NOLSM14065140,2,Oxidation,dry,1208.425378,O2,35.99,0.188,74,696.21,6,32,22-02-2019
977,NOLSM14166141,2,Oxidation,wet,1118.415305,H2O,30.27,0.218,97,708.267,6,33,22-02-2019
978,NOLSM14267142,2,Oxidation,dry,1094.327326,O2,32.55,0.205,148,709.319,6,34,22-02-2019
979,NOLSM14368143,2,Oxidation,wet,1102.164969,H2O,34.45,0.19,148,720.601,6,35,22-02-2019
980,NOLSM14469144,2,Oxidation,dry,1112.967099,O2,42.17,0.21,98,723.872,6,36,22-02-2019
981,NOLSM145610145,2,Oxidation,dry,1014.381543,O2,24.49,0.203,97,716.982,6,37,22-02-2019
982,NOLSM146611146,2,Oxidation,wet,1135.331066,H2O,26.21,0.217,46,701.435,6,38,22-02-2019
983,NOLSM147612147,2,Oxidation,dry,948.0581641,O2,34.19,0.194,186,719.909,6,39,22-02-2019
984,NOLSM148613148,2,Oxidation,dry,1046.998899,O2,37.64,0.221,153,704.422,6,40,22-02-2019
985,NOLSM149614149,2,Oxidation,wet,1117.2204,H2O,26.89,0.2,82,689.862,6,41,22-02-2019
986,NOLSM150615150,2,Oxidation,wet,1091.811092,H2O,43.08,0.213,121,704.781,6,42,22-02-2019
987,NOLSM151616151,2,Oxidation,dry,1083.268507,O2,33.47,0.208,124,703.775,6,43,22-02-2019
988,NOLSM152617152,2,Oxidation,dry,1050.330482,O2,36.92,0.197,59,715.505,6,44,22-02-2019
