,No_Die,Etching_Chamber,Process 3,Thin F4,Thin F3,Thin F2,Thin F1,Temp_Etching,Source_Power,Selectivity,Lot_Num,Wafer_Num,Datetime
676,NOLSM596232596,2,Etching,175.0,1465.0,3643.0,5720.0,71.431,51.428999999999995,1.034,23,29,19-02-2019
677,NOLSM597233597,3,Etching,202.0,1311.0,3636.0,5730.0,71.484,50.958999999999996,1.034,23,30,19-02-2019
678,NOLSM598234598,1,Etching,313.0,1407.0,3641.0,5704.0,71.477,51.516000000000005,1.037,23,31,19-02-2019
679,NOLSM599235599,2,Etching,224.0,1377.0,3648.0,5724.0,71.524,51.416000000000004,1.035,23,32,19-02-2019
680,NOLSM600236600,3,Etching,333.0,1271.0,3652.0,5718.0,71.532,51.486000000000004,1.037,23,33,19-02-2019
681,NOLSM601237601,1,Etching,269.0,1403.0,3640.0,5704.0,71.452,51.478,1.037,23,34,19-02-2019
682,NOLSM602238602,2,Etching,216.0,1445.0,3640.0,5709.0,71.32300000000001,51.665,1.042,23,35,19-02-2019
683,NOLSM603239603,3,Etching,236.0,1423.0,3631.0,5723.0,70.81,52.345,1.0590000000000002,23,36,19-02-2019
684,NOLSM6042310604,1,Etching,151.0,1515.0,3646.0,5685.0,70.596,52.357,1.0590000000000002,23,37,19-02-2019
685,NOLSM6052311605,2,Etching,207.0,1452.0,3645.0,5694.0,70.648,52.375,1.0590000000000002,23,38,19-02-2019
686,NOLSM6062312606,3,Etching,212.0,1564.0,3650.0,5688.0,70.598,52.328,1.058,23,39,19-02-2019
687,NOLSM6072313607,1,Etching,218.0,1473.0,3658.0,5689.0,70.475,52.299,1.057,23,40,19-02-2019
688,NOLSM6082314608,2,Etching,177.0,1470.0,3645.0,5692.0,70.582,52.238,1.056,23,41,19-02-2019
689,NOLSM6092315609,3,Etching,221.0,1437.0,3656.0,5720.0,70.722,52.156000000000006,1.054,23,42,19-02-2019
690,NOLSM6102316610,1,Etching,175.0,1558.0,3646.0,5690.0,70.687,51.894,1.047,23,43,19-02-2019
691,NOLSM6112317611,2,Etching,388.0,1553.0,3648.0,5717.0,70.64399999999999,51.915,1.048,23,44,19-02-2019
692,NOLSM6122318612,3,Etching,242.0,1709.0,3655.0,5702.0,70.38600000000001,51.933,1.048,23,45,19-02-2019
693,NOLSM6132319613,1,Etching,212.0,1468.0,3655.0,5714.0,70.494,51.88399999999999,1.047,23,46,19-02-2019
694,NOLSM6142320614,2,Etching,248.0,1466.0,3643.0,5719.0,70.39399999999999,51.873000000000005,1.047,23,47,19-02-2019
695,NOLSM6152321615,3,Etching,225.0,1390.0,3640.0,5700.0,70.555,51.85,1.046,23,48,19-02-2019
696,NOLSM6162322616,1,Etching,136.0,1561.0,3635.0,5709.0,70.564,51.875,1.047,23,49,19-02-2019
697,NOLSM6172323617,2,Etching,183.0,1665.0,3640.0,5701.0,70.842,52.051,1.051,23,50,19-02-2019
698,NOLSM6182324618,3,Etching,276.0,1573.0,3635.0,5703.0,70.702,52.071999999999996,1.052,23,51,19-02-2019
699,NOLSM6192325619,1,Etching,363.0,1526.0,3652.0,5728.0,70.878,52.119,1.053,23,52,19-02-2019
700,NOLSM6202326620,2,Etching,154.0,1481.0,3634.0,5723.0,70.882,52.226000000000006,1.056,23,53,19-02-2019
701,NOLSM6212327621,3,Etching,330.0,1588.0,3649.0,5713.0,70.99,52.176,1.054,23,54,19-02-2019
702,NOLSM5531,1,Etching,248.0,1557.0,3678.0,5683.0,72.07600000000001,51.556000000000004,1.057,3,1,19-02-2019
703,NOLSM5632,2,Etching,683.0,1546.0,3659.0,5717.0,71.472,51.805,1.033,3,2,19-02-2019
704,NOLSM5733,3,Etching,417.0,1455.0,3614.0,5717.0,70.563,51.521,1.0390000000000001,3,3,19-02-2019
705,NOLSM5834,2,Etching,479.0,1466.0,3650.0,5741.0,71.001,51.364,1.034,3,4,19-02-2019
706,NOLSM5935,1,Etching,433.0,1466.0,3657.0,5724.0,69.26899999999999,51.915,1.03,3,5,19-02-2019
707,NOLSM6036,1,Etching,333.0,1695.0,3645.0,5726.0,70.209,51.41,1.035,3,6,19-02-2019
708,NOLSM6137,2,Etching,323.0,1427.0,3664.0,5685.0,69.944,50.735,1.016,3,7,19-02-2019
709,NOLSM6238,3,Etching,483.0,1426.0,3649.0,5724.0,69.75,50.183,1.028,3,8,19-02-2019
710,NOLSM6339,2,Etching,222.0,1497.0,3668.0,5723.0,71.255,50.18899999999999,1.0,3,9,19-02-2019
711,NOLSM64310,1,Etching,479.0,1551.0,3677.0,5713.0,70.109,50.147,1.05,3,10,19-02-2019
712,NOLSM65311,1,Etching,687.0,1324.0,3627.0,5699.0,70.977,50.912,1.024,3,11,19-02-2019
713,NOLSM66312,2,Etching,285.0,1567.0,3671.0,5710.0,72.053,51.963,1.046,3,12,19-02-2019
714,NOLSM67313,3,Etching,367.0,1553.0,3613.0,5687.0,70.35300000000001,53.272,1.034,3,13,19-02-2019
715,NOLSM68314,3,Etching,189.0,1456.0,3644.0,5716.0,71.594,50.718,1.0490000000000002,3,14,19-02-2019
716,NOLSM69315,1,Etching,574.0,1459.0,3689.0,5697.0,69.995,52.102,1.033,3,15,19-02-2019
717,NOLSM70316,1,Etching,309.0,1529.0,3639.0,5702.0,71.335,50.724,1.037,3,16,19-02-2019
718,NOLSM71317,2,Etching,146.0,1395.0,3664.0,5718.0,71.135,50.849,1.023,3,17,19-02-2019
719,NOLSM72318,3,Etching,405.0,1470.0,3670.0,5724.0,71.021,51.178999999999995,1.062,3,18,19-02-2019
720,NOLSM73319,3,Etching,499.0,1448.0,3668.0,5717.0,71.413,51.177,1.037,3,19,19-02-2019
721,NOLSM74320,1,Etching,169.0,1312.0,3663.0,5724.0,70.41,51.828,1.033,3,20,19-02-2019
722,NOLSM75321,1,Etching,538.0,1522.0,3653.0,5723.0,70.518,51.486000000000004,1.0290000000000001,3,21,19-02-2019
723,NOLSM76322,3,Etching,224.0,1469.0,3639.0,5702.0,70.874,51.428999999999995,1.044,3,22,19-02-2019
724,NOLSM77323,3,Etching,278.0,1711.0,3674.0,5731.0,70.992,50.958999999999996,1.0270000000000001,3,23,19-02-2019
725,NOLSM78324,2,Etching,278.0,1526.0,3654.0,5713.0,71.921,51.516000000000005,1.037,3,24,19-02-2019
726,NOLSM79325,1,Etching,203.0,1501.0,3673.0,5720.0,71.077,51.937,1.0170000000000001,3,25,19-02-2019
727,NOLSM80326,1,Etching,394.0,1604.0,3647.0,5741.0,69.979,51.255,1.028,3,26,19-02-2019
728,NOLSM81327,2,Etching,395.0,1445.0,3636.0,5764.0,72.843,51.506,1.0070000000000001,3,27,19-02-2019
729,NOLSM595231,2,Etching,198.0,1439.0,3641.0,5685.0,71.309,51.283,1.032,23,1,19-02-2019
730,NOLSM596232,1,Etching,220.0,1465.0,3643.0,5720.0,71.431,51.353,1.034,23,2,19-02-2019
731,NOLSM597233,1,Etching,102.0,1311.0,3636.0,5730.0,71.484,51.355,1.034,23,3,19-02-2019
732,NOLSM598234,2,Etching,177.0,1407.0,3641.0,5704.0,71.477,51.471000000000004,1.037,23,4,19-02-2019
733,NOLSM599235,3,Etching,306.0,1377.0,3648.0,5724.0,71.524,51.416000000000004,1.035,23,5,19-02-2019
734,NOLSM600236,3,Etching,270.0,1271.0,3652.0,5718.0,71.532,51.486000000000004,1.037,23,6,19-02-2019
735,NOLSM601237,2,Etching,189.0,1403.0,3640.0,5704.0,71.452,51.478,1.037,23,7,19-02-2019
736,NOLSM602238,1,Etching,214.0,1445.0,3640.0,5709.0,71.32300000000001,51.665,1.042,23,8,19-02-2019
737,NOLSM603239,1,Etching,160.0,1423.0,3631.0,5723.0,70.81,52.345,1.0590000000000002,23,9,19-02-2019
738,NOLSM6042310,2,Etching,388.0,1515.0,3646.0,5685.0,70.596,52.357,1.0590000000000002,23,10,19-02-2019
739,NOLSM6052311,3,Etching,373.0,1452.0,3645.0,5694.0,70.648,52.375,1.0590000000000002,23,11,19-02-2019
740,NOLSM6062312,3,Etching,354.0,1564.0,3650.0,5688.0,70.598,52.328,1.058,23,12,19-02-2019
741,NOLSM6072313,2,Etching,225.0,1473.0,3638.0,5689.0,70.475,52.299,1.057,23,13,19-02-2019
742,NOLSM6082314,1,Etching,211.0,1470.0,3634.0,5692.0,70.582,52.238,1.056,23,14,19-02-2019
743,NOLSM6092315,1,Etching,147.0,1437.0,3637.0,5720.0,70.722,52.156000000000006,1.054,23,15,19-02-2019
744,NOLSM6102316,2,Etching,334.0,1558.0,3650.0,5690.0,70.687,51.894,1.047,23,16,19-02-2019
745,NOLSM6112317,3,Etching,388.0,1553.0,3655.0,5717.0,70.64399999999999,51.915,1.048,23,17,19-02-2019
746,NOLSM6122318,2,Etching,242.0,1492.0,3637.0,5702.0,70.38600000000001,51.933,1.048,23,18,19-02-2019
747,NOLSM6132319,1,Etching,212.0,1367.0,3636.0,5714.0,70.494,51.88399999999999,1.047,23,19,19-02-2019
748,NOLSM6142320,1,Etching,248.0,1436.0,3637.0,5719.0,70.39399999999999,51.873000000000005,1.047,23,20,19-02-2019
749,NOLSM6152321,2,Etching,225.0,1426.0,3640.0,5700.0,70.555,51.85,1.046,23,21,19-02-2019
750,NOLSM6162322,3,Etching,136.0,1297.0,3635.0,5709.0,70.564,51.875,1.047,23,22,19-02-2019
751,NOLSM6172323,3,Etching,183.0,1332.0,3640.0,5701.0,70.842,52.051,1.051,23,23,19-02-2019
752,NOLSM6182324,2,Etching,276.0,1410.0,3635.0,5703.0,70.702,52.071999999999996,1.052,23,24,19-02-2019
753,NOLSM6192325,1,Etching,363.0,1475.0,3652.0,5728.0,70.878,52.119,1.053,23,25,19-02-2019
754,NOLSM6202326,1,Etching,154.0,1361.0,3634.0,5723.0,70.882,52.226000000000006,1.056,23,26,19-02-2019
755,NOLSM6212327,2,Etching,330.0,1487.0,3649.0,5713.0,70.99,52.176,1.054,23,27,19-02-2019
756,NOLSM824182,1,Etching,340.0,1601.0,3666.0,5709.0,69.932,50.963,1.0270000000000001,4,28,20-02-2019
757,NOLSM834283,2,Etching,351.0,1687.0,3677.0,5732.0,72.414,50.93600000000001,1.041,4,29,20-02-2019
758,NOLSM844384,3,Etching,39.0,1410.0,3625.0,5720.0,71.033,50.145,0.99,4,30,20-02-2019
759,NOLSM854485,1,Etching,386.0,1413.0,3631.0,5701.0,71.137,52.023,1.015,4,31,20-02-2019
760,NOLSM864586,2,Etching,298.0,1612.0,3656.0,5715.0,71.234,51.378,1.042,4,32,20-02-2019
761,NOLSM874687,3,Etching,110.0,1520.0,3635.0,5716.0,71.249,51.373999999999995,1.025,4,33,20-02-2019
762,NOLSM884788,1,Etching,308.0,1510.0,3675.0,5717.0,71.169,51.573,1.0390000000000001,4,34,20-02-2019
763,NOLSM894889,2,Etching,392.0,1456.0,3682.0,5714.0,71.153,50.945,1.038,4,35,20-02-2019
764,NOLSM904990,3,Etching,488.0,1416.0,3662.0,5713.0,71.196,51.698,1.037,4,36,20-02-2019
765,NOLSM9141091,1,Etching,515.0,1494.0,3690.0,5694.0,71.17399999999999,51.168,1.05,4,37,20-02-2019
766,NOLSM9241192,2,Etching,261.0,1300.0,3646.0,5723.0,71.28699999999999,50.748000000000005,1.051,4,38,20-02-2019
767,NOLSM9341293,3,Etching,308.0,1615.0,3665.0,5719.0,71.17,50.611999999999995,1.044,4,39,20-02-2019
768,NOLSM9441394,1,Etching,181.0,1296.0,3635.0,5712.0,71.164,50.931999999999995,1.058,4,40,20-02-2019
769,NOLSM9541495,2,Etching,388.0,1488.0,3675.0,5727.0,71.119,51.57899999999999,1.021,4,41,20-02-2019
770,NOLSM9641596,3,Etching,242.0,1469.0,3684.0,5716.0,71.256,50.9,1.038,4,42,20-02-2019
771,NOLSM9741697,1,Etching,382.0,1495.0,3663.0,5727.0,71.402,50.65,1.0270000000000001,4,43,20-02-2019
772,NOLSM9841798,2,Etching,285.0,1507.0,3630.0,5718.0,71.28699999999999,50.433,1.047,4,44,20-02-2019
773,NOLSM9941899,3,Etching,334.0,1295.0,3686.0,5688.0,72.783,51.06100000000001,1.045,4,45,20-02-2019
774,NOLSM100419100,1,Etching,357.0,1411.0,3668.0,5720.0,72.288,50.875,1.036,4,46,20-02-2019
775,NOLSM101420101,2,Etching,405.0,1584.0,3660.0,5732.0,70.82300000000001,50.187,1.036,4,47,20-02-2019
776,NOLSM102421102,3,Etching,373.0,1385.0,3632.0,5744.0,68.61,51.038000000000004,1.07,4,48,20-02-2019
777,NOLSM103422103,1,Etching,389.0,1373.0,3648.0,5707.0,68.215,51.023999999999994,1.045,4,49,20-02-2019
778,NOLSM104423104,2,Etching,301.0,1434.0,3681.0,5723.0,70.76899999999999,51.312,1.0270000000000001,4,50,20-02-2019
779,NOLSM105424105,3,Etching,361.0,1532.0,3673.0,5701.0,71.02,51.082,1.05,4,51,20-02-2019
780,NOLSM106425106,1,Etching,254.0,1412.0,3655.0,5748.0,70.07600000000001,50.464,1.015,4,52,20-02-2019
781,NOLSM107426107,2,Etching,331.0,1494.0,3666.0,5729.0,70.28399999999999,51.916000000000004,1.042,4,53,20-02-2019
782,NOLSM108427108,3,Etching,413.0,1519.0,3657.0,5733.0,71.439,51.98,1.045,4,54,20-02-2019
783,NOLSM622241622,1,Etching,367.0,1441.0,3652.0,5695.0,70.91,52.172,1.054,24,28,20-02-2019
784,NOLSM623242623,2,Etching,228.0,1441.0,3637.0,5711.0,70.90100000000001,51.699,1.042,24,29,20-02-2019
785,NOLSM624243624,3,Etching,188.0,1402.0,3635.0,5692.0,70.75399999999999,51.773999999999994,1.044,24,30,20-02-2019
786,NOLSM625244625,1,Etching,185.0,1361.0,3635.0,5728.0,70.831,51.724,1.043,24,31,20-02-2019
787,NOLSM626245626,2,Etching,136.0,1406.0,3637.0,5729.0,70.785,51.736999999999995,1.043,24,32,20-02-2019
788,NOLSM627246627,3,Etching,114.0,1430.0,3634.0,5686.0,70.855,51.74100000000001,1.044,24,33,20-02-2019
789,NOLSM628247628,1,Etching,168.0,1304.0,3636.0,5709.0,70.82,51.738,1.043,24,34,20-02-2019
790,NOLSM629248629,2,Etching,189.0,1371.0,3640.0,5721.0,71.345,52.448,1.061,24,35,20-02-2019
791,NOLSM630249630,3,Etching,153.0,1411.0,3642.0,5726.0,71.189,52.372,1.0590000000000002,24,36,20-02-2019
792,NOLSM6312410631,1,Etching,294.0,1462.0,3646.0,5689.0,71.15899999999999,52.223,1.056,24,37,20-02-2019
793,NOLSM6322411632,2,Etching,385.0,1471.0,3652.0,5705.0,71.141,52.251000000000005,1.056,24,38,20-02-2019
794,NOLSM6332412633,3,Etching,203.0,1421.0,3640.0,5705.0,71.154,52.104,1.053,24,39,20-02-2019
795,NOLSM6342413634,1,Etching,133.0,1407.0,3637.0,5681.0,70.959,52.047,1.051,24,40,20-02-2019
796,NOLSM6352414635,2,Etching,142.0,1493.0,3638.0,5707.0,71.017,51.995,1.05,24,41,20-02-2019
797,NOLSM6362415636,3,Etching,342.0,1464.0,3647.0,5691.0,71.014,51.77,1.044,24,42,20-02-2019
798,NOLSM6372416637,1,Etching,228.0,1340.0,3638.0,5707.0,70.929,51.7,1.042,24,43,20-02-2019
799,NOLSM6382417638,2,Etching,268.0,1392.0,3642.0,5687.0,71.007,51.681000000000004,1.042,24,44,20-02-2019
800,NOLSM6392418639,3,Etching,225.0,1383.0,3643.0,5691.0,71.038,51.663000000000004,1.042,24,45,20-02-2019
801,NOLSM6402419640,1,Etching,137.0,1472.0,3636.0,5704.0,70.885,51.633,1.041,24,46,20-02-2019
802,NOLSM6412420641,2,Etching,175.0,1450.0,3641.0,5684.0,70.954,51.613,1.04,24,47,20-02-2019
803,NOLSM6422421642,3,Etching,202.0,1588.0,3640.0,5712.0,70.988,51.604,1.04,24,48,20-02-2019
804,NOLSM6432422643,1,Etching,313.0,1284.0,3638.0,5730.0,71.055,51.645,1.041,24,49,20-02-2019
805,NOLSM6442423644,2,Etching,224.0,1339.0,3639.0,5732.0,71.194,51.986999999999995,1.05,24,50,20-02-2019
806,NOLSM6452424645,3,Etching,333.0,1433.0,3644.0,5693.0,71.187,51.785,1.045,24,51,20-02-2019
807,NOLSM6462425646,1,Etching,269.0,1337.0,3638.0,5728.0,71.077,51.72,1.043,24,52,20-02-2019
808,NOLSM6472426647,2,Etching,216.0,1367.0,3645.0,5704.0,72.172,51.255,1.031,24,53,20-02-2019
809,NOLSM6482427648,3,Etching,236.0,1421.0,3646.0,5700.0,72.227,51.229,1.031,24,54,20-02-2019
810,NOLSM8241,3,Etching,340.0,1601.0,3666.0,5709.0,69.932,50.963,1.0270000000000001,4,1,20-02-2019
811,NOLSM8342,3,Etching,351.0,1687.0,3677.0,5732.0,72.414,50.93600000000001,1.041,4,2,20-02-2019
812,NOLSM8443,2,Etching,39.0,1410.0,3625.0,5720.0,72.35,50.145,0.99,4,3,20-02-2019
813,NOLSM8544,1,Etching,386.0,1413.0,3631.0,5701.0,70.872,52.023,1.015,4,4,20-02-2019
814,NOLSM8645,1,Etching,298.0,1612.0,3656.0,5715.0,71.361,51.378,1.042,4,5,20-02-2019
815,NOLSM8746,2,Etching,110.0,1520.0,3635.0,5716.0,70.291,51.373999999999995,1.025,4,6,20-02-2019
816,NOLSM8847,3,Etching,308.0,1510.0,3675.0,5717.0,71.39,51.573,1.0390000000000001,4,7,20-02-2019
817,NOLSM8948,2,Etching,392.0,1456.0,3682.0,5714.0,69.90899999999999,50.945,1.038,4,8,20-02-2019
818,NOLSM9049,1,Etching,488.0,1416.0,3662.0,5713.0,70.85600000000001,51.698,1.037,4,9,20-02-2019
819,NOLSM91410,1,Etching,515.0,1494.0,3690.0,5694.0,71.27600000000001,51.168,1.05,4,10,20-02-2019
820,NOLSM92411,2,Etching,261.0,1300.0,3646.0,5723.0,70.278,50.748000000000005,1.051,4,11,20-02-2019
821,NOLSM93412,3,Etching,308.0,1615.0,3665.0,5719.0,71.59100000000001,50.611999999999995,1.044,4,12,20-02-2019
822,NOLSM94413,3,Etching,181.0,1296.0,3635.0,5712.0,70.223,50.931999999999995,1.058,4,13,20-02-2019
823,NOLSM95414,2,Etching,388.0,1488.0,3675.0,5727.0,71.498,51.57899999999999,1.021,4,14,20-02-2019
824,NOLSM96415,1,Etching,242.0,1469.0,3684.0,5716.0,71.558,50.9,1.038,4,15,20-02-2019
825,NOLSM97416,1,Etching,382.0,1495.0,3663.0,5727.0,72.509,50.65,1.0270000000000001,4,16,20-02-2019
826,NOLSM98417,3,Etching,285.0,1507.0,3630.0,5718.0,72.434,50.433,1.047,4,17,20-02-2019
827,NOLSM99418,3,Etching,334.0,1295.0,3686.0,5688.0,72.783,51.06100000000001,1.045,4,18,20-02-2019
828,NOLSM100419,2,Etching,357.0,1411.0,3668.0,5720.0,72.288,50.875,1.036,4,19,20-02-2019
829,NOLSM101420,1,Etching,405.0,1584.0,3660.0,5732.0,70.82300000000001,50.187,1.036,4,20,20-02-2019
830,NOLSM102421,1,Etching,373.0,1385.0,3632.0,5744.0,68.61,51.038000000000004,1.07,4,21,20-02-2019
831,NOLSM103422,2,Etching,389.0,1373.0,3648.0,5707.0,68.215,51.023999999999994,1.045,4,22,20-02-2019
832,NOLSM104423,3,Etching,301.0,1434.0,3681.0,5723.0,70.76899999999999,51.312,1.0270000000000001,4,23,20-02-2019
833,NOLSM105424,2,Etching,361.0,1532.0,3673.0,5701.0,71.02,51.082,1.05,4,24,20-02-2019
834,NOLSM106425,1,Etching,254.0,1412.0,3655.0,5748.0,70.07600000000001,50.464,1.015,4,25,20-02-2019
835,NOLSM107426,1,Etching,331.0,1494.0,3666.0,5729.0,70.28399999999999,51.916000000000004,1.042,4,26,20-02-2019
836,NOLSM108427,2,Etching,413.0,1519.0,3657.0,5733.0,71.439,51.98,1.045,4,27,20-02-2019
837,NOLSM622241,3,Etching,367.0,1475.0,3652.0,5695.0,70.91,52.172,1.054,24,1,20-02-2019
838,NOLSM623242,3,Etching,228.0,1379.0,3637.0,5711.0,70.90100000000001,51.699,1.042,24,2,20-02-2019
839,NOLSM624243,2,Etching,188.0,1386.0,3635.0,5692.0,70.75399999999999,51.773999999999994,1.044,24,3,20-02-2019
840,NOLSM625244,1,Etching,185.0,1361.0,3635.0,5728.0,70.831,51.724,1.043,24,4,20-02-2019
841,NOLSM626245,1,Etching,136.0,1406.0,3637.0,5729.0,70.785,51.736999999999995,1.043,24,5,20-02-2019
842,NOLSM627246,3,Etching,114.0,1430.0,3634.0,5686.0,70.855,51.74100000000001,1.044,24,6,20-02-2019
843,NOLSM628247,3,Etching,168.0,1304.0,3636.0,5709.0,70.82,51.738,1.043,24,7,20-02-2019
844,NOLSM629248,1,Etching,189.0,1371.0,3640.0,5721.0,71.345,52.448,1.061,24,8,20-02-2019
845,NOLSM630249,1,Etching,153.0,1411.0,3642.0,5726.0,71.189,52.372,1.0590000000000002,24,9,20-02-2019
846,NOLSM6312410,2,Etching,294.0,1462.0,3646.0,5689.0,71.15899999999999,52.223,1.056,24,10,20-02-2019
847,NOLSM6322411,3,Etching,385.0,1471.0,3652.0,5705.0,71.141,52.251000000000005,1.056,24,11,20-02-2019
848,NOLSM6332412,3,Etching,203.0,1421.0,3640.0,5705.0,71.154,52.104,1.053,24,12,20-02-2019
849,NOLSM6342413,1,Etching,133.0,1407.0,3637.0,5681.0,70.959,52.047,1.051,24,13,20-02-2019
850,NOLSM6352414,1,Etching,142.0,1493.0,3638.0,5707.0,71.017,51.995,1.05,24,14,20-02-2019
851,NOLSM6362415,2,Etching,342.0,1464.0,3647.0,5691.0,71.014,51.77,1.044,24,15,20-02-2019
852,NOLSM6372416,3,Etching,228.0,1340.0,3638.0,5707.0,70.929,51.7,1.042,24,16,20-02-2019
853,NOLSM6382417,2,Etching,268.0,1392.0,3642.0,5687.0,71.007,51.681000000000004,1.042,24,17,20-02-2019
854,NOLSM6392418,1,Etching,225.0,1383.0,3643.0,5691.0,71.038,51.663000000000004,1.042,24,18,20-02-2019
855,NOLSM6402419,1,Etching,137.0,1472.0,3636.0,5704.0,70.885,51.633,1.041,24,19,20-02-2019
856,NOLSM6412420,3,Etching,214.0,1450.0,3641.0,5684.0,70.954,51.613,1.04,24,20,20-02-2019
857,NOLSM6422421,3,Etching,223.0,1588.0,3640.0,5712.0,70.988,51.604,1.04,24,21,20-02-2019
858,NOLSM6432422,2,Etching,222.0,1284.0,3638.0,5730.0,71.055,51.645,1.041,24,22,20-02-2019
859,NOLSM6442423,1,Etching,164.0,1339.0,3639.0,5732.0,71.194,51.986999999999995,1.05,24,23,20-02-2019
860,NOLSM6452424,1,Etching,243.0,1433.0,3644.0,5693.0,71.187,51.785,1.045,24,24,20-02-2019
861,NOLSM6462425,2,Etching,157.0,1337.0,3638.0,5728.0,71.077,51.72,1.043,24,25,20-02-2019
862,NOLSM6472426,3,Etching,136.0,1367.0,3645.0,5704.0,72.172,51.255,1.031,24,26,20-02-2019
863,NOLSM6482427,3,Etching,135.0,1421.0,3646.0,5700.0,72.227,51.229,1.031,24,27,20-02-2019
864,NOLSM10951109,1,Etching,431.0,1761.0,3654.0,5713.0,71.672,50.522,1.038,5,28,21-02-2019
865,NOLSM11052110,2,Etching,542.0,1508.0,3672.0,5703.0,70.494,50.114,1.028,5,29,21-02-2019
866,NOLSM11153111,3,Etching,139.0,1558.0,3663.0,5722.0,68.85,51.053000000000004,1.064,5,30,21-02-2019
867,NOLSM11254112,1,Etching,478.0,1358.0,3670.0,5704.0,69.60600000000001,51.317,1.048,5,31,21-02-2019
868,NOLSM11355113,2,Etching,489.0,1552.0,3662.0,5702.0,70.172,51.528,1.034,5,32,21-02-2019
869,NOLSM11456114,3,Etching,551.0,1507.0,3699.0,5684.0,70.712,51.122,1.044,5,33,21-02-2019
870,NOLSM11557115,1,Etching,315.0,1560.0,3688.0,5742.0,70.795,51.131,1.035,5,34,21-02-2019
871,NOLSM11658116,2,Etching,121.0,1605.0,3671.0,5717.0,69.468,51.951,1.0190000000000001,5,35,21-02-2019
872,NOLSM11759117,3,Etching,289.0,1662.0,3672.0,5712.0,71.293,51.856,1.0070000000000001,5,36,21-02-2019
873,NOLSM118510118,1,Etching,421.0,1464.0,3691.0,5699.0,69.722,50.873999999999995,1.042,5,37,21-02-2019
874,NOLSM119511119,2,Etching,580.0,1593.0,3683.0,5715.0,69.98,50.826,1.028,5,38,21-02-2019
875,NOLSM120512120,3,Etching,298.0,1320.0,3684.0,5704.0,71.553,51.98,1.005,5,39,21-02-2019
876,NOLSM121513121,1,Etching,220.0,1489.0,3602.0,5737.0,70.388,50.448,1.022,5,40,21-02-2019
877,NOLSM122514122,2,Etching,28.0,1376.0,3653.0,5717.0,69.352,50.88,1.0590000000000002,5,41,21-02-2019
878,NOLSM123515123,3,Etching,278.0,1476.0,3647.0,5708.0,70.919,50.58,1.024,5,42,21-02-2019
879,NOLSM124516124,1,Etching,385.0,1485.0,3655.0,5734.0,71.883,50.858999999999995,1.038,5,43,21-02-2019
880,NOLSM125517125,2,Etching,169.0,1523.0,3664.0,5708.0,70.497,51.628,1.0270000000000001,5,44,21-02-2019
881,NOLSM126518126,3,Etching,345.0,1433.0,3658.0,5713.0,70.278,51.43600000000001,1.035,5,45,21-02-2019
882,NOLSM127519127,1,Etching,181.0,1347.0,3659.0,5703.0,70.938,51.553000000000004,1.051,5,46,21-02-2019
883,NOLSM128520128,2,Etching,230.0,1508.0,3661.0,5706.0,70.906,51.745,1.01,5,47,21-02-2019
884,NOLSM129521129,3,Etching,220.0,1313.0,3662.0,5699.0,72.843,51.147,1.03,5,48,21-02-2019
885,NOLSM130522130,1,Etching,609.0,1525.0,3634.0,5751.0,71.108,50.614,1.0290000000000001,5,49,21-02-2019
886,NOLSM131523131,2,Etching,307.0,1458.0,3657.0,5700.0,71.219,51.523,1.013,5,50,21-02-2019
887,NOLSM132524132,3,Etching,537.0,1461.0,3641.0,5692.0,71.092,50.678999999999995,1.03,5,51,21-02-2019
888,NOLSM133525133,1,Etching,248.0,1597.0,3636.0,5714.0,71.186,51.128,1.032,5,52,21-02-2019
889,NOLSM134526134,2,Etching,501.0,1521.0,3624.0,5712.0,71.554,50.902,1.022,5,53,21-02-2019
890,NOLSM135527135,3,Etching,302.0,1553.0,3661.0,5705.0,69.23,51.433,0.9840000000000001,5,54,21-02-2019
891,NOLSM649251649,1,Etching,151.0,1436.0,3645.0,5729.0,71.938,51.178000000000004,1.0290000000000001,25,28,21-02-2019
892,NOLSM650252650,2,Etching,207.0,1392.0,3650.0,5725.0,72.24600000000001,50.8,1.02,25,29,21-02-2019
893,NOLSM651253651,3,Etching,212.0,1517.0,3659.0,5699.0,71.956,50.833,1.021,25,30,21-02-2019
894,NOLSM652254652,1,Etching,218.0,1607.0,3678.0,5728.0,71.932,50.691,1.0170000000000001,25,31,21-02-2019
895,NOLSM653255653,2,Etching,177.0,1652.0,3689.0,5714.0,72.013,50.536,1.013,25,32,21-02-2019
896,NOLSM654256654,3,Etching,221.0,1435.0,3659.0,5705.0,71.658,50.211000000000006,1.005,25,33,21-02-2019
897,NOLSM655257655,1,Etching,175.0,1643.0,3691.0,5702.0,72.319,51.308,1.033,25,34,21-02-2019
898,NOLSM656258656,2,Etching,642.0,1726.0,3693.0,5719.0,72.419,51.39,1.035,25,35,21-02-2019
899,NOLSM657259657,3,Etching,220.0,1642.0,3692.0,5721.0,72.529,51.483000000000004,1.037,25,36,21-02-2019
900,NOLSM6582510658,1,Etching,664.0,1591.0,3691.0,5700.0,72.289,51.091,1.0270000000000001,25,37,21-02-2019
901,NOLSM6592511659,2,Etching,482.0,1611.0,3679.0,5709.0,72.33800000000001,51.358000000000004,1.034,25,38,21-02-2019
