,No_Die,Chamber_Num,process4,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,Lot_Num,Wafer_Num,Datetime
1262,NOLSM210821,3,Implantation,6514848000000000.0,9.707084e+16,6.275312e+17,2.993376e+17,5.999973e+17,32024.685,104.31,921.0,155,8,21,24-02-2019
1263,NOLSM211822,3,Implantation,6802402000000000.0,5.398211e+16,3.376089e+17,3.009978e+17,5.999999e+17,31914.156000000003,103.005,919.0,156,8,22,24-02-2019
1264,NOLSM212823,2,Implantation,1.223458e+16,5.668837e+16,6.372855e+17,3.0085e+17,5.999996e+17,32145.311,105.287,906.0,154,8,23,24-02-2019
1265,NOLSM213824,1,Implantation,1.173663e+16,1.763142e+17,6.58742e+17,3.001228e+17,6.000012e+17,31367.451,104.95299999999999,904.0,156,8,24,24-02-2019
1266,NOLSM214825,1,Implantation,7497087000000000.0,4.30695e+16,8.263348e+17,3.009005e+17,6e+17,31803.123,101.499,924.0,158,8,25,24-02-2019
1267,NOLSM215826,2,Implantation,1.340471e+16,8.613404e+16,7.304245e+17,3.01051e+17,5.999995e+17,32135.071,101.24,892.0,156,8,26,24-02-2019
1268,NOLSM216827,3,Implantation,1.351702e+16,8.913411e+16,2.672081e+17,2.998232e+17,5.999971e+17,31851.921000000002,102.118,907.0,157,8,27,24-02-2019
1269,NOLSM730281,2,Implantation,2329571000000000.0,361693100000000.0,1035153000000000.0,2.994054e+17,5.999998e+17,32771.763999999996,103.697,902.0,156,28,1,24-02-2019
1270,NOLSM731282,3,Implantation,1.568585e+16,1.469665e+17,8.607943e+17,3.016162e+17,5.999993e+17,32767.877999999997,104.492,901.0,157,28,2,24-02-2019
1271,NOLSM732283,3,Implantation,1.033091e+16,5548052000000000.0,4.067639e+16,3.009726e+17,5.999985e+17,32767.951,103.05,901.0,155,28,3,24-02-2019
1272,NOLSM733284,2,Implantation,5249910000000000.0,9552697000000000.0,1.920297e+16,2.998399e+17,6.000015e+17,32757.689,103.24700000000001,902.0,155,28,4,24-02-2019
1273,NOLSM734285,1,Implantation,2.153688e+16,2414465000000000.0,187664300000000.0,2.990665e+17,5.999993e+17,32758.759,104.005,903.0,156,28,5,24-02-2019
1274,NOLSM735286,1,Implantation,1.284569e+16,1.363434e+16,4.692706e+17,2.98862e+17,6.000009e+17,32951.237,103.83200000000001,903.0,156,28,6,24-02-2019
1275,NOLSM736287,2,Implantation,1.065457e+16,79187560000000.0,256269300000000.0,3.001302e+17,5.999995e+17,32572.985,104.536,903.0,157,28,7,24-02-2019
1276,NOLSM737288,3,Implantation,1.047645e+16,1049548000000000.0,5.404062e+17,2.995682e+17,6.000004e+17,32547.767999999996,104.6,903.0,157,28,8,24-02-2019
1277,NOLSM738289,3,Implantation,1.084635e+16,1.083809e+17,3.44836e+17,3.006498e+17,6.000006e+17,32547.251,104.54,899.0,157,28,9,24-02-2019
1278,NOLSM7392810,2,Implantation,1.052823e+16,7.19429e+16,5.547434e+16,2.983236e+17,6.000001e+17,32234.854,104.23,898.0,156,28,10,24-02-2019
1279,NOLSM7402811,1,Implantation,9447634000000000.0,6.982225e+16,415331500000000.0,2.99916e+17,6.000005e+17,32330.696,103.757,898.0,156,28,11,24-02-2019
1280,NOLSM7412812,1,Implantation,8746548000000000.0,8.621174e+16,3.449629e+17,3.005335e+17,6.000005e+17,32453.91,103.794,898.0,156,28,12,24-02-2019
1281,NOLSM7422813,2,Implantation,1.728803e+16,1.403345e+17,1.004486e+18,3.010751e+17,5.999988e+17,32459.947,103.51700000000001,898.0,155,28,13,24-02-2019
1282,NOLSM7432814,3,Implantation,1.668517e+16,1.308587e+17,2414846000000000.0,2.994405e+17,6.000003e+17,32451.735,103.51100000000001,893.0,155,28,14,24-02-2019
1283,NOLSM7442815,3,Implantation,1.782448e+16,1.228572e+16,1.498824e+17,2.98324e+17,5.999995e+17,32446.311,103.461,884.0,155,28,15,24-02-2019
1284,NOLSM7452816,2,Implantation,1.894166e+16,4.39813e+16,1.099472e+18,2.987816e+17,5.999993e+17,32461.916,103.339,885.0,155,28,16,24-02-2019
1285,NOLSM7462817,1,Implantation,1.730546e+16,1.30198e+16,4875516000000000.0,2.982447e+17,6.000002e+17,32461.009,102.584,885.0,154,28,17,24-02-2019
1286,NOLSM7472818,1,Implantation,1.454065e+16,1.310033e+16,8.702955e+17,2.999457e+17,5.999999e+17,32451.237999999998,103.09,881.0,155,28,18,24-02-2019
1287,NOLSM7482819,2,Implantation,1.994389e+16,1.062804e+17,3339563000000000.0,2.994151e+17,6.000002e+17,32360.3,103.119,881.0,155,28,19,24-02-2019
1288,NOLSM7492820,3,Implantation,3237665000000000.0,2411845000000000.0,60393540000000.0,3.017264e+17,5.999987e+17,32551.161,102.936,881.0,154,28,20,24-02-2019
1289,NOLSM7502821,3,Implantation,4695525000000000.0,1.317511e+16,1807506000000000.0,2.98064e+17,5.999995e+17,32446.177000000003,102.995,881.0,154,28,21,24-02-2019
1290,NOLSM7512822,2,Implantation,2557378000000000.0,9225372000000.0,575508900000000.0,2.997097e+17,5.999999e+17,32441.521,102.49,878.0,154,28,22,24-02-2019
1291,NOLSM7522823,1,Implantation,5884392000000000.0,5.797774e+16,22564131372.0,3.014716e+17,5.999998e+17,32449.708,101.118,882.0,152,28,23,24-02-2019
1292,NOLSM7532824,1,Implantation,5923203000000000.0,158573200000000.0,235843410402.0,3.000616e+17,6.000007e+17,32456.237,101.975,883.0,153,28,24,24-02-2019
1293,NOLSM7542825,2,Implantation,1.336957e+16,4623857000000.0,724367782663.0,3.006356e+17,6e+17,32463.404,103.309,881.0,155,28,25,24-02-2019
1294,NOLSM7552826,3,Implantation,1.262671e+16,117302900000000.02,983912019517.0,2.987244e+17,6.00001e+17,32454.981,102.8,882.0,154,28,26,24-02-2019
1295,NOLSM7562827,2,Implantation,1.464149e+16,71009350000000.0,7.878307e+17,2.991476e+17,5.999983e+17,32449.884,102.223,878.0,153,28,27,24-02-2019
1296,NOLSM21791217,1,Implantation,1.353503e+16,4.327667e+16,6.717213e+17,2.990307e+17,6.000007e+17,31527.587000000003,97.744,914.0,151,9,28,25-02-2019
1297,NOLSM21892218,2,Implantation,1.442735e+16,4.988666e+16,5.270421e+17,3.005376e+17,5.999978e+17,32215.537999999997,103.454,910.0,152,9,29,25-02-2019
1298,NOLSM21993219,3,Implantation,1.947372e+16,3.402286e+16,1.091325e+18,2.992692e+17,5.999986e+17,32325.654,102.42299999999999,907.0,157,9,30,25-02-2019
1299,NOLSM22094220,1,Implantation,1.165592e+16,7800635000000000.0,4.856349e+17,3.00305e+17,5.999995e+17,31723.494,103.42200000000001,900.0,155,9,31,25-02-2019
1300,NOLSM22195221,2,Implantation,9576587000000000.0,1.348716e+17,5.707538e+17,2.992264e+17,5.999979e+17,32407.745,102.429,900.0,150,9,32,25-02-2019
1301,NOLSM22296222,3,Implantation,1.865634e+16,-3.00783e+16,8.679111e+17,3.014537e+17,5.999998e+17,32497.987,102.546,919.0,156,9,33,25-02-2019
1302,NOLSM22397223,1,Implantation,1.444422e+16,9.125496e+16,6.468985e+17,2.997999e+17,5.999978e+17,32148.097,102.64200000000001,892.0,154,9,34,25-02-2019
1303,NOLSM22498224,2,Implantation,1.771972e+16,9.616448e+16,8.532892e+17,2.979858e+17,5.999998e+17,31400.682,101.624,871.0,155,9,35,25-02-2019
1304,NOLSM22599225,3,Implantation,1.228313e+16,8.669117e+16,2.548591e+17,2.995077e+17,6.000014e+17,31093.126,102.801,898.0,153,9,36,25-02-2019
1305,NOLSM226910226,1,Implantation,8756849000000000.0,1.575852e+17,9.485446e+17,2.98837e+17,6e+17,31269.035,103.405,909.0,159,9,37,25-02-2019
1306,NOLSM227911227,2,Implantation,9569839000000000.0,1.406667e+17,5.760478e+17,3.010703e+17,5.99998e+17,32130.96,103.15100000000001,921.0,152,9,38,25-02-2019
1307,NOLSM228912228,3,Implantation,1.204359e+16,1.562548e+17,1.401808e+18,3.022468e+17,5.999989e+17,32270.306,103.15700000000001,891.0,152,9,39,25-02-2019
1308,NOLSM229913229,1,Implantation,1.477364e+16,5.994234e+16,5.516401e+17,2.996894e+17,5.999997e+17,31181.18,102.288,915.0,157,9,40,25-02-2019
1309,NOLSM230914230,2,Implantation,6658436000000000.0,5.409422e+16,4.997664e+17,2.987405e+17,5.999993e+17,31249.611,102.036,893.0,155,9,41,25-02-2019
1310,NOLSM231915231,3,Implantation,9261799000000000.0,1.079055e+17,1.089674e+18,3.00606e+17,5.999998e+17,30899.82,104.486,907.0,155,9,42,25-02-2019
1311,NOLSM232916232,1,Implantation,1.143198e+16,1.125489e+17,4.62002e+17,3.0039e+17,6.000011e+17,31964.942000000003,104.584,885.0,156,9,43,25-02-2019
1312,NOLSM233917233,2,Implantation,8443158000000000.0,9.183072e+16,8.331907e+17,3.003853e+17,5.999999e+17,32318.607000000004,102.912,905.0,156,9,44,25-02-2019
1313,NOLSM234918234,3,Implantation,9636292000000000.0,7.41004e+16,2.395544e+17,2.999216e+17,6e+17,31891.406000000003,102.015,883.0,155,9,45,25-02-2019
1314,NOLSM235919235,1,Implantation,9124457000000000.0,4.067083e+16,2.544205e+17,3.006359e+17,5.999995e+17,31409.106,102.6,895.0,155,9,46,25-02-2019
1315,NOLSM236920236,2,Implantation,6976466000000000.0,5.540689e+16,8.430292e+17,3.014471e+17,5.999995e+17,32608.352000000003,103.12799999999999,900.0,152,9,47,25-02-2019
1316,NOLSM237921237,3,Implantation,4552835000000000.0,6.943478e+16,4.571101e+17,2.980155e+17,5.999984e+17,32496.871,104.199,916.0,159,9,48,25-02-2019
1317,NOLSM238922238,1,Implantation,1.598688e+16,1.426387e+17,5.015333e+17,3.016534e+17,5.999982e+17,31912.056,106.428,898.0,154,9,49,25-02-2019
1318,NOLSM239923239,2,Implantation,1.095292e+16,7.716403e+16,6.641376e+16,3.02505e+17,5.999991e+17,31192.302000000003,103.46,916.0,154,9,50,25-02-2019
1319,NOLSM240924240,3,Implantation,1.752139e+16,1.389796e+17,6.147619e+17,2.99956e+17,5.999999e+17,31265.612,105.779,884.0,154,9,51,25-02-2019
1320,NOLSM241925241,1,Implantation,1.182359e+16,7.138811e+16,5.558317e+17,2.990254e+17,5.99999e+17,32341.911,102.258,897.0,157,9,52,25-02-2019
1321,NOLSM242926242,2,Implantation,6100286000000000.0,1.22715e+16,1.057424e+18,3.003509e+17,6e+17,31982.396,103.03,893.0,157,9,53,25-02-2019
1322,NOLSM243927243,3,Implantation,9910242000000000.0,1.05843e+17,6.597263e+17,2.998473e+17,5.999983e+17,31768.47,104.863,896.0,155,9,54,25-02-2019
1323,NOLSM757291757,1,Implantation,1.929673e+16,,3.089572e+17,2.99097e+17,6.000016e+17,32444.191000000003,101.359,877.0,152,29,28,25-02-2019
1324,NOLSM758292758,2,Implantation,7624013000000000.0,3.369503e+16,1999220000000.0,2.997058e+17,5.999995e+17,32445.445,102.01799999999999,878.0,153,29,29,25-02-2019
1325,NOLSM759293759,3,Implantation,1.101317e+16,4.971335e+16,8.93006e+16,3.00448e+17,5.99999e+17,32412.236,102.02799999999999,878.0,153,29,30,25-02-2019
1326,NOLSM760294760,1,Implantation,2800513000000000.0,32645606689.0,26639639.169,3.014574e+17,6.000017e+17,31636.857999999997,102.074,877.0,153,29,31,25-02-2019
1327,NOLSM761295761,2,Implantation,1.961682e+16,1.30873e+16,4.644509e+17,3.004248e+17,6.000003e+17,30152.769,101.90700000000001,874.0,153,29,32,25-02-2019
1328,NOLSM762296762,3,Implantation,1.968598e+16,6.277507e+16,45700190000000.0,2.990783e+17,6.000008e+17,32166.325,100.491,909.0,151,29,33,25-02-2019
1329,NOLSM763297763,1,Implantation,1.999463e+16,7.875218e+16,6.304516e+17,2.993458e+17,6.000001e+17,32454.409,100.971,910.0,151,29,34,25-02-2019
1330,NOLSM764298764,2,Implantation,1.286978e+16,4.085213e+16,3.377489e+17,3.001889e+17,5.999998e+17,32445.721,101.366,909.0,152,29,35,25-02-2019
1331,NOLSM765299765,3,Implantation,7339189000000000.0,1.582519e+16,1.134649e+16,2.998645e+17,5.999998e+17,32450.023999999998,100.821,900.0,151,29,36,25-02-2019
1332,NOLSM7662910766,1,Implantation,7360918000000000.0,3.992374e+16,2.377966e+17,3.001736e+17,5.999994e+17,32158.005,99.912,900.0,150,29,37,25-02-2019
1333,NOLSM7672911767,2,Implantation,1.190318e+16,5589380000000000.0,4.933008e+17,3.009716e+17,5.999997e+17,32446.797000000002,99.75399999999999,900.0,150,29,38,25-02-2019
1334,NOLSM7682912768,3,Implantation,4193431000000000.0,1.12313e+17,141987392451.0,2.990033e+17,6.000006e+17,32657.34,99.75200000000001,900.0,150,29,39,25-02-2019
1335,NOLSM7692913769,1,Implantation,7580002000000000.0,3.921617e+16,6.264095e+16,2.989257e+17,5.999994e+17,32688.659,100.742,903.0,151,29,40,25-02-2019
1336,NOLSM7702914770,2,Implantation,1.015593e+16,1.050748e+17,1.807828e+17,3.006332e+17,6.000002e+17,32664.685,100.117,904.0,150,29,41,25-02-2019
1337,NOLSM7712915771,3,Implantation,4079120000000000.0,7598722000000000.0,8.455274e+17,3.004396e+17,5.999999e+17,32632.272,101.036,905.0,152,29,42,25-02-2019
1338,NOLSM7722916772,1,Implantation,4590594000000000.0,3430457000000000.0,1.230017e+17,2.99124e+17,6.00001e+17,32636.484,102.066,908.0,153,29,43,25-02-2019
1339,NOLSM7732917773,2,Implantation,1.609899e+16,1.531356e+17,1.168032e+18,2.997421e+17,6.000007e+17,32666.317000000003,100.929,904.0,151,29,44,25-02-2019
1340,NOLSM7742918774,3,Implantation,5059169000000000.0,2.065006e+16,6.89915e+17,2.996304e+17,5.999995e+17,32646.298,102.07,908.0,153,29,45,25-02-2019
1341,NOLSM7752919775,1,Implantation,8125176000000000.0,1.8164e+16,3.776702e+16,3.002527e+17,6.000002e+17,32682.765,102.09899999999999,913.0,153,29,46,25-02-2019
1342,NOLSM7762920776,2,Implantation,2.059877e+16,7.735008e+16,4.665781e+17,3.002129e+17,6.000004e+17,32673.341,102.443,913.0,154,29,47,25-02-2019
1343,NOLSM7772921777,3,Implantation,1.209814e+16,1.368468e+16,3071422000000000.0,3.003563e+17,5.999984e+17,32653.528,101.86,912.0,153,29,48,25-02-2019
1344,NOLSM7782922778,1,Implantation,1.813283e+16,1071504000000000.0,3.585575e+17,3.001495e+17,5.99999e+17,32677.209,102.094,913.0,153,29,49,25-02-2019
1345,NOLSM7792923779,2,Implantation,2441931000000000.0,3.817779e+16,1875907865.0,2.984513e+17,6.000013e+17,32696.412999999997,102.006,913.0,153,29,50,25-02-2019
1346,NOLSM7802924780,3,Implantation,1.054583e+16,1.184645e+17,1.053268e+17,2.997752e+17,6.000019e+17,32700.965,101.671,912.0,153,29,51,25-02-2019
1347,NOLSM7812925781,1,Implantation,6909171000000000.0,1.086298e+17,5.11967e+17,2.997173e+17,5.999986e+17,32451.322999999997,101.38600000000001,913.0,152,29,52,25-02-2019
1348,NOLSM7822926782,2,Implantation,1.768872e+16,7.782877e+16,8.15497e+17,3.011042e+17,5.999986e+17,32534.357000000004,101.223,904.0,152,29,53,25-02-2019
1349,NOLSM7832927783,3,Implantation,2.074912e+16,1.453113e+17,1.209174e+18,3.018273e+17,5.999992e+17,32621.49,100.525,905.0,151,29,54,25-02-2019
1350,NOLSM21791,3,Implantation,1.353503e+16,4.327667e+16,6.717213e+17,2.990307e+17,6.000007e+17,31527.587000000003,97.744,914.0,151,9,1,25-02-2019
1351,NOLSM21892,2,Implantation,1.442735e+16,4.988666e+16,5.270421e+17,3.005376e+17,5.999978e+17,32215.537999999997,103.454,910.0,152,9,2,25-02-2019
1352,NOLSM21993,1,Implantation,1.947372e+16,3.402286e+16,1.091325e+18,2.992692e+17,5.999986e+17,32325.654,102.42299999999999,907.0,157,9,3,25-02-2019
1353,NOLSM22094,1,Implantation,1.165592e+16,7800635000000000.0,4.856349e+17,3.00305e+17,5.999995e+17,31723.494,103.42200000000001,900.0,155,9,4,25-02-2019
1354,NOLSM22195,2,Implantation,9576587000000000.0,1.348716e+17,5.707538e+17,2.992264e+17,5.999979e+17,32407.745,102.429,900.0,150,9,5,25-02-2019
1355,NOLSM22296,3,Implantation,1.865634e+16,-3.00783e+16,8.679111e+17,3.014537e+17,5.999998e+17,32497.987,102.546,919.0,156,9,6,25-02-2019
1356,NOLSM22397,3,Implantation,1.444422e+16,9.125496e+16,6.468985e+17,2.997999e+17,5.999978e+17,32148.097,102.64200000000001,892.0,154,9,7,25-02-2019
1357,NOLSM22498,1,Implantation,1.771972e+16,9.616448e+16,8.532892e+17,2.979858e+17,5.999998e+17,31400.682,101.624,871.0,155,9,8,25-02-2019
1358,NOLSM22599,1,Implantation,1.228313e+16,8.669117e+16,2.548591e+17,2.995077e+17,6.000014e+17,31093.126,102.801,898.0,153,9,9,25-02-2019
1359,NOLSM226910,2,Implantation,8756849000000000.0,1.575852e+17,9.485446e+17,2.98837e+17,6e+17,31269.035,103.405,909.0,159,9,10,25-02-2019
1360,NOLSM227911,3,Implantation,9569839000000000.0,1.406667e+17,5.760478e+17,3.010703e+17,5.99998e+17,32130.96,103.15100000000001,921.0,152,9,11,25-02-2019
1361,NOLSM228912,3,Implantation,1.204359e+16,1.562548e+17,1.401808e+18,3.022468e+17,5.999989e+17,32270.306,103.15700000000001,891.0,152,9,12,25-02-2019
1362,NOLSM229913,2,Implantation,1.477364e+16,5.994234e+16,5.516401e+17,2.996894e+17,5.999997e+17,31181.18,102.288,915.0,157,9,13,25-02-2019
1363,NOLSM230914,1,Implantation,6658436000000000.0,5.409422e+16,4.997664e+17,2.987405e+17,5.999993e+17,31249.611,102.036,893.0,155,9,14,25-02-2019
1364,NOLSM231915,1,Implantation,9261799000000000.0,1.079055e+17,1.089674e+18,3.00606e+17,5.999998e+17,30899.82,104.486,907.0,155,9,15,25-02-2019
1365,NOLSM232916,2,Implantation,1.143198e+16,1.125489e+17,4.62002e+17,3.0039e+17,6.000011e+17,31964.942000000003,104.584,885.0,156,9,16,25-02-2019
1366,NOLSM233917,3,Implantation,8443158000000000.0,9.183072e+16,8.331907e+17,3.003853e+17,5.999999e+17,32318.607000000004,102.912,905.0,156,9,17,25-02-2019
1367,NOLSM234918,3,Implantation,9636292000000000.0,7.41004e+16,2.395544e+17,2.999216e+17,6e+17,31891.406000000003,102.015,883.0,155,9,18,25-02-2019
1368,NOLSM235919,2,Implantation,9124457000000000.0,4.067083e+16,2.544205e+17,3.006359e+17,5.999995e+17,31409.106,102.6,895.0,155,9,19,25-02-2019
1369,NOLSM236920,1,Implantation,6976466000000000.0,5.540689e+16,8.430292e+17,3.014471e+17,5.999995e+17,32608.352000000003,103.12799999999999,900.0,152,9,20,25-02-2019
1370,NOLSM237921,1,Implantation,4552835000000000.0,6.943478e+16,4.571101e+17,2.980155e+17,5.999984e+17,32496.871,104.199,916.0,159,9,21,25-02-2019
1371,NOLSM238922,2,Implantation,1.598688e+16,1.426387e+17,5.015333e+17,3.016534e+17,5.999982e+17,31912.056,106.428,898.0,154,9,22,25-02-2019
1372,NOLSM239923,3,Implantation,1.095292e+16,7.716403e+16,6.641376e+16,3.02505e+17,5.999991e+17,31192.302000000003,103.46,916.0,154,9,23,25-02-2019
1373,NOLSM240924,2,Implantation,1.752139e+16,1.389796e+17,6.147619e+17,2.99956e+17,5.999999e+17,31265.612,105.779,884.0,154,9,24,25-02-2019
1374,NOLSM241925,1,Implantation,1.182359e+16,7.138811e+16,5.558317e+17,2.990254e+17,5.99999e+17,32341.911,102.258,897.0,157,9,25,25-02-2019
1375,NOLSM242926,1,Implantation,6100286000000000.0,1.22715e+16,1.057424e+18,3.003509e+17,6e+17,31982.396,103.03,893.0,157,9,26,25-02-2019
1376,NOLSM243927,2,Implantation,9910242000000000.0,1.05843e+17,6.597263e+17,2.998473e+17,5.999983e+17,31768.47,104.863,896.0,155,9,27,25-02-2019
1377,NOLSM757291,1,Implantation,6964209000000000.0,5521553000000000.0,3.089572e+17,2.99097e+17,6.000016e+17,32444.191000000003,101.359,877.0,152,29,1,25-02-2019
1378,NOLSM758292,1,Implantation,3590578000000000.0,3.369503e+16,1999220000000.0,2.997058e+17,5.999995e+17,32445.445,102.01799999999999,878.0,153,29,2,25-02-2019
1379,NOLSM759293,2,Implantation,2.101934e+16,4.971335e+16,8.93006e+16,3.00448e+17,5.99999e+17,32412.236,102.02799999999999,878.0,153,29,3,25-02-2019
1380,NOLSM760294,3,Implantation,1.186455e+16,32645606689.0,26639639.169,3.014574e+17,6.000017e+17,31636.857999999997,102.074,877.0,153,29,4,25-02-2019
1381,NOLSM761295,3,Implantation,7802756000000000.0,1.30873e+16,4.644509e+17,3.004248e+17,6.000003e+17,30152.769,101.90700000000001,874.0,153,29,5,25-02-2019
1382,NOLSM762296,2,Implantation,1.694729e+16,6.277507e+16,45700190000000.0,2.990783e+17,5.99999e+17,32166.325,100.491,909.0,151,29,6,25-02-2019
1383,NOLSM763297,1,Implantation,1.102079e+16,7.875218e+16,6.304516e+17,2.993458e+17,6.000008e+17,32454.409,100.971,910.0,151,29,7,25-02-2019
1384,NOLSM764298,1,Implantation,5812654000000000.0,4.085213e+16,3.377489e+17,3.001889e+17,5.999996e+17,32445.721,101.366,909.0,152,29,8,25-02-2019
1385,NOLSM765299,2,Implantation,3111555000000000.0,1.582519e+16,1.134649e+16,2.998645e+17,6.000004e+17,32450.023999999998,100.821,900.0,151,29,9,25-02-2019
1386,NOLSM7662910,3,Implantation,5573909000000000.0,3.992374e+16,2.377966e+17,3.001736e+17,5.999988e+17,32158.005,99.912,900.0,150,29,10,25-02-2019
1387,NOLSM7672911,3,Implantation,8235287000000000.0,5589380000000000.0,4.933008e+17,3.009716e+17,5.999984e+17,32446.797000000002,99.75399999999999,900.0,150,29,11,25-02-2019
1388,NOLSM7682912,2,Implantation,1.125505e+16,1.12313e+17,141987392451.0,2.990033e+17,5.999988e+17,32657.34,99.75200000000001,900.0,150,29,12,25-02-2019
1389,NOLSM7692913,1,Implantation,1.07873e+16,3.921617e+16,6.264095e+16,2.989257e+17,5.999994e+17,32688.659,100.742,903.0,151,29,13,25-02-2019
1390,NOLSM7702914,1,Implantation,1.532339e+16,1.050748e+17,1.807828e+17,3.006332e+17,5.999998e+17,32664.685,100.117,904.0,150,29,14,25-02-2019
1391,NOLSM7712915,2,Implantation,1.71001e+16,7598722000000000.0,8.455274e+17,3.004396e+17,6.000011e+17,32632.272,101.036,905.0,152,29,15,25-02-2019
1392,NOLSM7722916,3,Implantation,1.276583e+16,3430457000000000.0,1.230017e+17,2.99124e+17,6.000001e+17,32636.484,102.066,908.0,153,29,16,25-02-2019
1393,NOLSM7732917,2,Implantation,2.069521e+16,1.531356e+17,1.168032e+18,2.997421e+17,6.000007e+17,32666.317000000003,100.929,904.0,151,29,17,25-02-2019
1394,NOLSM7742918,1,Implantation,1.996179e+16,2.065006e+16,6.89915e+17,2.996304e+17,5.999995e+17,32646.298,102.07,908.0,153,29,18,25-02-2019
1395,NOLSM7752919,1,Implantation,1.71423e+16,1.8164e+16,3.776702e+16,3.002527e+17,6.000002e+17,32682.765,102.09899999999999,913.0,153,29,19,25-02-2019
1396,NOLSM7762920,2,Implantation,9560984000000000.0,7.735008e+16,4.665781e+17,3.002129e+17,6.000004e+17,32673.341,102.443,913.0,154,29,20,25-02-2019
1397,NOLSM7772921,3,Implantation,2524937000000000.0,1.368468e+16,3071422000000000.0,3.003563e+17,5.999984e+17,32653.528,101.86,912.0,153,29,21,25-02-2019
1398,NOLSM7782922,3,Implantation,1.280195e+16,1071504000000000.0,3.585575e+17,3.001495e+17,5.99999e+17,32677.209,102.094,913.0,153,29,22,25-02-2019
1399,NOLSM7792923,1,Implantation,3835198000000000.0,3.817779e+16,1875907865.0,2.984513e+17,6.000013e+17,32696.412999999997,102.006,913.0,153,29,23,25-02-2019
1400,NOLSM7802924,1,Implantation,1.195881e+16,1.184645e+17,1.053268e+17,2.997752e+17,6.000019e+17,32700.965,101.671,912.0,153,29,24,25-02-2019
1401,NOLSM7812925,3,Implantation,1.184053e+16,1.086298e+17,5.11967e+17,2.997173e+17,5.999986e+17,32451.322999999997,101.38600000000001,913.0,152,29,25,25-02-2019
1402,NOLSM7822926,3,Implantation,1.768872e+16,7.782877e+16,8.15497e+17,3.011042e+17,5.999986e+17,32534.357000000004,101.223,904.0,152,29,26,25-02-2019
1403,NOLSM7832927,2,Implantation,2.074912e+16,1.453113e+17,1.209174e+18,3.018273e+17,5.999992e+17,32621.49,100.525,905.0,151,29,27,25-02-2019
1404,NOLSM244101244,1,Implantation,1.183168e+16,1.182958e+17,6.363151e+17,3.001285e+17,5.999976e+17,32163.791,100.24,908.0,158,10,28,26-02-2019
1405,NOLSM245102245,2,Implantation,1.585222e+16,1.215141e+17,6.638341e+17,3.000144e+17,6.000015e+17,31833.551,102.338,886.0,156,10,29,26-02-2019
1406,NOLSM246103246,3,Implantation,1.405682e+16,1.288443e+17,3.855736e+17,3.025604e+17,5.999989e+17,32188.226000000002,106.191,896.0,153,10,30,26-02-2019
1407,NOLSM247104247,1,Implantation,1.597538e+16,7.797816e+16,3.192013e+16,2.99328e+17,6.000016e+17,32228.325,102.064,891.0,158,10,31,26-02-2019
1408,NOLSM248105248,2,Implantation,1.313436e+16,1.08193e+17,8.476209e+17,3.000875e+17,5.999995e+17,30846.811,101.81200000000001,887.0,154,10,32,26-02-2019
1409,NOLSM249106249,3,Implantation,1.232136e+16,1.521085e+17,6.80522e+17,3.009209e+17,5.999986e+17,32759.266,106.709,904.0,151,10,33,26-02-2019
1410,NOLSM250107250,1,Implantation,1.242968e+16,9.839421e+16,4.611622e+17,3.016242e+17,5.999985e+17,32057.894,101.318,908.0,157,10,34,26-02-2019
1411,NOLSM251108251,2,Implantation,6233876000000000.0,7.037664e+16,5.947363e+17,2.989103e+17,5.999991e+17,31994.967999999997,103.206,893.0,155,10,35,26-02-2019
1412,NOLSM252109252,3,Implantation,1.50218e+16,8.483808e+16,9.327638e+17,3.012081e+17,6.000002e+17,31986.81,101.81200000000001,879.0,152,10,36,26-02-2019
1413,NOLSM2531010253,1,Implantation,1.619871e+16,1.587532e+17,5.123023e+17,3.008486e+17,5.999996e+17,31791.31,104.329,873.0,154,10,37,26-02-2019
1414,NOLSM2541011254,2,Implantation,9498101000000000.0,5.70262e+16,8.144654e+17,3.027718e+17,6.000008e+17,30626.351000000002,100.865,871.0,156,10,38,26-02-2019
1415,NOLSM2551012255,3,Implantation,1.032909e+16,6.976349e+16,2.859824e+17,2.997895e+17,6e+17,31950.761000000002,103.631,898.0,153,10,39,26-02-2019
1416,NOLSM2561013256,1,Implantation,8473165000000000.0,7.007032e+16,5.183482e+17,2.994125e+17,5.999993e+17,31352.585,103.491,909.0,155,10,40,26-02-2019
1417,NOLSM2571014257,2,Implantation,1.473331e+16,6.690243e+16,6.471089e+17,3.010679e+17,5.999985e+17,30552.557,103.14200000000001,944.0,155,10,41,26-02-2019
1418,NOLSM2581015258,3,Implantation,2486950000000000.0,1.05838e+17,7.887603e+17,2.988751e+17,5.999991e+17,31715.512000000002,103.914,896.0,155,10,42,26-02-2019
1419,NOLSM2591016259,1,Implantation,1.304195e+16,1.456753e+17,6.697495e+17,2.9727e+17,6e+17,30474.162999999997,101.145,898.0,156,10,43,26-02-2019
1420,NOLSM2601017260,2,Implantation,1.139182e+16,1.698818e+17,6.04475e+17,2.982326e+17,5.999992e+17,31692.92,102.863,931.0,157,10,44,26-02-2019
1421,NOLSM2611018261,3,Implantation,1.356244e+16,5.919922e+16,4.013921e+17,2.994179e+17,6.000002e+17,31037.529,101.615,920.0,155,10,45,26-02-2019
